entry_time,exit_time,entry_i,exit_i,side,entry_price,exit_price,initial_lot,final_lot,pnl,reason,bars_held,partial_done,balance,tick_status,tick_entry_time,tick_exit_time,tick_entry_price,tick_exit_price,tick_pnl,tick_reason,tick_cashflows
2024-05-27 09:15:00,2024-05-27 09:30:00,1693,1694,SELL,31.04,31.231464599671227,0.56,0.56,-110.58017581588771,SL,1,False,9889.419824184111,OK,2024-05-27 09:15:00.599,2024-05-27 09:30:00.157,31.05,31.281,-132.71999999999898,SL,1
2024-06-12 21:15:00,2024-06-13 02:00:00,2831,2850,BUY,29.049000000000003,29.194176084117,0.27,0.13,34.64386147680122,TP,19,True,9924.063685660914,OK,2024-06-12 21:15:00.104,2024-06-12 23:24:40.606,29.069,29.069,15.180000000000144,BE_AFTER_PARTIAL,2
2024-07-04 18:00:00,2024-07-04 18:15:00,4270,4271,BUY,30.384,30.372,0.52,0.52,-9.360000000000236,TP,1,False,9914.703685660914,OK,2024-07-04 18:00:06.824,2024-07-04 18:15:07.320,30.423,30.377,-27.039999999999676,TP,1
2024-07-09 18:15:00,2024-07-09 18:45:00,4547,4549,BUY,30.515,30.793,0.43,0.21,83.76874071789469,TP,2,True,9998.472426378808,OK,2024-07-09 18:15:10.222,2024-07-09 18:35:01.044,30.898,30.78,-53.319999999999375,TP,1
2024-09-02 21:15:00,2024-09-02 21:45:00,8137,8139,BUY,28.32,28.470923638854853,0.71,0.35,76.98524704925103,TP,2,True,10075.45767342806,OK,2024-09-02 21:15:00.101,2024-09-02 21:55:09.379,28.34,28.476,67.82000000000022,TP,2
2024-10-04 08:45:00,2024-10-04 09:00:00,10299,10300,BUY,31.759,31.754,0.37,0.19,21.19276415826729,BE_AFTER_PARTIAL,1,True,10096.650437586326,FORCED_EXIT,2024-10-04 08:45:00.100,2024-10-04 09:00:00.021,31.779,31.657,-1.8199999999999434,FORCED_EXIT,2
2024-10-30 08:30:00,2024-10-30 10:00:00,11903,11909,BUY,33.696,33.690999999999995,0.29,0.15,18.229629772918656,SL,6,True,10114.880067359243,OK,2024-10-30 08:30:00.095,2024-10-30 09:30:37.858,33.716,33.716,18.419999999999774,SL,2
2024-11-27 10:15:00,2024-11-27 15:45:00,13726,13748,BUY,30.179,30.1014273024959,0.35,0.35,-29.25044412643586,TP,22,False,10085.62962323281,OK,2024-11-27 10:15:00.010,2024-11-27 15:48:22.819,30.199,30.107,-34.30000000000081,TP,1
2024-12-05 20:15:00,2024-12-05 21:30:00,14295,14300,BUY,30.950000000000003,31.14766765609465,0.44,0.22,63.72478961912978,TP,5,True,10149.35441285194,OK,2024-12-05 20:15:00.191,2024-12-05 21:40:10.748,30.97,31.153,59.84000000000054,TP,2
2024-12-18 14:15:00,2024-12-18 14:45:00,15103,15105,BUY,29.875,29.87,0.41,0.21,27.33427544905942,SL,2,True,10176.688688301,OK,2024-12-18 14:15:00.279,2024-12-18 14:47:38.876,29.904,29.904,26.939999999999692,SL,2
