profile,symbol,timeframe,hmm_params_file,threshold,min_strength,vol_multiplier,reward_risk,kalman_gate,risk_percent,max_lot,use_partials,magic,indicator_path,source,robust_score,nested_mean_pf,nested_min_pf,nested_mean_return_pct,nested_worst_dd_pct,tick_profit_factor,tick_dsr,status
DEMO_40001_CURRENT_OPTIMIZED_NO_LAYERS,XAUUSD,M15,HMM_Params_15M_40001.csv,0.60,0.35,3.00,2.00,true,1.00,10.00,true,40001,Sovereign\\Sovereign_40001_Signal,nested_walk_forward_top_stability,1.0906829618978735,1.0428313984208277,0.9029652651686125,6.278157655656974,-16.8233444695717,1.0400623412588132,0.04032545556206801,DEMO_ONLY_CURRENT_OPTIMIZED_NO_LAYERS
