entry_time,exit_time,entry_i,exit_i,side,entry_price,exit_price,exit_reason,initial_lot,bars_held,partial_done,pnl,return_on_initial_balance,balance
2024-05-09 10:30:00,2024-05-09 21:00:00,594,632,BUY,2329.258,2350.0259677573795,TP,0.12,38,True,204.1746710295218,0.02041746710295218,10204.174671029521
2024-05-09 21:30:00,2024-05-10 05:00:00,634,664,BUY,2350.285,2373.055928807306,TP,0.11,30,True,188.7407864219207,0.01887407864219207,10392.915457451441
2024-05-10 05:15:00,2024-05-10 08:30:00,665,678,BUY,2371.165,2365.4770369474363,SL,0.18,13,False,-102.38333494614562,-0.010238333494614562,10290.532122505296
2024-05-13 05:30:00,2024-05-13 07:30:00,758,766,SELL,2340.795,2345.206289010663,SL,0.23,8,False,-101.45964724524994,-0.010145964724524994,10189.072475260045
2024-05-15 04:30:00,2024-05-15 05:30:00,938,942,BUY,2372.235,2368.5979928597017,SL,0.28,4,False,-101.83619992835702,-0.010183619992835702,10087.236275331688
2024-05-15 06:15:00,2024-05-15 06:45:00,945,947,BUY,2369.735,2366.0013724013907,SL,0.27,2,False,-100.8079451624558,-0.01008079451624558,9986.428330169232
2024-05-17 09:00:00,2024-05-17 09:30:00,1140,1142,BUY,2402.805,2397.9780517288773,SL,0.21,2,False,-101.36591369357346,-0.010136591369357345,9885.06241647566
2024-05-17 10:30:00,2024-05-19 20:45:00,1146,1183,BUY,2408.855,2426.3121154581777,TP,0.14,37,True,183.88161615947294,0.018388161615947293,10068.944032635132
2024-05-19 21:00:00,2024-05-20 02:30:00,1184,1206,BUY,2434.135,2434.135,SL,0.11,22,True,117.88699999999959,0.01178869999999996,10186.831032635131
2024-05-23 03:45:00,2024-05-23 05:15:00,1487,1493,SELL,2355.955,2363.5182937554423,SL,0.13,6,False,-98.32281882075085,-0.009832281882075085,10088.50821381438
2024-05-23 10:30:00,2024-05-24 09:15:00,1514,1601,SELL,2344.658,2344.658,SL,0.12,87,True,118.82850702931044,0.011882850702931044,10207.33672084369
2024-05-27 10:30:00,2024-05-27 21:00:00,1698,1726,BUY,2355.288,2349.866089935615,SL,0.19,28,False,-103.01629122331451,-0.010301629122331452,10104.320429620377
2024-05-29 05:15:00,2024-05-29 08:45:00,1851,1865,SELL,2342.855,2342.855,SL,0.21,14,True,120.66825354664365,0.012066825354664365,10224.988683167021
2024-05-29 12:15:00,2024-05-30 01:45:00,1879,1929,SELL,2338.535,2322.9675981878027,TP,0.16,50,True,194.07360925871836,0.019407360925871836,10419.062292425739
2024-06-03 21:45:00,2024-06-04 04:30:00,2189,2216,SELL,2346.955,2333.9577262227344,TP,0.2,27,True,245.42364266359345,0.024542364266359345,10664.485935089331
2024-06-04 05:00:00,2024-06-04 06:15:00,2218,2223,SELL,2330.165,2334.2855286139043,SL,0.26,5,False,-107.13374396151177,-0.010713374396151177,10557.352191127819
2024-06-04 06:45:00,2024-06-04 08:30:00,2225,2232,SELL,2329.088,2333.4548861173034,SL,0.24,7,False,-104.8052668152777,-0.01048052668152777,10452.54692431254
2024-06-04 10:15:00,2024-06-04 11:15:00,2239,2243,SELL,2320.515,2326.857058488264,SL,0.16,4,False,-101.47293581222768,-0.010147293581222768,10351.073988500313
2024-06-05 09:00:00,2024-06-05 10:00:00,2326,2330,BUY,2341.328,2336.842550879979,SL,0.23,4,False,-103.16532976047847,-0.010316532976047846,10247.908658739834
2024-06-05 10:30:00,2024-06-05 21:15:00,2332,2371,BUY,2349.315,2366.313797415023,TP,0.15,39,True,217.72518966008988,0.02177251896600899,10465.633848399924
2024-06-05 21:30:00,2024-06-06 05:30:00,2372,2404,BUY,2366.954,2359.4037355809464,SL,0.14,32,False,-105.70370186675247,-0.010570370186675247,10359.930146533172
2024-06-06 11:45:00,2024-06-07 02:15:00,2429,2483,BUY,2374.128,2374.128,SL,0.16,54,True,128.43039999999598,0.012843039999999598,10488.360546533168
2024-06-07 10:00:00,2024-06-10 12:15:00,2514,2615,SELL,2312.605,2312.605,SL,0.07,101,True,120.93610329399758,0.012093610329399757,10609.296649827165
2024-06-10 12:30:00,2024-06-10 21:00:00,2616,2646,BUY,2310.848,2303.948785814209,SL,0.15,30,False,-103.48821278686728,-0.010348821278686728,10505.808437040298
2024-06-14 04:00:00,2024-06-14 05:15:00,2950,2955,BUY,2319.765,2315.1443766891725,SL,0.23,5,False,-106.27433614902884,-0.010627433614902884,10399.53410089127
2024-06-14 06:00:00,2024-06-14 07:45:00,2958,2965,BUY,2323.615,2335.940873791824,TP,0.21,7,True,194.74880591082,0.019474880591082003,10594.28290680209
2024-06-14 08:00:00,2024-06-14 09:30:00,2966,2972,BUY,2330.485,2324.1894723937953,SL,0.17,6,False,-107.02396930548186,-0.010702396930548185,10487.258937496606
2024-06-20 01:45:00,2024-06-20 04:00:00,3299,3308,BUY,2340.138,2335.774133217501,SL,0.24,9,False,-104.73280277997401,-0.010473280277997401,10382.526134716632
2024-06-20 10:15:00,2024-06-21 03:15:00,3333,3397,BUY,2355.535,2355.535,SL,0.18,64,True,124.57079850359231,0.012457079850359232,10507.096933220224
2024-06-21 04:30:00,2024-06-21 08:45:00,3402,3419,BUY,2364.905,2360.658396317126,SL,0.25,17,False,-106.16509207185345,-0.010616509207185345,10400.931841148371
