fold_id,test_start,test_end,phi,phi_ci_low,phi_ci_high,half_life,phi_gate_passed
0,2023-01-02 23:00:00+00:00,2023-06-30 20:45:00+00:00,0.9782170170820954,0.9763477011928142,0.9800863329713766,31.472735655604005,False
1,2023-07-03 01:00:00+00:00,2024-01-01 23:00:00+00:00,0.9780543556218171,0.976115330672742,0.9799933805708921,31.236871401955998,False
2,2024-01-01 23:15:00+00:00,2024-07-01 23:00:00+00:00,0.979017080225208,0.9770907703480104,0.9809433901024055,32.6860780065784,False
3,2024-07-01 23:15:00+00:00,2025-01-01 23:00:00+00:00,0.9798983477224833,0.9780299355707888,0.9817667598741778,34.13435330077861,False
4,2025-01-01 23:15:00+00:00,2025-07-01 23:00:00+00:00,0.9795039427773846,0.9776186487373172,0.981389236817452,33.47079215131838,False
5,2025-07-01 23:15:00+00:00,2026-01-01 23:00:00+00:00,0.9811168817837141,0.9790113833281172,0.9832223802393111,36.35956675085009,False
6,2026-01-01 23:15:00+00:00,2026-07-01 23:00:00+00:00,0.9809339368123995,0.9788068674446992,0.9830610061800997,36.007338262637624,False
7,2026-07-01 23:15:00+00:00,2026-07-10 07:45:00+00:00,0.9806607367177141,0.9785174361577232,0.982804037277705,35.49374542565526,False
