time,bar_i,type,side,pnl,balance
2024-05-09 15:30:00,614,partial,BUY,96.85200000000167,10096.852
2024-05-09 16:00:00,616,final,BUY,66.45749682361384,10163.309496823615
2024-05-10 01:00:00,648,partial,BUY,93.76620266663413,10257.07569949025
2024-05-10 02:30:00,654,final,BUY,54.79843012984975,10311.874129620099
2024-05-10 06:30:00,670,partial,BUY,103.17300000000087,10415.0471296201
2024-05-10 08:15:00,677,final,BUY,0.0,10415.0471296201
2024-05-13 07:30:00,766,final,SELL,-105.87093625591297,10309.176193364186
2024-05-15 05:30:00,942,final,BUY,-101.83619992835702,10207.33999343583
2024-05-15 06:45:00,947,final,BUY,-100.8079451624558,10106.532048273373
2024-05-17 09:30:00,1142,final,BUY,-101.36591369357346,10005.1661345798
2024-05-17 11:00:00,1148,partial,BUY,91.24252346141249,10096.408658041213
2024-05-17 11:00:00,1148,final,BUY,0.0,10096.408658041213
2024-05-17 14:30:00,1162,partial,BUY,110.8379999999985,10207.246658041211
2024-05-17 16:30:00,1170,final,BUY,61.47966723954779,10268.726325280759
2024-05-19 21:00:00,1184,partial,BUY,132.13200000000015,10400.858325280758
2024-05-19 21:00:00,1184,final,BUY,69.52915153917274,10470.387476819931
2024-05-20 01:30:00,1202,partial,BUY,120.81300000000041,10591.200476819931
2024-05-20 02:30:00,1206,final,BUY,0.0,10591.200476819931
2024-05-23 05:15:00,1493,final,SELL,-105.88611257619324,10485.314364243737
2024-05-23 13:30:00,1526,partial,SELL,95.06280562344836,10580.377169867186
2024-05-23 16:30:00,1538,final,SELL,67.90200401674701,10648.279173883933
2024-05-24 01:30:00,1570,final,SELL,-105.02664904695303,10543.25252483698
2024-05-27 08:15:00,1689,partial,BUY,97.89756692407214,10641.150091761052
2024-05-27 09:45:00,1695,final,BUY,64.54784632356495,10705.697938084617
2024-05-27 21:00:00,1726,final,BUY,-108.4382012876995,10597.259736796917
2024-05-29 08:45:00,1865,partial,SELL,101.13148868671087,10698.391225483629
2024-05-29 08:45:00,1865,final,SELL,0.0,10698.391225483629
2024-05-29 22:30:00,1916,partial,SELL,107.69499999999674,10806.086225483625
2024-05-30 01:30:00,1928,final,SELL,62.26960724878836,10868.355832732414
2024-06-04 03:45:00,2213,partial,SELL,108.33899999999839,10976.694832732412
2024-06-04 04:00:00,2214,final,SELL,62.38691413087326,11039.081746863285
2024-06-04 06:15:00,2223,final,SELL,-111.25427257541607,10927.82747428787
2024-06-04 08:30:00,2232,final,SELL,-109.17215293258096,10818.655321355289
2024-06-04 11:15:00,2243,final,SELL,-107.8149943004919,10710.840327054797
2024-06-05 10:00:00,2330,final,BUY,-107.65077888049927,10603.189548174298
2024-06-05 21:00:00,2370,partial,BUY,159.71199999999735,10762.901548174295
2024-06-05 21:00:00,2370,final,BUY,67.99518966009146,10830.896737834388
2024-06-06 05:30:00,2404,final,BUY,-105.70370186675247,10725.193035967635
2024-06-07 00:15:00,2475,partial,BUY,112.30240000000047,10837.495435967636
2024-06-07 01:00:00,2478,final,BUY,66.74735818206727,10904.242794149703
2024-06-07 15:45:00,2537,partial,SELL,119.6089999999993,11023.851794149701
2024-06-10 12:15:00,2615,final,SELL,0.0,11023.851794149701
2024-06-10 21:00:00,2646,final,BUY,-110.38742697265845,10913.464367177043
2024-06-14 05:15:00,2955,final,BUY,-110.89495945985617,10802.569407717187
2024-06-14 06:45:00,2961,partial,BUY,104.56600000000644,10907.135407717193
2024-06-14 07:30:00,2964,final,BUY,69.02489323421469,10976.160300951407
2024-06-14 09:30:00,2972,final,BUY,-109.7807828526047,10866.379518098804
2024-06-20 04:00:00,3308,final,BUY,-109.09666956247293,10757.282848536332
2024-06-20 10:45:00,3335,partial,BUY,105.46200000000437,10862.744848536337
2024-06-20 11:15:00,3337,final,BUY,0.0,10862.744848536337
2024-06-21 01:45:00,3391,partial,BUY,99.47156549379042,10962.216414030127
2024-06-21 09:15:00,3421,final,BUY,0.0,10962.216414030127
2024-06-21 13:00:00,3436,partial,SELL,99.22511924342761,11061.441533273553
2024-06-24 03:30:00,3490,final,SELL,0.0,11061.441533273553
2024-06-26 11:15:00,3705,final,SELL,-110.96020287975898,10950.481330393795
2024-06-27 06:45:00,3779,partial,BUY,103.35767411710282,11053.839004510899
2024-06-27 07:45:00,3783,final,BUY,64.30085716962822,11118.139861680527
2024-06-27 08:30:00,3786,partial,BUY,105.27413431426315,11223.41399599479
2024-06-27 08:30:00,3786,final,BUY,0.0,11223.41399599479
2024-06-27 10:00:00,3792,partial,BUY,105.75011132284544,11329.164107317636
2024-06-27 10:15:00,3793,final,BUY,0.0,11329.164107317636
