dataset,start_time,end_time,bars,closed_trades,final_balance,total_return_pct,initial_balance,net_profit,cashflows,win_rate_pct,loss_rate_pct,profit_factor,expectancy,avg_win,avg_loss,payoff_ratio,largest_win,largest_loss,max_consecutive_wins,max_consecutive_losses,max_drawdown_money,max_drawdown_pct,max_drawdown_bars,sharpe_ratio,period_sharpe_ratio,sortino_ratio,deflated_sharpe_probability,deflated_sharpe_z,dsr_trials,recovery_factor,mean_cashflow,std_cashflow
IS_PURGED,2021-01-03 18:15:00,2024-04-01 15:45:00,73140,715,17923.922195205974,79.23922195205975,10000.0,7923.922195205974,1036,44.89510489510489,55.1048951048951,1.1346757553789213,11.082408664623712,207.9780612398244,-149.3325773166946,1.3927172823030995,823.0853105181272,-192.6483702591386,6,10,-4816.48007921379,-26.844870211571532,24123,1.168974634198887,0.007515695919899967,10.999601102516873,0.9809325480124236,2.073401774152087,1,1.6451686843682372,7.648573547496095,136.8306668007843
OOS_202405,2024-05-01 00:00:00,2026-05-29 16:45:00,49137,581,19042.03125758177,90.4203125758177,10000.0,9042.03125758177,849,46.12736660929432,53.87263339070568,1.1825627554692173,15.562876519073662,218.54618252952358,-158.23752607134352,1.3811273972457652,580.3536459251451,-254.12568065471532,8,11,-3482.6006847361023,-15.575409687070184,7515,1.778170898934961,0.011432405271282035,7.127323423940061,0.994811708530616,2.5630208081779684,1,2.5963445356259496,10.650213495384918,141.73464131258532
