entry_time,exit_time,entry_i,exit_i,side,entry_price,exit_price,exit_reason,initial_lot,bars_held,partial_done,pnl,return_on_initial_balance,balance
2024-05-09 10:30:00,2024-05-09 16:00:00,594,616,BUY,2329.258,2345.8723742059033,TP,0.12,22,True,163.30949682361552,0.016330949682361554,10163.309496823615
2024-05-09 16:15:00,2024-05-10 02:30:00,617,654,BUY,2344.205,2362.4711433766165,TP,0.11,37,True,148.56463279648386,0.014856463279648386,10311.874129620099
2024-05-10 02:45:00,2024-05-10 08:15:00,655,677,BUY,2368.475,2368.475,SL,0.17,22,True,103.17300000000087,0.010317300000000086,10415.0471296201
2024-05-13 05:30:00,2024-05-13 07:30:00,758,766,SELL,2340.795,2345.206289010663,SL,0.24,8,False,-105.87093625591297,-0.010587093625591296,10309.176193364186
2024-05-15 04:30:00,2024-05-15 05:30:00,938,942,BUY,2372.235,2368.5979928597017,SL,0.28,4,False,-101.83619992835702,-0.010183619992835702,10207.33999343583
2024-05-15 06:15:00,2024-05-15 06:45:00,945,947,BUY,2369.735,2366.0013724013907,SL,0.27,2,False,-100.8079451624558,-0.01008079451624558,10106.532048273373
2024-05-17 09:00:00,2024-05-17 09:30:00,1140,1142,BUY,2402.805,2397.9780517288773,SL,0.21,2,False,-101.36591369357346,-0.010136591369357345,10005.1661345798
2024-05-17 10:30:00,2024-05-17 11:00:00,1146,1148,BUY,2408.855,2408.855,SL,0.14,2,True,91.24252346141249,0.009124252346141249,10096.408658041213
2024-05-17 11:15:00,2024-05-17 16:30:00,1149,1170,BUY,2406.425,2421.794916809887,TP,0.13,21,True,172.3176672395463,0.017231766723954628,10268.726325280759
2024-05-19 18:30:00,2024-05-19 21:00:00,1174,1184,BUY,2418.405,2435.7872878847934,TP,0.12,10,True,201.6611515391729,0.02016611515391729,10470.387476819931
2024-05-19 21:15:00,2024-05-20 02:30:00,1185,1206,BUY,2433.105,2433.105,SL,0.11,21,True,120.81300000000041,0.012081300000000041,10591.200476819931
2024-05-23 03:45:00,2024-05-23 05:15:00,1487,1493,SELL,2355.955,2363.5182937554423,SL,0.14,6,False,-105.88611257619324,-0.010588611257619325,10485.314364243737
2024-05-23 10:30:00,2024-05-23 16:30:00,1514,1538,SELL,2344.658,2327.682498995813,TP,0.12,24,True,162.96480964019537,0.016296480964019536,10648.279173883933
2024-05-23 16:45:00,2024-05-24 01:30:00,1539,1570,SELL,2328.375,2337.1272207539128,SL,0.12,31,False,-105.02664904695303,-0.010502664904695303,10543.25252483698
2024-05-24 01:45:00,2024-05-27 09:45:00,1571,1695,BUY,2338.445,2354.5819615808914,TP,0.13,124,True,162.44541324763708,0.016244541324763707,10705.697938084617
2024-05-27 10:30:00,2024-05-27 21:00:00,1698,1726,BUY,2355.288,2349.866089935615,SL,0.2,28,False,-108.4382012876995,-0.01084382012876995,10597.259736796917
2024-05-29 05:15:00,2024-05-29 08:45:00,1851,1865,SELL,2342.855,2342.855,SL,0.22,14,True,101.13148868671087,0.010113148868671087,10698.391225483629
2024-05-29 12:15:00,2024-05-30 01:30:00,1879,1928,SELL,2338.535,2326.081078550242,TP,0.17,49,True,169.96460724878511,0.016996460724878513,10868.355832732414
2024-06-03 21:45:00,2024-06-04 04:00:00,2189,2214,SELL,2346.955,2336.5571809781877,TP,0.21,25,True,170.72591413087164,0.017072591413087163,11039.081746863285
2024-06-04 05:00:00,2024-06-04 06:15:00,2218,2223,SELL,2330.165,2334.2855286139043,SL,0.27,5,False,-111.25427257541607,-0.011125427257541606,10927.82747428787
2024-06-04 06:45:00,2024-06-04 08:30:00,2225,2232,SELL,2329.088,2333.4548861173034,SL,0.25,7,False,-109.17215293258096,-0.010917215293258096,10818.655321355289
2024-06-04 10:15:00,2024-06-04 11:15:00,2239,2243,SELL,2320.515,2326.857058488264,SL,0.17,4,False,-107.8149943004919,-0.01078149943004919,10710.840327054797
2024-06-05 09:00:00,2024-06-05 10:00:00,2326,2330,BUY,2341.328,2336.842550879979,SL,0.24,4,False,-107.65077888049927,-0.010765077888049927,10603.189548174298
