InpPBull,InpPBear,InpSlopeT,InpLambdaJ,InpNu,WConf,WVol,WSlope,WAccel,WInter,MuConf,MuVol,MuSlope,MuAccel,StdConf,StdVol,StdSlope,StdAccel
0.9542421902171844,0.9571936340550489,0.0273,0.015268673705695334,4.035616697493192,0.5,0.5,0.5,0.0,0.0,0.482,1.0,1.0,0.0,0.2215,0.5,2.0,1.0
