Date,Close,High,Low,Open,Volume,Spread,SwapLong,SwapShort
2016-06-03,2.111999988555908,2.131999969482422,2.064500093460083,2.066999912261963,577,0.0016895999908447265,0.0,0.0
2016-06-06,2.117000102996826,2.140000104904175,2.112499952316284,2.140000104904175,274,0.001693600082397461,0.0,0.0
2016-06-07,2.0510001182556152,2.121500015258789,2.049999952316284,2.121500015258789,524,0.0016408000946044922,0.0,0.0
2016-06-08,2.0625,2.069999933242798,2.0625,2.069999933242798,222,0.00165,0.0,0.0
2016-06-09,2.039999961853028,2.0794999599456787,2.0204999446868896,2.07450008392334,316,0.0016319999694824224,0.0,0.0
2016-06-10,2.031500101089477,2.0369999408721924,2.025500059127808,2.0339999198913574,300,0.0016252000808715818,0.0,0.0
2016-06-13,2.057499885559082,2.065000057220459,2.055000066757202,2.065000057220459,499,0.0016459999084472657,0.0,0.0
2016-06-14,2.0445001125335693,2.052000045776367,2.0390000343322754,2.0434999465942383,247,0.0016356000900268556,0.0,0.0
2016-06-15,2.0934998989105225,2.115499973297119,2.069499969482422,2.069499969482422,226,0.001674799919128418,0.0,0.0
2016-06-16,2.049999952316284,2.065999984741211,2.0429999828338623,2.065999984741211,251,0.0016399999618530274,0.0,0.0
2016-06-17,2.052500009536743,2.075000047683716,2.052500009536743,2.075000047683716,216,0.0016420000076293945,0.0,0.0
2016-06-20,2.0934998989105225,2.0969998836517334,2.0799999237060547,2.0815000534057617,230,0.001674799919128418,0.0,0.0
2016-06-21,2.116499900817871,2.128499984741211,2.0789999961853027,2.0789999961853027,278,0.001693199920654297,0.0,0.0
2016-06-22,2.135499954223633,2.1410000324249268,2.131500005722046,2.1410000324249268,242,0.0017083999633789064,0.0,0.0
2016-06-23,2.1635000705718994,2.1665000915527344,2.132499933242798,2.1424999237060547,335,0.0017308000564575197,0.0,0.0
2016-06-24,2.111999988555908,2.121999979019165,2.109499931335449,2.114000082015991,236,0.0016895999908447265,0.0,0.0
2016-06-27,2.126499891281128,2.128000020980835,2.115000009536743,2.124500036239624,364,0.0017011999130249025,0.0,0.0
2016-06-28,2.1700000762939453,2.1760001182556152,2.126499891281128,2.174499988555908,36288,0.0017360000610351562,0.0,0.0
2016-06-29,2.183500051498413,2.194000005722046,2.157999992370605,2.179500102996826,7536,0.0017468000411987306,0.0,0.0
2016-06-30,2.194499969482422,2.2044999599456787,2.172499895095825,2.190999984741211,1764,0.0017555999755859376,0.0,0.0
2016-07-01,2.2149999141693115,2.234499931335449,2.1665000915527344,2.200999975204468,2021,0.0017719999313354493,0.0,0.0
2016-07-05,2.18149995803833,2.245500087738037,2.1614999771118164,2.2290000915527344,1353,0.0017451999664306642,0.0,0.0
2016-07-06,2.15149998664856,2.183000087738037,2.131500005722046,2.180500030517578,1122,0.001721199989318848,0.0,0.0
2016-07-07,2.122499942779541,2.151000022888184,2.115999937057495,2.1445000171661377,893,0.001697999954223633,0.0,0.0
2016-07-08,2.118499994277954,2.132999897003174,2.117000102996826,2.122499942779541,320,0.0016947999954223633,0.0,0.0
2016-07-11,2.1470000743865967,2.1630001068115234,2.140500068664551,2.140500068664551,548,0.0017176000595092774,0.0,0.0
2016-07-12,2.2109999656677246,2.220999956130981,2.1459999084472656,2.1459999084472656,462,0.0017687999725341799,0.0,0.0
