entry_time,exit_time,entry_i,exit_i,side,units,entry_reference,entry_price,exit_reference,exit_price,target_reference,stop_reference,bars_held,exit_reason,commission_cost,net_pnl,return_pct,cash_after,pnl,fold_id,candidate_id
2023-01-03 12:00:00+00:00,2023-01-03 12:00:00+00:00,52,52,1,0.2,10992.137,10993.487000000001,10967.840625,10966.490625,11041.919,10967.840625,0,pullback_stop,1.2000000000000002,-109.18550000000249,-0.1091855000000025,99890.8145,-109.18550000000249,0,MR_V4_01_TREND_PULLBACK_LONG
2023-01-09 19:15:00+00:00,2023-01-09 19:30:00+00:00,437,438,1,0.18,11211.297,11212.647,11184.870875,11183.520875,11279.299,11184.870875,1,pullback_stop,1.08,-105.93405000000246,-0.10604984104920123,99784.88045,-105.93405000000246,0,MR_V4_01_TREND_PULLBACK_LONG
2023-01-12 13:45:00+00:00,2023-01-12 13:45:00+00:00,682,682,1,0.17,11336.259,11337.609,11424.759,11423.409,11424.759,11307.344812500001,0,pre_shock_recovery,1.02,290.69999999999754,0.29132670068754646,100075.58045,290.69999999999754,0,MR_V4_01_TREND_PULLBACK_LONG
2023-01-23 08:45:00+00:00,2023-01-23 08:45:00+00:00,1268,1268,1,0.41000000000000003,11612.527,11613.877,11600.590546875,11599.240546875,11635.669,11600.590546875,0,pullback_stop,2.46,-122.47891562500098,-0.12238641542148655,99953.101534375,-122.47891562500098,0,MR_V4_01_TREND_PULLBACK_LONG
2023-01-24 14:00:00+00:00,2023-01-24 14:30:00+00:00,1378,1380,1,0.22,11784.539,11785.889000000001,11816.849,11815.499,11816.849,11762.5033515625,2,pre_shock_recovery,1.32,128.96399999999457,0.1290245105157066,100082.065534375,128.96399999999457,0,MR_V4_01_TREND_PULLBACK_LONG
2023-01-29 23:15:00+00:00,2023-01-29 23:15:00+00:00,1675,1675,1,0.1,12189.169,12190.519,12139.251937500001,12137.9019375,12228.697,12139.251937500001,0,pullback_stop,0.6000000000000001,-105.83412499999905,-0.10574734287797888,99976.23140937499,-105.83412499999905,0,MR_V4_01_TREND_PULLBACK_LONG
2023-03-09 19:45:00+00:00,2023-03-09 21:00:00+00:00,3894,3895,1,0.11,12095.239,12096.589,12051.193796875,12049.843796875,12221.259,12051.193796875,1,pullback_stop,0.66,-103.49944687499897,-0.10352405308337478,99872.7319625,-103.49944687499897,0,MR_V4_01_TREND_PULLBACK_LONG
2023-03-17 17:15:00+00:00,2023-03-20 01:00:00+00:00,4275,4291,1,0.06,12548.049,12549.399000000001,12579.189,12577.839,12610.499,12467.092890625,16,time_stop,0.36,33.76799999999842,0.0338110306351463,99906.4999625,33.76799999999842,0,MR_V4_01_TREND_PULLBACK_LONG
2023-03-22 19:30:00+00:00,2023-03-22 19:30:00+00:00,4478,4478,1,0.09,12818.789,12820.139000000001,12765.421171875,12764.071171874999,12886.559,12765.421171875,0,pullback_stop,0.54,-101.4620906250037,-0.10155704650156655,99805.037871875,-101.4620906250037,0,MR_V4_01_TREND_PULLBACK_LONG
2023-04-03 00:30:00+00:00,2023-04-03 01:00:00+00:00,4935,4937,1,0.3,13127.059,13128.409,13110.60175,13109.25175,13185.029,13110.60175,2,pullback_stop,1.7999999999999998,-116.74350000000123,-0.11697155022361799,99688.294371875,-116.74350000000123,0,MR_V4_01_TREND_PULLBACK_LONG
2023-04-03 13:30:00+00:00,2023-04-03 15:00:00+00:00,4983,4985,1,0.27,13070.237,13071.587,13096.689,13095.339,13096.689,13052.431203125,2,pre_shock_recovery,1.62,126.6408000000022,0.12703678079553068,99814.93517187501,126.6408000000022,0,MR_V4_01_TREND_PULLBACK_LONG
2023-04-28 00:30:00+00:00,2023-04-28 04:30:00+00:00,6135,6151,1,0.19,13132.199,13133.549,13125.279,13123.929,13196.839,13106.623921875,16,time_stop,1.1400000000000001,-37.696000000003046,-0.03776589138197898,99777.239171875,-37.696000000003046,0,MR_V4_01_TREND_PULLBACK_LONG
2023-05-01 10:00:00+00:00,2023-05-01 14:00:00+00:00,6238,6246,1,0.38,13234.579,13235.929,13221.466390625,13220.116390625,13259.809,13221.466390625,8,pullback_stop,2.2800000000000002,-122.45583124999801,-0.12272922388547669,99654.783340625,-122.45583124999801,0,MR_V4_01_TREND_PULLBACK_LONG
2023-05-25 15:30:00+00:00,2023-05-25 17:00:00+00:00,7410,7412,1,0.13,13846.589,13847.939,13914.649,13913.298999999999,13914.649,13810.551984375,2,pre_shock_recovery,0.78,169.1559999999968,0.16974197758457132,99823.939340625,169.1559999999968,0,MR_V4_01_TREND_PULLBACK_LONG
2023-06-05 01:30:00+00:00,2023-06-05 05:30:00+00:00,7814,7830,1,0.12,14499.929,14501.279,14487.619,14486.269,14536.009,14459.614171875,16,time_stop,0.72,-36.74400000000052,-0.03680880582624627,99787.195340625,-36.74400000000052,0,MR_V4_01_TREND_PULLBACK_LONG
2023-07-12 17:30:00+00:00,2023-07-12 19:00:00+00:00,433,435,1,0.09,15246.919,15248.269,15316.769,15315.419,15316.769,15191.979421875,2,pre_shock_recovery,0.54,120.32999999999934,0.12032999999999935,100120.33,120.32999999999934,1,MR_V4_01_TREND_PULLBACK_LONG
2023-07-14 18:30:00+00:00,2023-07-14 20:00:00+00:00,563,565,1,0.12,15619.009,15620.359,15578.775640625,15577.425640624999,15682.767,15578.775640625,2,pullback_stop,0.72,-103.76006250000384,-0.10363535807363385,100016.5699375,-103.76006250000384,1,MR_V4_01_TREND_PULLBACK_LONG
2023-07-28 00:30:00+00:00,2023-07-28 04:30:00+00:00,1156,1172,1,0.15,15489.739,15491.089,15531.529,15530.179,15618.079,15458.334156249999,16,time_stop,0.8999999999999999,116.37000000000043,0.11635072075828999,100132.9399375,116.37000000000043,1,MR_V4_01_TREND_PULLBACK_LONG
2023-08-24 15:00:00+00:00,2023-08-24 15:00:00+00:00,2884,2884,1,0.19,15171.589,15172.939,15145.51240625,15144.16240625,15281.739,15145.51240625,0,pullback_stop,1.1400000000000001,-110.49105625000287,-0.11034436452077417,100022.44888124999,-110.49105625000287,1,MR_V4_01_TREND_PULLBACK_LONG
2023-08-29 09:45:00+00:00,2023-08-29 10:00:00+00:00,3130,3131,1,0.22,15054.627,15055.977,15032.8603046875,15031.5103046875,15085.859,15032.8603046875,1,pullback_stop,1.32,-108.97345937500677,-0.10894900154302732,99913.47542187499,-108.97345937500677,1,MR_V4_01_TREND_PULLBACK_LONG
2023-10-12 14:00:00+00:00,2023-10-12 15:00:00+00:00,5979,5983,1,0.13,15259.489,15260.839,15307.899,15306.548999999999,15307.899,15222.117296875,4,pre_shock_recovery,0.78,118.06599999999773,0.11816824457509406,100031.54142187498,118.06599999999773,1,MR_V4_01_TREND_PULLBACK_LONG
2023-11-15 14:00:00+00:00,2023-11-15 14:45:00+00:00,8111,8114,1,0.15,15893.067,15894.417,15860.587421875,15859.237421875,15924.569,15860.587421875,3,pullback_stop,0.8999999999999999,-106.43873437500079,-0.10640517267059195,99925.10268749998,-106.43873437500079,1,MR_V4_01_TREND_PULLBACK_LONG
2023-11-29 16:00:00+00:00,2023-11-29 16:00:00+00:00,8976,8976,1,0.24,16080.019,16081.369,16059.937406250001,16058.58740625,16154.289,16059.937406250001,0,pullback_stop,1.44,-110.79164999999978,-0.1108746921646738,99814.31103749998,-110.79164999999978,1,MR_V4_01_TREND_PULLBACK_LONG
2023-12-14 16:30:00+00:00,2023-12-14 17:30:00+00:00,9957,9961,1,0.13,16552.189,16553.538999999997,16598.109,16596.759000000002,16598.109,16515.054937499997,4,pre_shock_recovery,0.78,111.59200000001249,0.11179959951643373,99925.9030375,111.59200000001249,1,MR_V4_01_TREND_PULLBACK_LONG
2023-12-20 08:30:00+00:00,2023-12-20 08:30:00+00:00,10281,10281,1,0.5700000000000001,16797.629,16798.979,16788.951578124997,16787.601578125,16826.629,16788.951578124997,0,pullback_stop,3.4200000000000004,-133.122609375005,-0.13322132232825257,99792.78042812498,-133.122609375005,1,MR_V4_01_TREND_PULLBACK_LONG
2023-12-27 15:30:00+00:00,2023-12-27 18:00:00+00:00,10665,10675,1,0.15,16874.299,16875.648999999998,16909.459,16908.109,16909.459,16841.832125,10,pre_shock_recovery,0.8999999999999999,96.48000000000829,0.09668034058786176,99889.260428125,96.48000000000829,1,MR_V4_01_TREND_PULLBACK_LONG
2024-01-09 14:00:00+00:00,2024-01-09 14:30:00+00:00,499,501,1,0.4,16508.599,16509.948999999997,16544.339,16542.989,16544.339,16496.334234374997,2,pre_shock_recovery,2.4000000000000004,261.9200000000361,0.2619200000000361,100261.92000000004,261.9200000000361,2,MR_V4_01_TREND_PULLBACK_LONG
2024-01-11 14:15:00+00:00,2024-01-11 14:30:00+00:00,674,675,1,0.08,16794.359,16795.709,16879.079,16877.729000000003,16879.079,16734.762515625,1,pre_shock_recovery,0.48,130.75200000000652,0.13041042900435823,100392.67200000005,130.75200000000652,2,MR_V4_01_TREND_PULLBACK_LONG
2024-01-18 17:30:00+00:00,2024-01-18 18:00:00+00:00,1119,1121,1,0.09,16897.52,16898.87,16842.45521875,16841.105218750003,16950.02,16842.45521875,2,pullback_stop,0.54,-104.51660624999333,-0.10410780405365969,100288.15539375006,-104.51660624999333,2,MR_V4_01_TREND_PULLBACK_LONG
2024-01-22 14:00:00+00:00,2024-01-22 14:30:00+00:00,1283,1285,1,0.36,17395.253,17396.603,17381.3596640625,17380.0096640625,17429.287,17381.3596640625,2,pullback_stop,2.16,-121.63201874998282,-0.1212825365791531,100166.52337500008,-121.63201874998282,2,MR_V4_01_TREND_PULLBACK_LONG
2024-01-24 19:00:00+00:00,2024-01-24 19:00:00+00:00,1481,1481,1,0.15,17588.71,17590.059999999998,17555.8830234375,17554.5330234375,17633.71,17555.8830234375,0,pullback_stop,0.8999999999999999,-107.48092968749407,-0.10730224636539551,100059.04244531259,-107.48092968749407,2,MR_V4_01_TREND_PULLBACK_LONG
2024-01-30 07:30:00+00:00,2024-01-30 08:00:00+00:00,1791,1793,1,0.44,17571.976,17573.325999999997,17560.8554140625,17559.5054140625,17593.143,17560.8554140625,2,pullback_stop,2.64,-124.26115624997821,-0.12418783271676154,99934.78128906261,-124.26115624997821,2,MR_V4_01_TREND_PULLBACK_LONG
2024-02-08 11:45:00+00:00,2024-02-08 13:15:00+00:00,2431,2437,1,0.27,17730.765,17732.114999999998,17712.2987578125,17710.9487578125,17746.689,17712.2987578125,6,pullback_stop,1.62,-115.91770781248445,-0.11599335718481339,99818.86358125013,-115.91770781248445,2,MR_V4_01_TREND_PULLBACK_LONG
2024-02-09 09:30:00+00:00,2024-02-09 10:30:00+00:00,2511,2515,1,0.37,17814.676,17816.025999999998,17837.475,17836.125,17837.475,17801.2219140625,4,pre_shock_recovery,2.2199999999999998,146.5126000000146,0.146778469262733,99965.37618125015,146.5126000000146,2,MR_V4_01_TREND_PULLBACK_LONG
2024-02-23 15:15:00+00:00,2024-02-23 15:15:00+00:00,3411,3411,1,0.14,18034.331,18035.680999999997,17999.8353984375,17998.4853984375,18090.499,17999.8353984375,0,pullback_stop,0.8400000000000001,-104.98768437499007,-0.10502404771091325,99860.38849687515,-104.98768437499007,2,MR_V4_01_TREND_PULLBACK_LONG
2024-04-01 09:30:00+00:00,2024-04-01 12:15:00+00:00,5608,5619,1,0.2,18356.109,18357.459,18331.717078125002,18330.367078125004,18378.797,18331.717078125002,11,pullback_stop,1.2000000000000002,-109.56768749998008,-0.10972087045646602,99750.82080937516,-109.56768749998008,2,MR_V4_01_TREND_PULLBACK_LONG
2024-05-16 18:45:00+00:00,2024-05-16 19:15:00+00:00,8579,8581,1,0.12,18610.889,18612.238999999998,18569.7768984375,18568.4268984375,18645.987,18569.7768984375,2,pullback_stop,0.72,-105.86904374999169,-0.10613350636212661,99644.95176562517,-105.86904374999169,2,MR_V4_01_TREND_PULLBACK_LONG
2024-06-06 15:15:00+00:00,2024-06-06 15:30:00+00:00,9887,9888,1,0.1,19021.799,19023.148999999998,19058.097,19056.747000000003,19058.097,18974.117460937498,1,pre_shock_recovery,0.6000000000000001,66.59600000001083,0.06683329041761317,99711.54776562518,66.59600000001083,2,MR_V4_01_TREND_PULLBACK_LONG
2024-06-07 19:30:00+00:00,2024-06-10 01:15:00+00:00,9993,10009,1,0.07,19007.932,19009.282,18984.999,18983.649,19076.942,18938.113953125,16,time_stop,0.42000000000000004,-36.30619999999719,-0.03641122900362147,99675.24156562517,-36.30619999999719,2,MR_V4_01_TREND_PULLBACK_LONG
2024-06-12 21:00:00+00:00,2024-06-12 23:00:00+00:00,10266,10267,1,0.07,19462.065,19463.414999999997,19524.508,19523.158000000003,19524.508,19391.76028125,1,pre_shock_recovery,0.42000000000000004,83.2202000000082,0.08349134518547102,99758.46176562516,83.2202000000082,2,MR_V4_01_TREND_PULLBACK_LONG
