entry_time,exit_time,entry_i,exit_i,side,entry_price,exit_price,exit_reason,initial_lot,bars_held,partial_done,pnl,return_on_initial_balance,balance,signal_time,HMM_Prob_Bull,ML_Master_Strength,Vol_Projected_Sigma,Raw_Confidence,Raw_Vol_Ratio,Raw_Slope_Mag,Raw_Accel_Mag,month,quarter,hour,session,vol_regime,strength_regime
2024-05-17 09:15:00,2024-05-17 09:36:58.906,1141,1142,BUY,2403.085,2398.2575489942938,SL,0.21,1,False,-101.37647111983188,-0.0101376471119831,10048.857094052371,2024-05-17 09:15:00,0.6945063907295301,0.42633967775825043,0.0010609960216213094,0.38901278145906026,0.8205831849313378,0.111429995994483,0.009127220557708773,2024-05,2024Q2,9,LONDON_07_13,MID_VOL,LOW_STRENGTH
2024-05-17 10:45:00,2024-05-17 11:14:27.791,1147,1148,BUY,2409.222,2409.222,SL,0.14,1,True,91.26430722506556,0.0091264307225065,10140.121401277436,2024-05-17 10:45:00,0.708529131284353,0.7918304585107937,0.0011755292369122709,0.41705826256870604,1.2576130769623932,0.15242944223439,0.006301607274507154,2024-05,2024Q2,10,LONDON_07_13,MID_VOL,HIGH_STRENGTH
2024-05-17 11:30:00,2024-05-17 16:33:06.913,1150,1170,BUY,2406.755,2422.132059591119,TP,0.13,20,True,154.79573321726042,0.015479573321726,10294.917134494695,2024-05-17 11:30:00,0.6059710055674813,0.8790375281723096,0.0012814411856136958,0.21194201113496258,1.4840666406081555,0.16132688748557059,0.005165734881429185,2024-05,2024Q2,11,LONDON_07_13,MID_VOL,HIGH_STRENGTH
2024-05-19 21:00:00,2024-05-20 01:34:41.987,1184,1202,BUY,2425.742,2443.811630408305,TP,0.11,18,True,146.96632732087966,0.0146966327320879,10441.883461815576,2024-05-19 21:00:00,0.6650578536364297,0.6911867335501131,0.0014873681598344226,0.3301157072728593,1.069794517591946,0.19132044366925466,0.00041116575903024644,2024-05,2024Q2,21,LATE_20_24,HIGH_VOL,HIGH_STRENGTH
2024-05-20 02:00:00,2024-05-20 02:24:03.240,1204,1205,BUY,2449.885,2440.076895191277,SL,0.11,1,False,-107.8891528959566,-0.0107889152895956,10333.99430891962,2024-05-20 02:00:00,0.6668231377820804,0.6788733375523356,0.0015897106066942162,0.3336462755641607,1.0802820180383006,0.2088502650327517,0.006996184662425187,2024-05,2024Q2,2,ASIA_00_07,HIGH_VOL,HIGH_STRENGTH
2024-05-24 00:30:00,2024-05-24 11:35:49.431,1566,1610,BUY,2332.365,2332.365,SL,0.13,44,True,99.70921527025152,0.0099709215270251,10433.703524189872,2024-05-24 00:30:00,0.64647939039857,0.5966394510536132,0.0014092598670199055,0.2929587807971401,1.0086608581320953,0.12165448104621467,0.002612494674230109,2024-05,2024Q2,0,ASIA_00_07,HIGH_VOL,MID_STRENGTH
2024-05-27 10:15:00,2024-05-27 14:28:20.287,1697,1713,BUY,2356.935,2351.5084030166704,SL,0.19,16,False,-103.10534268326136,-0.0103105342683261,10330.598181506612,2024-05-27 10:15:00,0.6756559919900437,0.496358532723461,0.0009256041043403212,0.35131198398008734,0.9325347574596868,0.09752831282956495,0.010359847314153306,2024-05,2024Q2,10,LONDON_07_13,LOW_VOL,MID_STRENGTH
2024-06-03 13:30:00,2024-06-04 03:39:25.704,2160,2212,BUY,2348.835,2342.1399017672275,SL,0.15,52,False,-100.42647349158868,-0.0100426473491588,10230.171708015025,2024-06-03 13:30:00,0.6066914752783658,0.39959300858318053,0.0011457754868322905,0.2133829505567315,0.8074821795934619,0.17246322758766383,0.008660406920784791,2024-06,2024Q2,13,NY_13_20,MID_VOL,LOW_STRENGTH
2024-06-04 09:15:00,2024-06-04 09:39:58.278,2235,2236,BUY,2334.965,2330.126243563768,SL,0.21,1,False,-101.61388516087118,-0.0101613885160871,10128.557822854153,2024-06-04 09:15:00,0.6359649669788335,0.65959727529978,0.0008273153613892059,0.27192993395766707,1.0243462551481028,0.21430854462191445,0.018121162251404477,2024-06,2024Q2,9,LONDON_07_13,LOW_VOL,MID_STRENGTH
2024-06-05 09:15:00,2024-06-05 10:06:32.725,2327,2330,BUY,2341.725,2337.2393921433472,SL,0.23,3,False,-103.1689807030116,-0.0103168980703011,10025.38884215114,2024-06-05 09:15:00,0.6585858786731161,0.37797200558648497,0.0007662240066321215,0.31717175734623226,0.8301638625391579,0.07165991741254985,0.006061718724110612,2024-06,2024Q2,9,LONDON_07_13,LOW_VOL,LOW_STRENGTH
2024-06-05 10:45:00,2024-06-05 21:14:34.716,2333,2370,BUY,2349.725,2363.326771974993,TP,0.15,37,True,149.61949172492268,0.0149619491724922,10175.008333876063,2024-06-05 10:45:00,0.6897328269868013,0.9680432981518887,0.0011747616383452385,0.37946565397360255,1.536374552280255,0.08307174501902778,0.004802772869809971,2024-06,2024Q2,10,LONDON_07_13,MID_VOL,HIGH_STRENGTH
2024-06-05 21:45:00,2024-06-06 04:36:52.794,2373,2400,BUY,2367.295,2359.745085247097,SL,0.13,27,False,-98.14889178774,-0.009814889178774,10076.859442088324,2024-06-05 21:45:00,0.6543008434981039,0.6529734511220494,0.0012738922314859465,0.3086016869962078,1.0212580959426174,0.1489144292246906,0.008936466315724645,2024-06,2024Q2,21,LATE_20_24,MID_VOL,MID_STRENGTH
2024-06-06 11:45:00,2024-06-06 12:23:34.094,2429,2431,BUY,2377.495,2370.858660477272,SL,0.15,2,False,-99.54509284092182,-0.0099545092840921,9977.3143492474,2024-06-06 11:45:00,0.6972136774895467,0.6145966030898399,0.0011244338680747282,0.3944273549790933,1.0480164141468213,0.017234234037924942,0.011998391465478712,2024-06,2024Q2,11,LONDON_07_13,MID_VOL,MID_STRENGTH
2024-06-07 00:30:00,2024-06-07 01:48:12.136,2476,2481,BUY,2384.536,2378.546862915383,SL,0.17,5,False,-101.8153304384914,-0.0101815330438491,9875.49901880891,2024-06-07 00:30:00,0.6883663816353826,0.41182698265449297,0.0010058615803523081,0.3767327632707651,0.869713050849306,0.07439256927378352,0.011556784759702038,2024-06,2024Q2,0,ASIA_00_07,MID_VOL,LOW_STRENGTH
2024-06-10 12:45:00,2024-06-10 21:02:44.357,2617,2646,BUY,2311.275,2304.3745107586733,SL,0.14,29,False,-96.60684937857516,-0.0096606849378575,9778.892169430335,2024-06-10 12:45:00,0.6098318666065913,0.5179949022290563,0.0011923863108299927,0.21966373321318255,0.898584311199707,0.18930514108034197,0.004548990582077306,2024-06,2024Q2,12,LONDON_07_13,MID_VOL,MID_STRENGTH
2024-06-11 14:45:00,2024-06-12 08:30:08.927,2717,2784,BUY,2313.575,2324.5469521758,TP,0.18,67,True,147.02415915571655,0.0147024159155716,9925.916328586052,2024-06-11 14:45:00,0.6136452432007915,0.3571938356125047,0.0009557935440666831,0.227290486401583,0.8481591300030334,0.030397901058196862,0.006546683740980847,2024-06,2024Q2,14,NY_13_20,MID_VOL,LOW_STRENGTH
2024-06-12 09:30:00,2024-06-12 09:36:55.110,2788,2788,BUY,2340.735,2331.9539679898844,SL,0.11,0,False,-96.59135211127295,-0.0096591352111272,9829.32497647478,2024-06-12 09:30:00,0.6533475609491103,0.9322545908422116,0.0014988594392645886,0.30669512189822057,1.5111287521009944,0.04854014577375219,0.025137868930413323,2024-06,2024Q2,9,LONDON_07_13,HIGH_VOL,HIGH_STRENGTH
2024-06-14 06:15:00,2024-06-14 07:42:18.295,2959,2964,BUY,2324.015,2333.877524253645,TP,0.2,5,True,151.22537188922342,0.0151225371889223,9980.550348364002,2024-06-14 06:15:00,0.7195443722694317,0.4879358719960041,0.0008508586610678924,0.4390887445388634,0.8349287724487982,0.1827522012163384,0.004141423046687409,2024-06,2024Q2,6,ASIA_00_07,LOW_VOL,MID_STRENGTH
2024-06-14 08:00:00,2024-06-14 09:30:26.513,2966,2972,BUY,2332.315,2326.208623632489,SL,0.16,6,False,-97.7020218801772,-0.0097702021880177,9882.848326483823,2024-06-14 08:00:00,0.6164829149776485,0.6111999445595218,0.0010812652067895539,0.23296582995529702,0.9502232217120442,0.22578563294870557,0.0045430395798460865,2024-06,2024Q2,8,LONDON_07_13,MID_VOL,MID_STRENGTH
2024-06-17 05:30:00,2024-06-17 08:30:07.150,3048,3060,BUY,2321.055,2316.83421690404,SL,0.23,12,False,-97.07801120707154,-0.0097078011207071,9785.770315276754,2024-06-17 05:30:00,0.5979893775824479,0.495446471271827,0.0007194898004534772,0.1959787551648957,0.8922337697214834,0.17774732857303369,0.006288980685483003,2024-06,2024Q2,5,ASIA_00_07,LOW_VOL,MID_STRENGTH
2024-06-20 01:15:00,2024-06-20 04:02:41.006,3297,3308,BUY,2342.005,2337.591158092792,SL,0.22,11,False,-97.10452195858215,-0.0097104521958582,9688.66579331817,2024-06-20 01:15:00,0.6716987269791352,0.6484505218981285,0.0007569257194413275,0.3433974539582705,1.0336304276850752,0.09448129583228493,0.009519621041328391,2024-06,2024Q2,1,ASIA_00_07,LOW_VOL,MID_STRENGTH
2024-06-20 10:15:00,2024-06-20 10:49:11.570,3333,3335,BUY,2350.565,2362.4482930512518,TP,0.16,2,True,148.14505337226737,0.0148145053372267,9836.810846690438,2024-06-20 10:15:00,0.6721267232767866,0.7757074549886172,0.0010072852954121502,0.34425344655357315,1.1722302086569945,0.05399497170366655,0.0048607491259620925,2024-06,2024Q2,10,LONDON_07_13,MID_VOL,HIGH_STRENGTH
2024-06-20 11:15:00,2024-06-21 09:22:45.375,3337,3421,BUY,2357.825,2357.825,SL,0.15,84,True,92.80049084369124,0.0092800490843691,9929.611337534128,2024-06-20 11:15:00,0.703603221635435,0.6615375192125909,0.0012234295238841017,0.40720644327086997,1.049386383331384,0.09631089307211158,0.011435673080132547,2024-06,2024Q2,11,LONDON_07_13,MID_VOL,HIGH_STRENGTH
2024-06-23 21:45:00,2024-06-25 08:32:20.619,3467,3602,BUY,2325.316,2325.316,SL,0.13,135,True,90.41042191237042,0.009041042191237,10020.0217594465,2024-06-23 21:45:00,0.7260858190076112,0.4881551227362406,0.0012846767372505894,0.4521716380152223,0.7711402180922139,0.3494059251751732,0.007464686137145959,2024-06,2024Q2,21,LATE_20_24,MID_VOL,MID_STRENGTH
2024-06-27 05:45:00,2024-06-27 08:01:40.444,3775,3784,BUY,2310.925,2318.070335976544,TP,0.28,9,True,150.5284112391877,0.0150528411239187,10170.550170685688,2024-06-27 05:45:00,0.6412200875390818,0.3078982703212906,0.0006246857251682376,0.28244017507816355,0.780560168454714,0.1369952591988762,0.02140437234892681,2024-06,2024Q2,5,ASIA_00_07,LOW_VOL,LOW_STRENGTH
2024-06-27 08:30:00,2024-06-27 08:40:03.373,3786,3786,BUY,2317.995,2325.3981834085425,TP,0.27,0,True,152.5055782159785,0.0152505578215978,10323.055748901665,2024-06-27 08:30:00,0.6646425846398182,0.4034238636535017,0.000667771582567109,0.32928516927963636,0.7457059704748698,0.2531765906369457,0.003788933592493049,2024-06,2024Q2,8,LONDON_07_13,LOW_VOL,LOW_STRENGTH
2024-06-27 09:00:00,2024-06-27 10:23:44.685,3788,3793,BUY,2323.095,2323.095,SL,0.23,5,True,97.4093127690926,0.0097409312769092,10420.465061670757,2024-06-27 09:00:00,0.6661528694971034,0.691600171493776,0.0007831994947649312,0.3323057389942068,1.0135728148074374,0.22030674458957794,0.004593614872625829,2024-06,2024Q2,9,LONDON_07_13,LOW_VOL,HIGH_STRENGTH
2024-06-27 11:00:00,2024-06-27 12:50:31.162,3796,3803,BUY,2329.232,2323.940282313219,SL,0.2,7,False,-105.8343537356177,-0.0105834353735617,10314.63070793514,2024-06-27 11:00:00,0.7092049124372759,0.77007148507232,0.0009102215620327749,0.4184098248745518,1.0901112763239713,0.212435896154438,0.005503991786992846,2024-06,2024Q2,11,LONDON_07_13,LOW_VOL,HIGH_STRENGTH
2024-06-28 07:00:00,2024-06-28 08:21:00.924,3872,3877,BUY,2336.065,2332.384595668671,SL,0.28,5,False,-103.0513212772148,-0.0103051321277214,10211.579386657924,2024-06-28 07:00:00,0.6649816622895592,0.38150008648759726,0.000598676477258128,0.3299633245791185,0.8574885867408888,0.02329614237109269,0.011939928200207346,2024-06,2024Q2,7,LONDON_07_13,LOW_VOL,LOW_STRENGTH
2024-07-01 07:45:00,2024-07-01 08:39:55.085,3967,3970,BUY,2336.995,2332.510379517108,SL,0.23,3,False,-103.14627110651236,-0.0103146271106512,10108.433115551412,2024-07-01 07:45:00,0.6654401977440528,0.3685767646539341,0.0007692066995683027,0.33088039548810566,0.8400862408393637,0.06286746180105686,0.015919569237981587,2024-07,2024Q3,7,LONDON_07_13,LOW_VOL,LOW_STRENGTH
2024-07-03 03:30:00,2024-07-03 05:35:15.435,4134,4142,BUY,2342.295,2342.295,SL,0.29,8,True,93.909049385657,0.0093909049385657,10202.342164937068,2024-07-03 03:30:00,0.6793037461207675,0.36724701642970714,0.0005886283803585376,0.358607492241535,0.7814616389359901,0.14086776634668127,0.01020186709267168,2024-07,2024Q3,3,ASIA_00_07,LOW_VOL,LOW_STRENGTH
2024-07-03 07:00:00,2024-07-03 07:21:18.991,4148,4149,BUY,2347.195,2343.67431321189,SL,0.29,1,False,-102.0999168551957,-0.0102099916855195,10100.242248081871,2024-07-03 07:00:00,0.5990996822452855,0.5463445704750315,0.0005966224993733497,0.19819936449057107,0.898999675540885,0.20235058292903382,0.0008970072185000844,2024-07,2024Q3,7,LONDON_07_13,LOW_VOL,MID_STRENGTH
2024-07-03 08:45:00,2024-07-03 08:53:37.057,4155,4155,BUY,2352.915,2349.3153812104783,SL,0.28,0,False,-100.7893261066056,-0.0100789326106605,9999.452921975268,2024-07-03 08:45:00,0.7609420705560305,0.41485722869133884,0.0006531569335690946,0.5218841411120609,0.8333167349871761,0.15791586404941343,0.022475929168775777,2024-07,2024Q3,8,LONDON_07_13,LOW_VOL,LOW_STRENGTH
2024-07-03 09:15:00,2024-07-03 09:27:40.743,4157,4157,BUY,2352.965,2349.033315539016,SL,0.25,0,False,-98.29211152460856,-0.0098292111524608,9901.16081045066,2024-07-03 09:15:00,0.7147333069301509,0.6519534741529915,0.000675617645864149,0.4294666138603018,0.9918871293130488,0.14889593157902686,0.0048101420999279165,2024-07,2024Q3,9,LONDON_07_13,LOW_VOL,MID_STRENGTH
2024-07-03 10:00:00,2024-07-03 12:54:13.700,4160,4171,BUY,2356.055,2356.055,SL,0.2,11,True,90.94005048491724,0.0090940050484917,9992.100860935576,2024-07-03 10:00:00,0.5755620679586116,0.8303468913634618,0.0008415049516505773,0.1511241359172233,1.2292675744834678,0.14524504463075893,0.0038671162824403804,2024-07,2024Q3,10,LONDON_07_13,LOW_VOL,HIGH_STRENGTH
2024-07-05 02:30:00,2024-07-05 05:33:23.135,4304,4316,BUY,2364.225,2364.225,SL,0.44,12,True,92.96986294504204,0.0092969862945042,10085.070723880615,2024-07-05 02:30:00,0.6062858202919341,0.45279279033934494,0.00039617107901652657,0.21257164058386824,0.8613772588143832,0.10597024775892551,0.001924435124357693,2024-07,2024Q3,2,ASIA_00_07,LOW_VOL,LOW_STRENGTH
2024-07-05 09:30:00,2024-07-05 09:41:32.292,4332,4332,BUY,2374.505,2383.024605172451,TP,0.24,0,True,155.05681413860682,0.0155056814138606,10240.127538019224,2024-07-05 09:30:00,0.5845336522997724,0.9068813206768132,0.0007267527421433815,0.16906730459954478,1.4210331397433864,0.05160339380890651,0.007412344702746376,2024-07,2024Q3,9,LONDON_07_13,LOW_VOL,HIGH_STRENGTH
2024-07-05 15:00:00,2024-07-07 18:58:46.301,4354,4365,BUY,2391.275,2384.784423817872,SL,0.16,11,False,-103.84921891405249,-0.0103849218914052,10136.278319105171,2024-07-05 15:00:00,0.6206300422773322,0.725496413992049,0.001087568958669719,0.2412600845546644,1.0868504441841371,0.19220714684938675,0.007506119717734683,2024-07,2024Q3,15,NY_13_20,MID_VOL,HIGH_STRENGTH
2024-07-08 12:15:00,2024-07-08 19:06:08.153,4435,4458,SELL,2354.845,2360.540823950819,SL,0.18,23,False,-102.52483111474156,-0.0102524831114741,10033.75348799043,2024-07-08 12:15:00,0.3586413319695698,0.9072978155980143,0.0009410291689227239,0.28271733606086036,1.4037987072256537,0.10893583292272108,0.010269322422017849,2024-07,2024Q3,12,LONDON_07_13,MID_VOL,HIGH_STRENGTH
2024-07-10 03:30:00,2024-07-10 09:53:14.698,4584,4609,BUY,2375.142,2383.960058259927,TP,0.23,25,True,156.37356647603494,0.0156373566476034,10190.127054466466,2024-07-10 03:30:00,0.7012986572191541,0.3612319141044598,0.0007570507244502755,0.40259731443830815,0.7554143839974504,0.10649157524345754,0.0016324407285840947,2024-07,2024Q3,3,ASIA_00_07,LOW_VOL,LOW_STRENGTH
2024-07-10 10:15:00,2024-07-10 10:20:08.276,4611,4611,BUY,2383.785,2379.6643320466505,SL,0.25,0,False,-103.0166988337328,-0.0103016698833732,10087.110355632733,2024-07-10 10:15:00,0.7128701419010076,0.5237683750240696,0.000692002497647758,0.42574028380201523,0.8715928867344672,0.14600995206920192,0.0027251981044899287,2024-07,2024Q3,10,LONDON_07_13,LOW_VOL,MID_STRENGTH
2024-07-15 10:45:00,2024-07-15 11:07:22.997,4889,4890,BUY,2423.895,2435.360909739129,TP,0.18,1,True,153.6431905043277,0.0153643190504327,10240.75354613706,2024-07-15 10:45:00,0.6609344537660847,0.5612100442435572,0.0009456730384703148,0.32186890753216946,0.9608596241798493,0.06726902941785141,0.007044824836491728,2024-07,2024Q3,10,LONDON_07_13,MID_VOL,MID_STRENGTH
2024-07-15 11:30:00,2024-07-15 12:52:42.802,4892,4897,BUY,2436.335,2429.80150422736,SL,0.16,5,False,-104.5359323622397,-0.0104535932362239,10136.21761377482,2024-07-15 11:30:00,0.7479063279397196,0.681872379522244,0.0010824028860225213,0.4958126558794391,1.0457372943222984,0.09710083935751924,0.013110004438161724,2024-07,2024Q3,11,LONDON_07_13,MID_VOL,HIGH_STRENGTH
2024-07-16 06:00:00,2024-07-16 07:50:28.478,4962,4969,BUY,2442.765,2438.060377365512,SL,0.22,7,False,-103.50169795873173,-0.0103501697958731,10032.715915816088,2024-07-16 06:00:00,0.6601755388038036,0.4753002135447912,0.0007639367898769813,0.3203510776076073,0.8831142328455064,0.11858617169695329,0.009523072094615628,2024-07,2024Q3,6,ASIA_00_07,LOW_VOL,LOW_STRENGTH
2024-07-16 08:45:00,2024-07-16 08:52:19.553,4973,4973,BUY,2434.772,2429.933536258736,SL,0.21,0,False,-101.60773856654714,-0.0101607738566547,9931.10817724954,2024-07-16 08:45:00,0.6200051722913915,0.29324477516601116,0.0010474770327772642,0.24001034458278303,0.8159914277944746,0.10318358460651747,0.028167161097440857,2024-07,2024Q3,8,LONDON_07_13,MID_VOL,LOW_STRENGTH
2024-07-16 10:00:00,2024-07-16 11:07:41.810,4978,4982,BUY,2442.955,2457.5092292110503,TP,0.14,4,True,153.3045476897276,0.0153304547689727,10084.412724939268,2024-07-16 10:00:00,0.6184572668502334,0.9505335253749693,0.0012138460723418833,0.23691453370046678,1.5074379117001748,0.05983430004933566,0.004119065125493183,2024-07,2024Q3,10,LONDON_07_13,MID_VOL,HIGH_STRENGTH
2024-07-16 11:30:00,2024-07-16 21:22:05.315,4984,5019,BUY,2460.345,2476.217137224468,TP,0.13,35,True,159.77951472631116,0.0159779514726311,10244.19223966558,2024-07-16 11:30:00,0.7707898830910916,0.8630940884066217,0.0013012487006429931,0.5415797661821833,1.2505667337652215,0.09433824366217032,0.00970622881514524,2024-07,2024Q3,11,LONDON_07_13,MID_VOL,HIGH_STRENGTH
2024-07-16 22:00:00,2024-07-16 22:39:50.667,5022,5024,BUY,2479.795,2471.421878097146,SL,0.12,2,False,-100.4774628342493,-0.0100477462834249,10143.71477683133,2024-07-16 22:00:00,0.692641231818487,0.7119599138956455,0.0013520287893041057,0.38528246363697405,1.0232224052778265,0.18952171693511308,0.003042441426837572,2024-07,2024Q3,22,LATE_20_24,HIGH_VOL,HIGH_STRENGTH
2024-07-23 05:00:00,2024-07-23 08:31:52.369,5418,5432,BUY,2404.295,2404.295,SL,0.2,14,True,92.42077100886218,0.0092420771008862,10236.135547840193,2024-07-23 05:00:00,0.6472543931621751,0.6502429673645951,0.0008193029402488146,0.2945087863243503,1.0945231991944353,0.016174582235328708,0.014177865757420341,2024-07,2024Q3,5,ASIA_00_07,LOW_VOL,MID_STRENGTH
2024-07-25 07:15:00,2024-07-25 07:57:16.725,5611,5613,BUY,2377.095,2368.48655836417,SL,0.12,2,False,-103.3012996299585,-0.0103301299629958,10132.834248210234,2024-07-25 07:15:00,0.5953227192977593,0.5024699425427788,0.0014667966005700534,0.19064543859551852,0.9398495921774614,0.14687214180244443,0.014339867178661286,2024-07,2024Q3,7,LONDON_07_13,HIGH_VOL,MID_STRENGTH
2024-07-30 13:15:00,2024-07-30 23:13:40.125,5911,5946,BUY,2402.626,2413.9808596522435,TP,0.18,35,True,152.15511934006335,0.0152155119340063,10284.989367550295,2024-07-30 13:15:00,0.7076027685326954,0.8568969109526925,0.000951853435246432,0.4152055370653909,1.2519374706406021,0.03197417477635657,0.0007522465322275899,2024-07,2024Q3,13,NY_13_20,MID_VOL,HIGH_STRENGTH
2024-07-30 23:45:00,2024-07-31 14:44:08.026,5949,6008,BUY,2418.235,2431.935963694281,TP,0.15,59,True,150.710600637085,0.0150710600637085,10435.699968187382,2024-07-30 23:45:00,0.6531282219139102,0.8517869213037318,0.0011319814964484587,0.30625644382782036,1.2510887455451931,0.10983956249743589,0.007639906944685998,2024-07,2024Q3,23,LATE_20_24,MID_VOL,HIGH_STRENGTH
2024-07-31 16:00:00,2024-07-31 22:45:24.438,6014,6037,BUY,2450.075,2442.419618339424,SL,0.14,23,False,-107.17534324806456,-0.0107175343248064,10328.524624939317,2024-07-31 16:00:00,0.7012962900297787,0.7954675903466419,0.0012484623062283856,0.40259258005955734,1.2038951189429121,0.07502769269922532,0.015416508702296508,2024-07,2024Q3,16,NY_13_20,MID_VOL,HIGH_STRENGTH
2024-08-08 07:00:00,2024-08-08 08:21:40.755,6530,6535,BUY,2405.385,2414.8365361652977,TP,0.22,5,True,163.19652445413703,0.0163196524454137,10491.721149393454,2024-08-08 07:00:00,0.7036656101745264,0.43046921803226224,0.0007907728344667548,0.4073312203490529,0.8499690076079678,0.06440774138011832,0.005096526961847661,2024-08,2024Q3,7,LONDON_07_13,LOW_VOL,LOW_STRENGTH
2024-08-08 08:45:00,2024-08-08 09:00:37.575,6537,6538,BUY,2409.662,2404.8680232137685,SL,0.22,1,False,-105.46748929708792,-0.0105467489297087,10386.253660096369,2024-08-08 08:45:00,0.608347840853932,0.4532760534027686,0.0008473117200834955,0.21669568170786402,0.8402802041931664,0.1623898497692983,0.0035047793815096706,2024-08,2024Q3,8,LONDON_07_13,LOW_VOL,LOW_STRENGTH
2024-08-08 10:00:00,2024-08-08 10:56:00.779,6542,6545,BUY,2414.375,2414.375,SL,0.18,3,True,95.80883217275368,0.0095808832172753,10482.06249226912,2024-08-08 10:00:00,0.61453959698914,0.8601724880340019,0.0009489440158173428,0.22907919397827992,1.229208566588969,0.15231245260372564,0.0035178170872937897,2024-08,2024Q3,10,LONDON_07_13,MID_VOL,HIGH_STRENGTH
