segment,start_time,end_time,trades,return_pct_on_initial,win_rate_pct,profit_factor,expectancy,max_drawdown_pct,max_consecutive_wins,max_consecutive_losses,sharpe_trade,gross_profit,gross_loss,net_pnl
HIGH_VOL,2024-05-06 10:00:00,2026-05-29 11:37:32.979,158,15.819202559938764,46.20253164556962,1.1377265324859012,10.012153518948585,-14.520530330137692,4,9,0.7857731695269786,13067.871636900214,-11485.951380906336,1581.9202559938765
LOW_VOL,2024-05-13 08:30:00,2025-12-05 10:39:25.740,158,-3.808917139230946,43.037974683544306,0.962712159746498,-2.410707050146168,-16.630125125906705,7,8,-0.23236763768562002,9834.012429990753,-10214.904143913847,-380.8917139230946
MID_VOL,2024-05-06 04:00:00,2026-03-18 08:00:15.806,157,27.58205523844704,49.681528662420384,1.2915638970474062,17.568188049966267,-11.287052259432098,5,5,1.5560416672018713,12218.243449583631,-9460.037925738929,2758.2055238447037
