Date,Close,High,Low,Open,Volume,Spread,SwapLong,SwapShort
2016-06-03,1.440548539161682,1.4583210945129397,1.4401544332504272,1.4407975673675537,0,0.0001440548539161682,-0.07500000000000001,0.025
2016-06-06,1.4383935928344729,1.4474084377288818,1.43589448928833,1.439221739768982,0,0.0001438393592834473,-0.07500000000000001,0.025
2016-06-07,1.4459224939346311,1.4608776569366455,1.4455254077911377,1.4460898637771606,0,0.00014459224939346313,-0.07500000000000001,0.025
2016-06-08,1.454355001449585,1.460152506828308,1.450894474983215,1.454355001449585,0,0.0001454355001449585,-0.07500000000000001,0.025
2016-06-09,1.4518423080444336,1.452833652496338,1.4450658559799194,1.451505184173584,0,0.00014518423080444337,-0.07500000000000001,0.025
2016-06-10,1.4463825225830078,1.4474921226501465,1.4318441152572632,1.4463825225830078,0,0.00014463825225830078,-0.07500000000000001,0.025
2016-06-13,1.4188824892044067,1.43051278591156,1.411970615386963,1.419063687324524,0,0.0001418882489204407,-0.07500000000000001,0.025
2016-06-14,1.4206764698028564,1.4219491481781006,1.4095624685287476,1.4206159114837646,0,0.00014206764698028565,-0.07500000000000001,0.025
2016-06-15,1.4123696088790894,1.421565055847168,1.4109346866607666,1.412090301513672,0,0.00014123696088790894,-0.07500000000000001,0.025
2016-06-16,1.41958749294281,1.4200913906097412,1.4015023708343506,1.4195269346237185,0,0.00014195874929428103,-0.07500000000000001,0.025
2016-06-17,1.4295722246170044,1.431926131248474,1.4225763082504272,1.4295517206192017,0,0.00014295722246170044,-0.07500000000000001,0.025
2016-06-20,1.4585976600646973,1.4707180261611938,1.4534672498703003,1.4587039947509766,0,0.00014585976600646974,-0.07500000000000001,0.025
2016-06-21,1.467502236366272,1.4780874252319336,1.4646005630493164,1.467437505722046,0,0.0001467502236366272,-0.07500000000000001,0.025
2016-06-22,1.4670286178588867,1.4770176410675049,1.464707851409912,1.4666627645492554,0,0.00014670286178588868,-0.07500000000000001,0.025
2016-06-23,1.4789398908615112,1.494701266288757,1.4732965230941772,1.479202389717102,0,0.00014789398908615113,-0.07500000000000001,0.025
2016-06-24,1.4557948112487793,1.4629079103469849,1.323924541473389,1.4560067653656006,0,0.00014557948112487793,-0.07500000000000001,0.025
2016-06-27,1.3450984954833984,1.347563624382019,1.313145875930786,1.3444656133651731,0,0.00013450984954833985,-0.07500000000000001,0.025
2016-06-28,1.323504090309143,1.3419575691223145,1.3221917152404783,1.3227163553237915,0,0.0001323504090309143,-0.07500000000000001,0.025
2016-06-29,1.3350956439971924,1.3529237508773804,1.329186201095581,1.335577130317688,0,0.00013350956439971923,-0.07500000000000001,0.025
2016-06-30,1.3465837240219116,1.3494912385940552,1.324257731437683,1.3456052541732788,0,0.00013465837240219118,-0.07500000000000001,0.025
2016-07-01,1.3328713178634644,1.3352025747299194,1.3247840404510498,1.333368897438049,0,0.00013328713178634643,-0.07500000000000001,0.025
2016-07-04,1.3289920091629028,1.333031177520752,1.3245383501052856,1.3285329341888428,0,0.0001328992009162903,-0.07500000000000001,0.025
2016-07-05,1.3279860019683838,1.328233003616333,1.30218505859375,1.3281975984573364,0,0.00013279860019683838,-0.07500000000000001,0.025
2016-07-06,1.2957899570465088,1.3013547658920288,1.2828078269958496,1.2963778972625732,0,0.00012957899570465088,-0.07500000000000001,0.025
2016-07-07,1.292590856552124,1.304767608642578,1.2909055948257446,1.292056441307068,0,0.00012925908565521242,-0.07500000000000001,0.025
2016-07-08,1.2915725708007812,1.3012022972106934,1.290988802909851,1.2911889553070068,0,0.00012915725708007814,-0.07500000000000001,0.025
2016-07-11,1.2946157455444336,1.30143940448761,1.2853800058364868,1.2944648265838623,0,0.00012946157455444337,-0.07500000000000001,0.025
2016-07-12,1.2981113195419312,1.3246086835861206,1.2979259490966797,1.298515796661377,0,0.00012981113195419312,-0.07500000000000001,0.025
2016-07-13,1.3278273344039917,1.3336178064346311,1.317748785018921,1.327069640159607,0,0.00013278273344039917,-0.07500000000000001,0.025
2016-07-14,1.3119744062423706,1.3400874137878418,1.3109252452850342,1.3121120929718018,0,0.00013119744062423707,-0.07500000000000001,0.025
2016-07-15,1.3357912302017212,1.348126769065857,1.3201146125793457,1.3357733488082886,0,0.00013357912302017214,-0.07500000000000001,0.025
2016-07-18,1.3229613304138184,1.331026315689087,1.321684956550598,1.3239071369171145,0,0.00013229613304138185,-0.07500000000000001,0.025
2016-07-19,1.3268934488296509,1.327157735824585,1.311492681503296,1.3265942335128784,0,0.00013268934488296509,-0.07500000000000001,0.025
2016-07-20,1.310839295387268,1.3197487592697144,1.306796669960022,1.310753345489502,0,0.00013108392953872683,-0.07500000000000001,0.025
2016-07-21,1.326453447341919,1.3267878293991089,1.3167251348495483,1.3246787786483765,0,0.0001326453447341919,-0.07500000000000001,0.025
2016-07-22,1.3246086835861206,1.32908034324646,1.3081984519958496,1.3238195180892944,0,0.00013246086835861206,-0.07500000000000001,0.025
2016-07-25,1.3129734992980957,1.316239833831787,1.3098777532577517,1.3124393224716189,0,0.00013129734992980958,-0.07500000000000001,0.025
2016-07-26,1.310787796974182,1.3171932697296145,1.3065917491912842,1.3106846809387207,0,0.0001310787796974182,-0.07500000000000001,0.025
2016-07-27,1.3152875900268557,1.316257119178772,1.3079931735992432,1.3150973320007324,0,0.00013152875900268558,-0.07500000000000001,0.025
2016-07-28,1.323784351348877,1.3250473737716677,1.312301516532898,1.3241350650787354,0,0.0001323784351348877,-0.07500000000000001,0.025
2016-07-29,1.316187858581543,1.3301764726638794,1.315564513206482,1.316516995429993,0,0.0001316187858581543,-0.07500000000000001,0.025
2016-08-01,1.3216325044631958,1.327316164970398,1.3165863752365112,1.3219294548034668,0,0.00013216325044631958,-0.07500000000000001,0.025
2016-08-02,1.3185480833053589,1.3331022262573242,1.3174536228179932,1.3186522722244265,0,0.0001318548083305359,-0.07500000000000001,0.025
