timestamp_utc,date,weight_l1_tracking_error
2026-06-23T17:33:54.284390+00:00,2026-06-22,0.0
2026-06-23T18:12:34.385194+00:00,2026-06-22,0.0
2026-06-23T18:21:09.340283+00:00,2026-06-22,0.0
2026-06-24T23:30:23.469327+00:00,2026-06-24,0.9999999999999999
