timestamp_utc,date,portfolio_value,daily_pnl,drawdown
2026-06-23T17:33:54.285391+00:00,2026-06-22,1000000.0,0.0,0.0
2026-06-23T18:12:34.385194+00:00,2026-06-22,1000000.0,0.0,0.0
2026-06-23T18:21:09.341286+00:00,2026-06-22,1000000.0,0.0,0.0
2026-06-24T23:30:23.469840+00:00,2026-06-24,1000000.0,0.0,0.0
