InpPBull,InpPBear,InpSlopeT,InpLambdaJ,InpNu,WConf,WVol,WSlope,WAccel,WInter,MuConf,MuVol,MuSlope,MuAccel,StdConf,StdVol,StdSlope,StdAccel
0.98,0.98,0.0273,0.0150256858007269,4.069453938734715,0.5,0.5,0.5,0.0,0.0,0.482,1.0,1.0,0.0,0.2215,0.5,2.0,1.0
