InpPBull,InpPBear,InpSlopeT,InpLambdaJ,InpNu,WConf,WVol,WSlope,WAccel,WInter,MuConf,MuVol,MuSlope,MuAccel,StdConf,StdVol,StdSlope,StdAccel
0.9029826183595472,0.75,0.0273,0.017869971264367818,4.0988411094207695,0.5,0.5,0.5,0.0,0.0,0.482,1.0,1.0,0.0,0.2215,0.5,2.0,1.0
