entry_time,exit_time,entry_i,exit_i,side,entry_price,exit_price,initial_lot,final_lot,pnl,reason,bars_held,partial_done,balance
2024-05-17 04:15:00,2024-05-17 05:15:00,1085,1089,BUY,18533.898,18554.736627939972,0.03,0.01,42.81924158669455,TP,4,True,10042.819241586694
2024-05-17 14:15:00,2024-05-23 09:00:00,1125,1460,BUY,18481.453,18928.819000000003,0.01,0.01,447.30600000000186,REGIME_CHANGE,335,False,10490.125241586697
2024-05-27 11:45:00,2024-05-27 12:15:00,1649,1651,SELL,18861.153,18869.718999999997,0.03,0.03,-25.87799999999668,REGIME_CHANGE,2,False,10464.2472415867
2024-05-28 04:45:00,2024-05-28 06:00:00,1697,1702,SELL,18901.832,18901.931999999997,0.02,0.01,12.345515023734041,BE_AFTER_PARTIAL,5,True,10476.592756610435
2024-06-04 02:45:00,2024-06-04 03:30:00,2134,2137,BUY,18551.875,18551.775,0.02,0.01,16.549990337832135,BE_AFTER_PARTIAL,3,True,10493.142746948268
2024-06-07 08:45:00,2024-06-12 10:45:00,2425,2700,BUY,18919.121,19472.743000000002,0.01,0.01,553.5620000000031,REGIME_CHANGE,275,False,11046.704746948271
2024-06-17 12:30:00,2024-06-17 13:30:00,2974,2978,SELL,19802.242,19892.82738994147,0.01,0.01,-90.64538994147239,SL,4,False,10956.0593570068
2024-06-18 05:15:00,2024-06-18 07:00:00,3034,3041,SELL,19960.919,19929.530767927467,0.02,0.01,52.90021173450704,TP,7,True,11008.959568741308
2024-06-20 00:00:00,2024-06-20 01:00:00,3178,3182,SELL,20003.331,20020.108,0.04,0.04,-67.34800000000745,REGIME_CHANGE,4,False,10941.6115687413
2024-06-27 09:45:00,2024-06-28 00:30:00,3662,3714,SELL,19815.397,19859.14105012628,0.01,0.01,-43.80405012627904,TP,52,False,10897.807518615022
2024-06-28 10:15:00,2024-07-03 06:45:00,3753,4006,SELL,20012.607,20014.6047186052,0.01,0.01,-2.0577186051983154,TP,253,False,10895.749800009824
2024-07-05 02:30:00,2024-07-05 03:15:00,4142,4145,SELL,20212.408,20212.507999999998,0.04,0.02,20.46908166866138,BE_AFTER_PARTIAL,3,True,10916.218881678484
2024-07-11 08:45:00,2024-07-11 09:15:00,4523,4525,SELL,20722.731,20662.597340342625,0.02,0.01,90.2173837080835,TP,2,True,11006.436265386568
2024-07-16 03:15:00,2024-07-16 04:00:00,4768,4771,BUY,20363.798,20363.698,0.02,0.01,30.83329372336346,SL,3,True,11037.269559109933
2024-07-19 04:15:00,2024-07-19 11:30:00,5028,5052,BUY,19638.764,19545.871490349622,0.01,0.01,-92.95250965037718,SL,24,False,10944.317049459556
2024-07-25 02:15:00,2024-07-25 04:15:00,5371,5379,BUY,18993.398,18902.443601308463,0.01,0.01,-91.01439869153779,SL,8,False,10853.302650768019
2024-08-12 09:45:00,2024-08-13 10:00:00,6468,6557,BUY,18463.019,18800.998000000003,0.01,0.01,337.919000000003,REGIME_CHANGE,89,False,11191.221650768022
2024-08-15 08:45:00,2024-08-15 09:45:00,6730,6734,SELL,19195.687,19303.138875404486,0.01,0.01,-107.51187540448387,SL,4,False,11083.709775363539
2024-08-20 10:45:00,2024-08-22 13:45:00,7005,7195,BUY,19656.009,19534.838516357504,0.01,0.01,-121.23048364249424,SL,190,False,10962.479291721045
2024-09-03 05:00:00,2024-09-03 09:30:00,7859,7877,BUY,19450.886,19354.82651874523,0.01,0.01,-96.11948125476789,SL,18,False,10866.359810466278
2024-09-06 03:15:00,2024-09-06 10:15:00,8119,8147,BUY,18732.321,18618.69023542008,0.01,0.01,-113.69076457992065,SL,28,False,10752.669045886358
2024-10-10 08:45:00,2024-10-14 09:15:00,10273,10453,BUY,20158.008,20382.832000000002,0.01,0.01,224.76400000000052,REGIME_CHANGE,180,False,10977.433045886359
2024-10-16 09:45:00,2024-10-17 09:30:00,10633,10721,BUY,20071.798,20398.798000000003,0.01,0.01,326.94000000000364,REGIME_CHANGE,88,False,11304.373045886363
2024-11-07 09:45:00,2024-11-07 10:15:00,11999,12001,SELL,20948.843,20997.943,0.01,0.01,-49.15999999999855,REGIME_CHANGE,2,False,11255.213045886365
2024-11-11 09:45:00,2024-11-11 11:15:00,12173,12179,BUY,21103.409,21103.309,0.02,0.01,20.040184181313528,BE_AFTER_PARTIAL,6,True,11275.25323006768
2024-11-13 08:45:00,2024-11-17 18:30:00,12347,12541,SELL,21121.454,20455.109999999997,0.01,0.01,666.2840000000047,REGIME_CHANGE,194,False,11941.537230067685
2024-12-11 08:45:00,2024-12-11 09:30:00,14086,14089,SELL,21486.064,21548.848545998648,0.02,0.02,-125.68909199729853,SL,3,False,11815.848138070385
2024-12-25 22:30:00,2024-12-25 22:45:00,14923,14924,SELL,21853.453,21856.154,0.02,0.02,-5.521999999994587,REGIME_CHANGE,1,False,11810.32613807039
2024-12-27 09:30:00,2024-12-27 09:45:00,15056,15057,BUY,21618.365,21548.566699843195,0.02,0.02,-139.71660031361273,SL,1,False,11670.609537756776
2024-12-30 07:45:00,2024-12-30 08:30:00,15138,15141,BUY,21290.751,21192.886415341807,0.01,0.01,-97.92458465819306,SL,3,False,11572.684953098584
2025-01-10 08:45:00,2025-01-10 10:00:00,15827,15832,BUY,20949.785,20790.523642244996,0.01,0.01,-159.3213577550037,SL,5,False,11413.36359534358
2025-01-15 08:45:00,2025-01-15 15:15:00,16094,16120,SELL,21131.886,21278.18521485566,0.01,0.01,-146.3592148556623,SL,26,False,11267.004380487919
2025-01-16 02:15:00,2025-01-17 09:00:00,16157,16273,SELL,21321.131,21388.897999999997,0.01,0.01,-67.82699999999619,REGIME_CHANGE,116,False,11199.177380487923
