entry_time,exit_time,entry_i,exit_i,side,entry_price,exit_price,exit_reason,initial_lot,bars_held,partial_done,pnl,return_on_initial_balance,balance
2024-05-09 04:00:00,2024-05-09 04:15:00,568,569,SELL,2309.13,2312.5975654954095,SL,0.29,1,False,-102.29939936687308,-0.010229939936687308,9897.700600633127
2024-05-10 02:45:00,2024-05-10 08:15:00,655,677,BUY,2366.02,2365.97,SL,0.15,22,True,104.9428540411569,0.010494285404115691,10002.643454674284
2024-05-10 08:45:00,2024-05-10 12:45:00,679,695,SELL,2368.9930000000004,2369.0430000000006,SL,0.17,16,True,114.63074272498987,0.011463074272498987,10117.274197399274
2024-05-13 11:45:00,2024-05-13 19:45:00,783,811,SELL,2333.4,2339.116206168175,SL,0.18,28,False,-103.97171102714498,-0.010397171102714499,10013.30248637213
2024-05-15 05:00:00,2024-05-15 05:30:00,940,942,BUY,2373.16,2369.4345523301927,SL,0.27,2,False,-102.2070870847939,-0.01022070870847939,9911.095399287335
2024-05-17 11:15:00,2024-05-19 20:45:00,1149,1183,BUY,2408.0029999999997,2426.0816351096937,TP,0.14,34,True,191.83210783674002,0.019183210783674003,10102.927507124075
2024-05-19 21:30:00,2024-05-20 02:30:00,1186,1206,BUY,2433.1499999999996,2433.0999999999995,SL,0.1,20,True,112.46002260684409,0.01124600226068441,10215.38752973092
2024-05-22 21:45:00,2024-05-23 10:30:00,1463,1514,SELL,2371.9,2344.615687360188,TP,0.09,51,True,190.350188478681,0.0190350188478681,10405.737718209602
2024-05-23 10:45:00,2024-05-24 09:15:00,1515,1601,SELL,2344.583,2344.6330000000003,SL,0.12,86,True,111.86751680503336,0.011186751680503336,10517.605235014636
2024-05-30 02:15:00,2024-05-30 02:45:00,1931,1933,SELL,2326.1600000000003,2331.8889014183387,SL,0.19,2,False,-109.98912694842979,-0.010998912694842978,10407.616108066206
2024-06-03 21:45:00,2024-06-03 22:00:00,2189,2190,SELL,2344.2000000000003,2349.327256527203,SL,0.21,1,False,-108.93238707126126,-0.010893238707126126,10298.683720994944
2024-06-04 05:30:00,2024-06-04 06:15:00,2220,2223,SELL,2329.07,2333.3142942669615,SL,0.25,3,False,-107.60735667403333,-0.010760735667403333,10191.07636432091
2024-06-04 07:15:00,2024-06-04 08:15:00,2227,2231,SELL,2328.09,2332.5311897074866,SL,0.23,4,False,-103.52736327218952,-0.010352736327218951,10087.549001048721
2024-06-04 10:30:00,2024-06-04 11:00:00,2240,2242,SELL,2320.48,2326.873378699212,SL,0.16,2,False,-103.25405918739212,-0.01032540591873921,9984.29494186133
2024-06-04 11:15:00,2024-06-04 22:30:00,2243,2284,SELL,2326.65,2333.105163622378,SL,0.16,41,False,-104.24261795804426,-0.010424261795804426,9880.052323903286
2024-06-07 10:15:00,2024-06-10 12:15:00,2515,2615,SELL,2312.4900000000002,2312.5400000000004,SL,0.07,100,True,122.66594078379156,0.012266594078379156,10002.718264687077
2024-06-14 04:30:00,2024-06-14 06:45:00,2952,2961,BUY,2318.62,2330.7720284459533,TP,0.2,9,True,184.89776950462038,0.01848977695046204,10187.616034191698
2024-06-14 07:15:00,2024-06-16 21:00:00,2963,3014,BUY,2328.33,2322.91200447903,SL,0.19,51,False,-104.08191489842478,-0.010408191489842478,10083.534119293274
2024-06-20 11:00:00,2024-06-20 11:15:00,3336,3337,BUY,2363.93,2357.339785270252,SL,0.15,1,False,-99.75322094621869,-0.00997532209462187,9983.780898347055
2024-06-21 10:30:00,2024-06-25 06:00:00,3426,3592,SELL,2334.8700000000003,2334.9200000000005,SL,0.13,166,True,111.27856846064215,0.011127856846064215,10095.059466807697
2024-06-27 08:30:00,2024-06-27 10:00:00,3786,3792,BUY,2316.87,2326.0847737604186,TP,0.27,6,True,188.50199104863975,0.018850199104863977,10283.561457856338
2024-06-27 10:30:00,2024-06-27 21:00:00,3794,3832,BUY,2324.5299999999997,2319.4865341343766,SL,0.21,38,False,-107.1727831780861,-0.010717278317808611,10176.388674678252
2024-07-03 03:30:00,2024-07-03 08:30:00,4134,4154,BUY,2342.0,2350.629507590127,TP,0.29,20,True,190.65233617950412,0.01906523361795041,10367.041010857754
2024-07-03 09:00:00,2024-07-03 09:30:00,4156,4158,BUY,2350.45,2350.3999999999996,SL,0.27,2,True,118.73266080425299,0.011873266080425299,10485.773671662007
2024-07-08 11:45:00,2024-07-08 12:00:00,4433,4434,SELL,2363.76,2352.3902372838793,TP,0.23,1,True,199.2191413181282,0.01992191413181282,10684.992812980137
2024-07-08 12:15:00,2024-07-08 19:15:00,4435,4459,SELL,2354.77,2360.5149104519464,SL,0.19,24,False,-110.2932985869826,-0.011029329858698261,10574.699514393154
2024-07-16 11:30:00,2024-07-16 21:45:00,4984,5021,BUY,2460.0,2479.8024439108385,TP,0.13,37,True,197.09443910838192,0.019709443910838193,10771.793953501536
2024-07-18 20:30:00,2024-07-19 03:30:00,5200,5228,SELL,2431.86,2413.096990154227,TP,0.14,28,True,199.13210502157216,0.019913210502157216,10970.926058523108
2024-07-19 09:00:00,2024-07-21 19:45:00,5250,5289,SELL,2403.54,2411.7621004727885,SL,0.13,39,False,-107.66730614625047,-0.010766730614625047,10863.258752376858
2024-07-24 22:00:00,2024-07-25 13:15:00,5574,5635,SELL,2375.9500000000003,2355.0199602379603,TP,0.13,61,True,208.37039762040214,0.020837039762040214,11071.62914999726
2024-07-29 11:45:00,2024-07-29 13:30:00,5813,5820,SELL,2377.0530000000003,2383.214534261996,SL,0.18,7,False,-111.98761671592281,-0.011198761671592282,10959.641533281336
2024-07-30 13:45:00,2024-07-30 23:45:00,5913,5949,BUY,2403.843,2418.5373039291876,TP,0.19,36,True,214.15979096142553,0.021415979096142554,11173.801324242762
2024-07-31 21:45:00,2024-07-31 22:30:00,6033,6036,BUY,2454.173,2446.6220925062607,SL,0.15,3,False,-114.16361240608549,-0.011416361240608549,11059.637711836676
2024-08-05 08:00:00,2024-08-05 09:00:00,6258,6262,SELL,2386.55,2386.6000000000004,SL,0.08,4,True,132.82879981191536,0.013282879981191535,11192.46651164859
2024-08-08 07:30:00,2024-08-08 09:00:00,6532,6538,BUY,2410.68,2405.6477980530235,SL,0.22,6,False,-112.02844283347925,-0.011202844283347925,11080.43806881511
2024-08-08 10:45:00,2024-08-08 11:00:00,6545,6546,BUY,2418.979,2412.7697059359803,SL,0.18,1,False,-112.84729315235205,-0.011284729315235205,10967.590775662758
2024-08-12 10:15:00,2024-08-12 12:00:00,6727,6734,BUY,2448.73,2461.2580969607884,TP,0.22,7,True,211.40764833340396,0.021140764833340396,11178.998423996163
2024-08-12 12:30:00,2024-08-12 21:15:00,6736,6767,BUY,2463.6499999999996,2463.5999999999995,SL,0.19,31,True,128.09351732161699,0.0128093517321617,11307.09194131778
2024-08-15 08:30:00,2024-08-15 08:45:00,6996,6997,BUY,2467.053,2460.0750507953458,SL,0.16,1,False,-112.60718727446599,-0.011260718727446599,11194.484754043315
2024-08-22 10:00:00,2024-08-22 19:45:00,7462,7497,SELL,2487.3100000000004,2487.3600000000006,SL,0.16,35,True,128.33354657931298,0.012833354657931298,11322.818300622628
2024-08-28 07:00:00,2024-08-28 08:30:00,7818,7824,SELL,2505.11,2494.165015807497,TP,0.26,6,True,217.0396838500523,0.02170396838500523,11539.857984472681
