entry_time,exit_time,entry_i,exit_i,side,entry_price,exit_price,exit_reason,initial_lot,bars_held,partial_done,pnl,return_on_initial_balance,balance
2021-01-15 11:30:00,2021-01-17 18:30:00,894,918,SELL,1828.162,1817.2004890832363,TP,0.18,24,True,148.51064919577078,0.014851064919577078,10148.51064919577
2021-01-22 08:15:00,2021-01-22 08:45:00,1325,1327,SELL,1840.533,1844.8334140124198,SL,0.24,2,False,-104.64993629807708,-0.010464993629807708,10043.860712897693
2021-02-04 01:15:00,2021-02-04 01:30:00,2125,2126,SELL,1818.87,1822.304998593332,SL,0.3,1,False,-104.84995779996034,-0.010484995779996033,9939.010755097732
2021-03-01 21:15:00,2021-03-02 01:45:00,3749,3767,SELL,1714.821,1721.7730498715832,SL,0.14,18,False,-98.16869820216638,-0.009816869820216638,9840.842056895566
2021-03-09 09:30:00,2021-03-10 06:15:00,4258,4337,BUY,1715.346,1709.4367943500692,SL,0.17,79,False,-101.47649604882282,-0.010147649604882283,9739.365560846743
2021-03-12 04:45:00,2021-03-12 07:15:00,4515,4525,SELL,1701.9389999999999,1706.0127532608174,SL,0.24,10,False,-99.21007825962027,-0.009921007825962027,9640.155482587123
2021-03-30 09:00:00,2021-03-31 06:30:00,5632,5714,SELL,1683.59,1689.0729714265976,SL,0.18,82,False,-99.77348567875886,-0.009977348567875886,9540.381996908363
2021-06-03 09:00:00,2021-06-03 09:30:00,9364,9366,SELL,1882.05,1875.059227220993,TP,0.27,2,True,142.53930409947714,0.014253930409947714,9682.92130100784
2021-06-03 09:45:00,2021-06-03 10:15:00,9367,9369,SELL,1868.5529999999999,1872.636099454083,SL,0.24,2,False,-99.43438689799535,-0.009943438689799536,9583.486914109844
2021-06-14 08:30:00,2021-06-14 09:30:00,10006,10010,SELL,1850.903,1850.953,SL,0.27,4,True,88.55940393672324,0.008855940393672324,9672.046318046569
2021-09-16 08:00:00,2021-09-16 08:30:00,16228,16230,SELL,1771.132,1763.8333170719181,TP,0.26,2,True,144.11365856163997,0.014411365856163996,9816.159976608209
2021-09-16 08:45:00,2021-09-16 09:30:00,16231,16234,SELL,1762.983,1755.4943565281399,TP,0.26,3,True,147.91286943720473,0.014791286943720474,9964.072846045414
2021-09-16 09:45:00,2021-09-16 11:00:00,16235,16240,SELL,1753.433,1757.7720749086402,SL,0.23,5,False,-101.17872289872491,-0.01011787228987249,9862.894123146689
2021-09-28 07:15:00,2021-09-28 07:30:00,16961,16962,SELL,1732.413,1735.8442549096733,SL,0.29,1,False,-101.24639238052485,-0.010124639238052485,9761.647730766164
2021-09-28 09:00:00,2021-09-28 09:15:00,16968,16969,SELL,1730.153,1734.0330121229329,SL,0.25,1,False,-98.50030307332099,-0.0098500303073321,9663.147427692844
2021-10-15 04:15:00,2021-10-15 05:00:00,18145,18148,SELL,1788.883,1784.5659139884194,TP,0.44,3,True,142.18522905655016,0.014218522905655015,9805.332656749393
2021-10-15 05:30:00,2021-10-15 07:30:00,18150,18158,SELL,1782.5829999999999,1782.6329999999998,SL,0.37,8,True,88.45568393047327,0.008845568393047327,9893.788340679866
2021-11-12 06:00:00,2021-11-12 06:30:00,19964,19966,SELL,1846.143,1849.0762457493547,SL,0.34,2,False,-101.77035547805923,-0.010177035547805923,9792.017985201806
2021-12-14 09:30:00,2021-12-14 09:45:00,21972,21973,SELL,1769.373,1773.0049495771261,SL,0.27,1,False,-99.68263858240414,-0.009968263858240414,9692.335346619402
2021-12-29 08:30:00,2021-12-29 09:30:00,22888,22892,SELL,1791.363,1794.6210546585019,SL,0.3,4,False,-99.54163975505416,-0.009954163975505416,9592.793706864348
2022-01-03 09:15:00,2022-01-03 09:45:00,23167,23169,SELL,1808.873,1808.923,SL,0.22,2,True,86.51031968957743,0.008651031968957742,9679.304026553924
2022-01-06 08:30:00,2022-01-06 09:30:00,23440,23444,SELL,1788.369,1792.8604569427098,SL,0.22,4,False,-100.13205273961722,-0.010013205273961722,9579.171973814307
2022-02-24 05:45:00,2022-02-24 07:15:00,26623,26629,BUY,1970.723,1959.7818250251173,SL,0.09,6,False,-99.01057477394379,-0.009901057477394379,9480.161399040364
2022-03-29 09:00:00,2022-03-29 09:45:00,28748,28751,SELL,1896.993,1902.7017105467528,SL,0.17,3,False,-98.06807929479852,-0.009806807929479851,9382.093319745565
2022-04-29 02:45:00,2022-04-29 07:45:00,30747,30767,BUY,1911.108,1918.5419807668884,TP,0.25,20,True,139.4456345708768,0.013944563457087679,9521.538954316442
2022-05-02 09:15:00,2022-05-02 10:15:00,30865,30869,SELL,1863.013,1863.0629999999999,SL,0.18,4,True,89.06525522205463,0.008906525522205463,9610.604209538496
2022-05-09 06:45:00,2022-05-09 08:00:00,31315,31320,SELL,1859.561,1863.8840000023968,SL,0.23,5,False,-100.80900005512729,-0.010080900005512728,9509.795209483369
2022-06-02 10:00:00,2022-06-02 20:30:00,32974,33012,BUY,1863.8780000000002,1871.05996332236,TP,0.26,38,True,141.77926644720304,0.014177926644720304,9651.574475930573
2022-06-13 09:15:00,2022-06-13 09:45:00,33615,33617,SELL,1842.335,1830.036255080633,TP,0.16,2,True,150.54118733886213,0.015054118733886212,9802.115663269435
