time,bar_i,type,side,pnl,balance
2024-05-09 04:15:00,569,final,SELL,-102.29939936687308,9897.700600633127
2024-05-10 06:30:00,670,partial,BUY,105.49285404115781,10003.193454674285
2024-05-10 08:15:00,677,final,BUY,-0.5500000000009095,10002.643454674284
2024-05-10 10:45:00,687,partial,SELL,115.18074272499078,10117.824197399275
2024-05-10 12:45:00,695,final,SELL,-0.5500000000009095,10117.274197399274
2024-05-13 19:45:00,811,final,SELL,-103.97171102714498,10013.30248637213
2024-05-15 05:30:00,942,final,BUY,-102.2070870847939,9911.095399287335
2024-05-17 16:30:00,1170,partial,BUY,119.757567397964,10030.8529666853
2024-05-19 20:45:00,1183,final,BUY,72.07454043877603,10102.927507124075
2024-05-20 01:45:00,1203,partial,BUY,112.79002260684464,10215.71752973092
2024-05-20 02:30:00,1206,final,BUY,-0.33000000000054563,10215.38752973092
2024-05-23 09:45:00,1511,partial,SELL,108.67725055924495,10324.064780290166
2024-05-23 10:30:00,1514,final,SELL,81.67293791943604,10405.737718209602
2024-05-23 16:30:00,1538,partial,SELL,112.30751680503408,10518.045235014637
2024-05-24 09:15:00,1601,final,SELL,-0.4400000000007276,10517.605235014636
2024-05-30 02:45:00,1933,final,SELL,-109.98912694842979,10407.616108066206
2024-06-03 22:00:00,2190,final,SELL,-108.93238707126126,10298.683720994944
2024-06-04 06:15:00,2223,final,SELL,-107.60735667403333,10191.07636432091
2024-06-04 08:15:00,2231,final,SELL,-103.52736327218952,10087.549001048721
2024-06-04 11:00:00,2242,final,SELL,-103.25405918739212,9984.29494186133
2024-06-04 22:30:00,2284,final,SELL,-104.24261795804426,9880.052323903286
2024-06-07 15:45:00,2537,partial,SELL,122.88594078379192,10002.938264687078
2024-06-10 12:15:00,2615,final,SELL,-0.2200000000003638,10002.718264687077
2024-06-14 06:15:00,2959,partial,BUY,112.34559882889987,10115.063863515978
2024-06-14 06:45:00,2961,final,BUY,72.55217067572052,10187.616034191698
2024-06-16 21:00:00,3014,final,BUY,-104.08191489842478,10083.534119293274
2024-06-20 11:15:00,3337,final,BUY,-99.75322094621869,9983.780898347055
2024-06-21 13:00:00,3436,partial,SELL,111.71856846064287,10095.499466807698
2024-06-25 06:00:00,3592,final,SELL,-0.4400000000007276,10095.059466807697
2024-06-27 08:45:00,3787,partial,BUY,115.26380096529044,10210.323267772988
2024-06-27 10:00:00,3792,final,BUY,73.23819008334932,10283.561457856338
2024-06-27 21:00:00,3832,final,BUY,-107.1727831780861,10176.388674678252
2024-07-03 06:00:00,4144,partial,BUY,113.52676786836018,10289.915442546611
2024-07-03 08:30:00,4154,final,BUY,77.12556831114394,10367.041010857754
2024-07-03 09:30:00,4158,partial,BUY,119.61266080425445,10486.653671662008
2024-07-03 09:30:00,4158,final,BUY,-0.8800000000014552,10485.773671662007
2024-07-08 12:00:00,4434,partial,SELL,120.0508023052817,10605.82447396729
2024-07-08 12:00:00,4434,final,SELL,79.16833901284652,10684.992812980137
2024-07-08 19:15:00,4459,final,SELL,-110.2932985869826,10574.699514393154
