initial_balance,final_balance,net_profit,total_return_pct,closed_trades,cashflows,win_rate_pct,loss_rate_pct,profit_factor,expectancy,avg_win,avg_loss,payoff_ratio,largest_win,largest_loss,max_consecutive_wins,max_consecutive_losses,max_drawdown_money,max_drawdown_pct,max_drawdown_bars,sharpe_ratio,period_sharpe_ratio,sortino_ratio,deflated_sharpe_probability,deflated_sharpe_z,dsr_trials,recovery_factor,mean_cashflow,std_cashflow
10000.0,10680.552029388964,680.552029388964,6.805520293889633,142,142,33.80281690140845,66.19718309859155,1.0103506807115366,4.792619925274394,1383.9593125068388,-699.462712456801,1.9786034163934256,3273.9372260537857,-2512.9574390154085,4,13,-10166.145754259414,-67.3227368857145,26524,0.5378202417314729,0.0034578110406911808,0.1921142914801573,0.04566778480132301,-1.6883942704125607,81,0.06694297385061847,4.792619925274394,1118.0343071892928
