entry_time,exit_time,entry_i,exit_i,side,entry_price,exit_price,exit_reason,initial_lot,bars_held,partial_done,pnl,return_on_initial_balance,balance
2020-01-08 12:00:00,2020-01-09 09:30:00,427,506,BUY,8909.51,8986.311734537758,TP,0.1,79,False,768.0173453775751,0.07680173453775752,10768.017345377575
2020-01-09 10:00:00,2020-01-09 12:15:00,508,517,BUY,8985.98,8969.43123120002,SL,0.1,9,False,-165.4876879997937,-0.01654876879997937,10602.529657377781
2020-01-10 06:45:00,2020-01-10 08:15:00,584,590,BUY,9031.51,9016.822441187289,SL,0.1,6,False,-146.8755881271136,-0.014687558812711358,10455.654069250668
2020-01-13 12:30:00,2020-01-13 18:15:00,696,712,BUY,9048.69,9078.219135755635,TP,0.1,16,False,295.2913575563434,0.02952913575563434,10750.945426807011
2020-01-13 18:30:00,2020-01-13 22:45:00,713,730,BUY,9082.72,9065.889573799353,SL,0.1,17,False,-168.30426200645888,-0.016830426200645888,10582.641164800552
2020-01-17 04:00:00,2020-01-17 09:15:00,1018,1039,BUY,9141.91,9167.177480292676,TP,0.1,21,False,252.6748029267583,0.02526748029267583,10835.31596772731
2020-01-21 22:15:00,2020-01-22 15:15:00,1249,1317,BUY,9211.93,9191.755527571748,SL,0.1,68,False,-201.74472428252557,-0.020174472428252557,10633.571243444785
2020-01-24 04:00:00,2020-01-24 09:30:00,1450,1472,BUY,9273.18,9254.92364640983,SL,0.1,22,False,-182.56353590169968,-0.018256353590169968,10451.007707543085
2020-01-28 21:00:00,2020-01-29 09:45:00,1689,1740,BUY,9128.61,9098.370215829806,SL,0.1,51,False,-302.3978417019498,-0.030239784170194982,10148.609865841136
2020-02-04 11:00:00,2020-02-04 14:00:00,2101,2113,BUY,9280.09,9332.429892210523,TP,0.1,12,False,523.3989221052252,0.05233989221052252,10672.00878794636
2020-02-04 14:30:00,2020-02-05 03:30:00,2115,2160,BUY,9330.4,9378.765838520396,TP,0.1,45,False,483.6583852039621,0.04836583852039621,11155.667173150323
2020-02-05 04:00:00,2020-02-05 04:45:00,2162,2165,BUY,9392.26,9442.368490427261,TP,0.1,3,False,501.08490427261137,0.050108490427261135,11656.752077422934
2020-02-05 05:00:00,2020-02-05 06:30:00,2166,2172,BUY,9447.52,9419.8334797853,SL,0.1,6,False,-276.8652021470007,-0.027686520214700066,11379.886875275934
2020-02-12 13:00:00,2020-02-12 15:00:00,2643,2651,BUY,9605.62,9586.67583752546,SL,0.1,8,False,-189.44162474541372,-0.018944162474541372,11190.44525053052
2020-02-19 11:30:00,2020-02-19 21:30:00,3069,3102,BUY,9724.28,9706.119305621223,SL,0.1,33,False,-181.6069437877741,-0.01816069437877741,11008.838306742746
