threshold,min_strength,vol_multiplier,reward_risk,kalman_gate,initial_balance,final_balance,net_profit,total_return_pct,closed_trades,cashflows,win_rate_pct,loss_rate_pct,profit_factor,expectancy,avg_win,avg_loss,payoff_ratio,largest_win,largest_loss,max_consecutive_wins,max_consecutive_losses,max_drawdown_money,max_drawdown_pct,max_drawdown_bars,sharpe_ratio,period_sharpe_ratio,sortino_ratio,deflated_sharpe_probability,deflated_sharpe_z,dsr_trials,recovery_factor,mean_cashflow,std_cashflow,score
0.7,0.35,2.5,2.0,True,10000.0,10862.320282869461,862.3202828694612,8.62320282869462,82,119,45.1219512195122,54.87804878048781,1.1688111474378224,10.516101010603114,161.36528169112873,-113.51544754894019,1.4215270712081625,280.10963243754003,-146.59700113479266,4,7,-1186.054847618334,-9.858600042931307,4456,1.2142862191344423,0.00780701797605197,1.3801326698192162,0.054527200095802184,-1.6024578541859653,81,0.7270492461634886,7.246388931676097,101.11722994566048,1.2559256385474855
0.7,0.4,2.5,2.0,True,10000.0,10862.320282869461,862.3202828694612,8.62320282869462,82,119,45.1219512195122,54.87804878048781,1.1688111474378224,10.516101010603114,161.36528169112873,-113.51544754894019,1.4215270712081625,280.10963243754003,-146.59700113479266,4,7,-1186.054847618334,-9.858600042931307,4456,1.2142862191344423,0.00780701797605197,1.3801326698192162,0.054527200095802184,-1.6024578541859653,81,0.7270492461634886,7.246388931676097,101.11722994566048,1.2559256385474855
0.7,0.3,3.0,1.5,True,10000.0,10591.251012284214,591.2510122842141,5.912510122842152,83,124,49.39759036144578,50.602409638554214,1.1293792448478306,7.123506172098995,125.8818830573059,-108.80729031107919,1.1569250800880215,204.0982691937859,-153.69813894657364,4,7,-818.9853446089146,-7.213122329532645,4456,0.9667242829671838,0.006215366472980739,0.6681570395255169,0.03700286407238125,-1.786577950152857,81,0.7219311263335864,4.768153324872714,85.92467875793275,1.2487833124125043
0.7,0.35,3.0,1.5,True,10000.0,10591.251012284214,591.2510122842141,5.912510122842152,83,124,49.39759036144578,50.602409638554214,1.1293792448478306,7.123506172098995,125.8818830573059,-108.80729031107919,1.1569250800880215,204.0982691937859,-153.69813894657364,4,7,-818.9853446089146,-7.213122329532645,4456,0.9667242829671838,0.006215366472980739,0.6681570395255169,0.03700286407238125,-1.786577950152857,81,0.7219311263335864,4.768153324872714,85.92467875793275,1.2487833124125043
0.7,0.4,3.0,1.5,True,10000.0,10591.251012284214,591.2510122842141,5.912510122842152,83,124,49.39759036144578,50.602409638554214,1.1293792448478306,7.123506172098995,125.8818830573059,-108.80729031107919,1.1569250800880215,204.0982691937859,-153.69813894657364,4,7,-818.9853446089146,-7.213122329532645,4456,0.9667242829671838,0.006215366472980739,0.6681570395255169,0.03700286407238125,-1.786577950152857,81,0.7219311263335864,4.768153324872714,85.92467875793275,1.2487833124125043
0.65,0.4,2.0,2.0,True,10000.0,11364.884000434531,1364.8840004345311,13.64884000434532,152,219,44.07894736842105,55.92105263157895,1.1345922180481942,8.979500002858803,171.727872830446,-119.30451152006287,1.439408037822336,367.0171508578245,-162.80541884971535,5,8,-1796.2277385257348,-13.738998531654865,4459,1.3715488544192977,0.008818107619731964,2.4614904011500207,0.06816358271026732,-1.4896086532588348,81,0.7598613311443282,6.232347033947661,108.58348087993207,1.1921241254796882
0.65,0.35,2.0,2.0,True,10000.0,11364.884000434531,1364.8840004345311,13.64884000434532,152,219,44.07894736842105,55.92105263157895,1.1345922180481942,8.979500002858803,171.727872830446,-119.30451152006287,1.439408037822336,367.0171508578245,-162.80541884971535,5,8,-1796.2277385257348,-13.738998531654865,4459,1.3715488544192977,0.008818107619731964,2.4614904011500207,0.06816358271026732,-1.4896086532588348,81,0.7598613311443282,6.232347033947661,108.58348087993207,1.1921241254796882
0.65,0.3,2.0,2.0,True,10000.0,11364.884000434531,1364.8840004345311,13.64884000434532,152,219,44.07894736842105,55.92105263157895,1.1345922180481942,8.979500002858803,171.727872830446,-119.30451152006287,1.439408037822336,367.0171508578245,-162.80541884971535,5,8,-1796.2277385257348,-13.738998531654865,4459,1.3715488544192977,0.008818107619731964,2.4614904011500207,0.06816358271026732,-1.4896086532588348,81,0.7598613311443282,6.232347033947661,108.58348087993207,1.1921241254796882
0.65,0.4,2.5,1.5,True,10000.0,10929.010709655391,929.0107096553911,9.290107096553912,157,238,51.59235668789809,48.40764331210191,1.1077918723893438,5.917265666594911,117.87124217865664,-113.40210403704982,1.0394096580443226,313.79220392921064,-146.59700113479266,6,5,-1496.3429126487135,-12.30810898671467,7880,1.1079127915455802,0.007123110633388993,1.448037620342387,0.04595749631394022,-1.6853814894509793,81,0.62085415168033,3.9034063430899186,87.52482659962443,1.064526104253891
0.65,0.35,2.5,1.5,True,10000.0,10929.010709655391,929.0107096553911,9.290107096553912,157,238,51.59235668789809,48.40764331210191,1.1077918723893438,5.917265666594911,117.87124217865664,-113.40210403704982,1.0394096580443226,313.79220392921064,-146.59700113479266,6,5,-1496.3429126487135,-12.30810898671467,7880,1.1079127915455802,0.007123110633388993,1.448037620342387,0.04595749631394022,-1.6853814894509793,81,0.62085415168033,3.9034063430899186,87.52482659962443,1.064526104253891
0.65,0.3,2.5,1.5,True,10000.0,10929.010709655391,929.0107096553911,9.290107096553912,157,238,51.59235668789809,48.40764331210191,1.1077918723893438,5.917265666594911,117.87124217865664,-113.40210403704982,1.0394096580443226,313.79220392921064,-146.59700113479266,6,5,-1496.3429126487135,-12.30810898671467,7880,1.1079127915455802,0.007123110633388993,1.448037620342387,0.04595749631394022,-1.6853814894509793,81,0.62085415168033,3.9034063430899186,87.52482659962443,1.064526104253891
0.7,0.3,2.5,1.5,True,10000.0,10545.466330299021,545.4663302990211,5.454663302990204,97,147,51.546391752577314,48.45360824742268,1.1081751335433097,5.6233642298867395,111.75807297348558,-107.2859003909631,1.041684625530711,190.9380690879647,-146.59700113479266,4,7,-1055.241490608847,-9.367802432366897,4456,0.8666266668716224,0.00557180824436555,0.7661686499035326,0.031712941668170604,-1.8561941942465925,81,0.5169113754087713,3.7106553081565568,82.26018653864674,1.0551882253696783
0.7,0.4,2.5,1.5,True,10000.0,10545.466330299021,545.4663302990211,5.454663302990204,97,147,51.546391752577314,48.45360824742268,1.1081751335433097,5.6233642298867395,111.75807297348558,-107.2859003909631,1.041684625530711,190.9380690879647,-146.59700113479266,4,7,-1055.241490608847,-9.367802432366897,4456,0.8666266668716224,0.00557180824436555,0.7661686499035326,0.031712941668170604,-1.8561941942465925,81,0.5169113754087713,3.7106553081565568,82.26018653864674,1.0551882253696783
0.7,0.35,2.5,1.5,True,10000.0,10545.466330299021,545.4663302990211,5.454663302990204,97,147,51.546391752577314,48.45360824742268,1.1081751335433097,5.6233642298867395,111.75807297348558,-107.2859003909631,1.041684625530711,190.9380690879647,-146.59700113479266,4,7,-1055.241490608847,-9.367802432366897,4456,0.8666266668716224,0.00557180824436555,0.7661686499035326,0.031712941668170604,-1.8561941942465925,81,0.5169113754087713,3.7106553081565568,82.26018653864674,1.0551882253696783
0.7,0.3,2.5,2.5,True,10000.0,11090.110031886858,1090.1100318868575,10.901100318868572,69,97,40.57971014492754,59.42028985507246,1.2340751401653405,15.798696114302317,205.2573022745382,-113.58766906829779,1.8070385980992485,333.3912833018421,-132.01228854074543,4,8,-1116.6204243662614,-9.34309674533949,7880,1.4628476077609465,0.009405095265064427,1.6834662625454353,0.07965516674842787,-1.4073948634230236,81,0.976258366853311,11.238247751410926,115.54580546258121,0.9497188718762188
0.7,0.4,2.5,2.5,True,10000.0,11090.110031886858,1090.1100318868575,10.901100318868572,69,97,40.57971014492754,59.42028985507246,1.2340751401653405,15.798696114302317,205.2573022745382,-113.58766906829779,1.8070385980992485,333.3912833018421,-132.01228854074543,4,8,-1116.6204243662614,-9.34309674533949,7880,1.4628476077609465,0.009405095265064427,1.6834662625454353,0.07965516674842787,-1.4073948634230236,81,0.976258366853311,11.238247751410926,115.54580546258121,0.9497188718762188
0.7,0.35,2.5,2.5,True,10000.0,11090.110031886858,1090.1100318868575,10.901100318868572,69,97,40.57971014492754,59.42028985507246,1.2340751401653405,15.798696114302317,205.2573022745382,-113.58766906829779,1.8070385980992485,333.3912833018421,-132.01228854074543,4,8,-1116.6204243662614,-9.34309674533949,7880,1.4628476077609465,0.009405095265064427,1.6834662625454353,0.07965516674842787,-1.4073948634230236,81,0.976258366853311,11.238247751410926,115.54580546258121,0.9497188718762188
0.65,0.3,2.5,2.0,True,10000.0,10738.659879142551,738.6598791425513,7.386598791425514,134,191,42.53731343283582,57.46268656716418,1.0841364974039958,5.512387157780271,166.98182055145045,-114.01693366610544,1.4645352684229416,337.6259385722796,-146.59700113479266,6,11,-1911.5214571212146,-15.401971708220346,4456,0.8733225503647538,0.005614858129946635,1.3034686204048358,0.032449715506074284,-1.8459502390274851,81,0.38642510466766417,3.8673292101704506,103.42557987936586,0.783488107043449
0.65,0.35,2.5,2.0,True,10000.0,10738.659879142551,738.6598791425513,7.386598791425514,134,191,42.53731343283582,57.46268656716418,1.0841364974039958,5.512387157780271,166.98182055145045,-114.01693366610544,1.4645352684229416,337.6259385722796,-146.59700113479266,6,11,-1911.5214571212146,-15.401971708220346,4456,0.8733225503647538,0.005614858129946635,1.3034686204048358,0.032449715506074284,-1.8459502390274851,81,0.38642510466766417,3.8673292101704506,103.42557987936586,0.783488107043449
0.65,0.4,2.5,2.0,True,10000.0,10738.659879142551,738.6598791425513,7.386598791425514,134,191,42.53731343283582,57.46268656716418,1.0841364974039958,5.512387157780271,166.98182055145045,-114.01693366610544,1.4645352684229416,337.6259385722796,-146.59700113479266,6,11,-1911.5214571212146,-15.401971708220346,4456,0.8733225503647538,0.005614858129946635,1.3034686204048358,0.032449715506074284,-1.8459502390274851,81,0.38642510466766417,3.8673292101704506,103.42557987936586,0.783488107043449
0.65,0.3,3.0,1.5,True,10000.0,10112.136218606396,112.13621860639614,1.1213621860639567,135,200,48.148148148148145,51.85185185185185,1.014827053291057,0.8306386563436874,118.0782037781741,-108.04210038535598,1.0928906727749843,255.49388645479002,-151.75916928930474,6,8,-1357.5840182924494,-11.96952698812759,7846,0.22283808534766442,0.0014326942945117986,0.20372333918671945,0.010690696133702582,-2.3011811790755377,81,0.08259983698647215,0.5606810930319903,84.7601124755826,0.5980738565662004
0.65,0.35,3.0,1.5,True,10000.0,10112.136218606396,112.13621860639614,1.1213621860639567,135,200,48.148148148148145,51.85185185185185,1.014827053291057,0.8306386563436874,118.0782037781741,-108.04210038535598,1.0928906727749843,255.49388645479002,-151.75916928930474,6,8,-1357.5840182924494,-11.96952698812759,7846,0.22283808534766442,0.0014326942945117986,0.20372333918671945,0.010690696133702582,-2.3011811790755377,81,0.08259983698647215,0.5606810930319903,84.7601124755826,0.5980738565662004
0.65,0.4,3.0,1.5,True,10000.0,10112.136218606396,112.13621860639614,1.1213621860639567,135,200,48.148148148148145,51.85185185185185,1.014827053291057,0.8306386563436874,118.0782037781741,-108.04210038535598,1.0928906727749843,255.49388645479002,-151.75916928930474,6,8,-1357.5840182924494,-11.96952698812759,7846,0.22283808534766442,0.0014326942945117986,0.20372333918671945,0.010690696133702582,-2.3011811790755377,81,0.08259983698647215,0.5606810930319903,84.7601124755826,0.5980738565662004
0.65,0.3,3.0,2.0,True,10000.0,9732.767345896118,-267.23265410388194,-2.6723265410388164,118,165,39.83050847457627,60.16949152542372,0.9641748790265081,-2.264683509354952,153.024092818327,-105.06147910655287,1.4565194981038738,280.19322870039304,-151.75916928930474,3,11,-1673.4429971036134,-15.062504479270078,7811,-0.23866254444618734,-0.0015344345882718066,-0.23648105364189945,0.004384656083121815,-2.6209188954099494,81,-0.15969032382125167,-1.6195918430538458,95.74010133875055,-5.743278788219388
0.65,0.4,3.0,2.0,True,10000.0,9732.767345896118,-267.23265410388194,-2.6723265410388164,118,165,39.83050847457627,60.16949152542372,0.9641748790265081,-2.264683509354952,153.024092818327,-105.06147910655287,1.4565194981038738,280.19322870039304,-151.75916928930474,3,11,-1673.4429971036134,-15.062504479270078,7811,-0.23866254444618734,-0.0015344345882718066,-0.23648105364189945,0.004384656083121815,-2.6209188954099494,81,-0.15969032382125167,-1.6195918430538458,95.74010133875055,-5.743278788219388
0.65,0.35,3.0,2.0,True,10000.0,9732.767345896118,-267.23265410388194,-2.6723265410388164,118,165,39.83050847457627,60.16949152542372,0.9641748790265081,-2.264683509354952,153.024092818327,-105.06147910655287,1.4565194981038738,280.19322870039304,-151.75916928930474,3,11,-1673.4429971036134,-15.062504479270078,7811,-0.23866254444618734,-0.0015344345882718066,-0.23648105364189945,0.004384656083121815,-2.6209188954099494,81,-0.15969032382125167,-1.6195918430538458,95.74010133875055,-5.743278788219388
0.65,0.3,2.5,2.5,True,10000.0,9481.37094638995,-518.6290536100496,-5.186290536100491,120,161,34.166666666666664,65.83333333333333,0.9360994028778324,-4.321908780083629,185.3062371581008,-102.73651616572366,1.8037037274963112,285.4105290270054,-139.0349428786776,3,10,-1805.4393804980482,-16.348200888639795,7880,-0.4798036166982107,-0.0030848043908525587,-0.6422654984677566,0.002664001126752532,-2.7865036228034294,81,-0.2872591897640898,-3.2212984696275497,104.20586315556365,-5.919431158680448
0.65,0.35,2.5,2.5,True,10000.0,9481.37094638995,-518.6290536100496,-5.186290536100491,120,161,34.166666666666664,65.83333333333333,0.9360994028778324,-4.321908780083629,185.3062371581008,-102.73651616572366,1.8037037274963112,285.4105290270054,-139.0349428786776,3,10,-1805.4393804980482,-16.348200888639795,7880,-0.4798036166982107,-0.0030848043908525587,-0.6422654984677566,0.002664001126752532,-2.7865036228034294,81,-0.2872591897640898,-3.2212984696275497,104.20586315556365,-5.919431158680448
0.65,0.4,2.5,2.5,True,10000.0,9481.37094638995,-518.6290536100496,-5.186290536100491,120,161,34.166666666666664,65.83333333333333,0.9360994028778324,-4.321908780083629,185.3062371581008,-102.73651616572366,1.8037037274963112,285.4105290270054,-139.0349428786776,3,10,-1805.4393804980482,-16.348200888639795,7880,-0.4798036166982107,-0.0030848043908525587,-0.6422654984677566,0.002664001126752532,-2.7865036228034294,81,-0.2872591897640898,-3.2212984696275497,104.20586315556365,-5.919431158680448
