InpPBull,InpPBear,InpSlopeT,InpLambdaJ,InpNu,WConf,WVol,WSlope,WAccel,WInter,MuConf,MuVol,MuSlope,MuAccel,StdConf,StdVol,StdSlope,StdAccel
0.9253513553783654,0.9,0.065,0.001,5.438526751953839,0.05483144739756156,0.999605126855385,0.17476950482654752,-0.09731942115454405,0.005625867605558994,0.3114098633457325,1.0,0.09905685944300421,0.005358364705286645,0.2244367267547405,1.0,0.07860542246225204,0.004034840301111636
