time,magic,approved,reason,volume,executive_stop,disaster_stop,requested_risk_cash,authorized_risk_cash,existing_portfolio_risk_cash,throttle
2020-06-01 02:00:00+00:00,6002,True,APPROVED,0.02,9199.70875,9084.605,251.41145000000037,184.16600000000037,180.2290000000001,1.0
2020-06-04 16:00:00+00:00,6001,True,APPROVED,0.05,9534.216875000002,9474.532500000001,251.57290000000037,238.73749999999933,184.16600000000037,1.0
2020-06-05 16:00:00+00:00,6001,True,APPROVED,0.04,9551.064375,9474.0525,251.29197000000042,246.43800000000047,0.0,1.0
2020-06-05 16:00:00+00:00,6002,True,APPROVED,0.04,9551.064375,9474.0525,251.2864700000004,246.43800000000047,246.43800000000047,1.0
2020-06-15 21:00:00+00:00,6001,True,APPROVED,0.01,9303.2575,9144.37,251.21943000000044,127.10999999999986,0.0,1.0
2020-06-16 02:00:00+00:00,6002,True,APPROVED,0.01,9386.5375,9225.52,251.26289000000045,128.81399999999994,127.10999999999986,1.0
2020-06-19 08:00:00+00:00,6001,True,APPROVED,0.03,9813.761250000001,9730.035000000002,251.35996500000041,200.9429999999993,0.0,1.0
2020-06-22 18:00:00+00:00,6001,True,APPROVED,0.03,9849.216874999998,9763.172499999999,251.20519500000043,206.50650000000095,0.0,1.0
2020-06-22 18:00:00+00:00,6002,True,APPROVED,0.03,9849.216874999998,9763.172499999999,251.20107000000044,206.50650000000095,206.50650000000095,1.0
2020-06-26 00:00:00+00:00,6001,True,APPROVED,0.02,9743.935000000001,9621.09,251.07204000000047,196.55200000000042,0.0,1.0
2020-06-26 06:00:00+00:00,6002,True,APPROVED,0.03,9802.98375,9701.305,251.06484000000046,244.02900000000008,196.55200000000042,1.0
2020-06-30 01:00:00+00:00,6001,True,APPROVED,0.02,9656.9575,9540.83,250.74412000000044,185.8040000000001,0.0,1.0
2020-06-30 17:00:00+00:00,6001,True,APPROVED,0.03,9831.580625,9745.8075,250.71093000000045,205.8554999999993,0.0,1.0
