magic,entry_time,exit_time,volume,entry_price,exit_price,executive_stop,disaster_stop,exit_reason,net_pnl,cash_after
6001,2020-02-17 01:00:00+00:00,2020-02-18 00:00:00+00:00,0.06,9647.84,9591.859999999999,9498.768124999999,9449.0775,signal_exit,-67.53600000000166,100458.94000000003
6002,2020-02-13 17:00:00+00:00,2020-02-18 01:00:00+00:00,0.06,9607.95,9579.539999999999,9460.021875,9410.712500000001,signal_exit,-34.45200000000201,100424.66800000003
6001,2020-02-19 03:00:00+00:00,2020-02-20 17:00:00+00:00,0.06,9653.800000000001,9570.96,9518.670625,9473.6275,signal_exit,-99.76800000000237,100324.72000000004
6002,2020-02-19 03:00:00+00:00,2020-02-20 17:00:00+00:00,0.06,9653.800000000001,9570.96,9518.670625,9473.6275,signal_exit,-99.76800000000237,100225.13200000004
6001,2020-03-02 04:00:00+00:00,2020-03-02 15:00:00+00:00,0.01,8509.42,8508.369999999999,7712.891875000001,7447.382500000001,signal_exit,-0.2700000000002183,100224.86200000004
6001,2020-03-03 00:00:00+00:00,2020-03-03 19:00:00+00:00,0.01,8859.470000000001,8589.38,8047.133750000001,7776.3550000000005,signal_exit,-54.0780000000004,100170.75400000004
6002,2020-03-03 02:00:00+00:00,2020-03-03 19:00:00+00:00,0.01,8818.34,8589.38,8034.30875,7772.964999999999,signal_exit,-45.85200000000019,100124.93200000004
6001,2020-03-04 10:00:00+00:00,2020-03-05 09:00:00+00:00,0.01,8761.06,8776.8,8250.443124999998,8080.237499999997,signal_exit,3.0879999999999566,100127.99000000005
6002,2020-03-05 02:00:00+00:00,2020-03-05 11:00:00+00:00,0.01,8835.29,8714.19,8320.71125,8149.185000000001,signal_exit,-24.280000000000076,100103.74000000005
6001,2020-03-24 06:00:00+00:00,2020-03-26 00:00:00+00:00,0.01,7206.900000000001,7489.9,6274.880625000001,5964.2075,signal_exit,56.539999999999814,100160.25000000006
6002,2020-03-25 05:00:00+00:00,2020-03-26 10:00:00+00:00,0.01,7501.59,7384.98,6792.58875,6556.255,signal_exit,-23.382000000000122,100136.89800000006
6001,2020-03-26 15:00:00+00:00,2020-03-27 12:00:00+00:00,0.01,7692.33,7652.049999999999,7004.40375,6775.095,signal_exit,-8.11600000000013,100128.75200000007
6002,2020-03-26 15:00:00+00:00,2020-03-30 01:00:00+00:00,0.01,7692.33,7481.349999999999,7004.40375,6775.095,signal_exit,-42.2560000000001,100086.52600000007
6001,2020-03-30 14:00:00+00:00,2020-03-31 21:00:00+00:00,0.01,7695.240000000001,7811.299999999999,7180.241250000001,7008.575000000001,signal_exit,23.151999999999717,100109.64800000007
6002,2020-03-30 08:00:00+00:00,2020-04-01 03:00:00+00:00,0.01,7617.75,7744.45,7089.365625,6913.2375,signal_exit,25.27999999999996,100134.95800000007
6001,2020-04-03 01:00:00+00:00,2020-04-03 10:00:00+00:00,0.02,7607.9400000000005,7548.79,7187.983125000001,7047.997500000001,signal_exit,-23.780000000000218,100111.17800000007
6001,2020-04-06 01:00:00+00:00,2020-04-08 01:00:00+00:00,0.02,7668.68,8050.75,7214.1743750000005,7062.672500000001,signal_exit,152.70799999999988,100263.82600000007
6001,2020-04-08 15:00:00+00:00,2020-04-09 13:00:00+00:00,0.01,8084.150000000001,8150.049999999999,7602.815000000001,7442.370000000001,signal_exit,13.119999999999745,100276.94600000007
6002,2020-04-06 03:00:00+00:00,2020-04-13 00:00:00+00:00,0.02,7805.530000000001,8150.42,7366.5231250000015,7220.187500000002,signal_exit,137.83599999999979,100414.84200000006
6001,2020-04-13 14:00:00+00:00,2020-04-15 17:00:00+00:00,0.02,8214.25,8538.65,7840.918750000001,7716.475000000001,signal_exit,129.63999999999984,100544.42200000006
6001,2020-04-16 08:00:00+00:00,2020-04-17 19:00:00+00:00,0.03,8688.42,8747.34,8384.165624999998,8282.747499999998,signal_exit,35.17200000000004,100579.59400000007
6002,2020-04-13 13:00:00+00:00,2020-04-20 21:00:00+00:00,0.02,8211.1,8722.369999999999,7836.236875000001,7711.282500000002,signal_exit,204.38799999999947,100784.04200000007
6001,2020-04-22 19:00:00+00:00,2020-04-23 09:00:00+00:00,0.02,8661.45,8612.42,8293.295625000002,8170.577500000004,signal_exit,-19.73200000000026,100764.31000000007
6001,2020-04-23 15:00:00+00:00,2020-04-24 01:00:00+00:00,0.03,8735.9,8561.69,8457.59375,8364.825,signal_exit,-104.70599999999948,100659.51400000008
