date,ticker,open,high,low,close,adjOpen,adjHigh,adjLow,adjClose,adjVolume,volume,divCash,splitFactor,source,fetch_timestamp
2010-01-04,BIL,45.85,45.86,45.84,45.85,73.8867862133,73.9029011067,73.8706713199,73.8867862133,192800,385600,0.0,1.0,tiingo_historical_seed,
2010-01-05,BIL,45.85,45.86,45.84,45.84,73.8867862133,73.9029011067,73.8706713199,73.8706713199,105600,211200,0.0,1.0,tiingo_historical_seed,
2010-01-06,BIL,45.84,45.85,45.84,45.84,73.8706713199,73.8867862133,73.8706713199,73.8706713199,450300,900600,0.0,1.0,tiingo_historical_seed,
2010-01-07,BIL,45.84,45.85,45.84,45.84,73.8706713199,73.8867862133,73.8706713199,73.8706713199,264350,528700,0.0,1.0,tiingo_historical_seed,
2010-01-08,BIL,45.85,45.85,45.84,45.84,73.8867862133,73.8867862133,73.8706713199,73.8706713199,116700,233400,0.0,1.0,tiingo_historical_seed,
2010-01-11,BIL,45.84,45.85,45.84,45.84,73.8706713199,73.8867862133,73.8706713199,73.8706713199,131100,262200,0.0,1.0,tiingo_historical_seed,
2010-01-12,BIL,45.85,45.85,45.84,45.84,73.8867862133,73.8867862133,73.8706713199,73.8706713199,142400,284800,0.0,1.0,tiingo_historical_seed,
2010-01-13,BIL,45.85,45.86,45.84,45.86,73.8867862133,73.9029011067,73.8706713199,73.9029011067,133300,266600,0.0,1.0,tiingo_historical_seed,
2010-01-14,BIL,45.85,45.86,45.85,45.85,73.8867862133,73.9029011067,73.8867862133,73.8867862133,53300,106600,0.0,1.0,tiingo_historical_seed,
2010-01-15,BIL,45.85,45.86,45.85,45.85,73.8867862133,73.9029011067,73.8867862133,73.8867862133,83700,167400,0.0,1.0,tiingo_historical_seed,
2010-01-19,BIL,45.86,45.86,45.85,45.85,73.9029011067,73.9029011067,73.8867862133,73.8867862133,61250,122500,0.0,1.0,tiingo_historical_seed,
2010-01-20,BIL,45.86,45.86,45.85,45.85,73.9029011067,73.9029011067,73.8867862133,73.8867862133,76500,153000,0.0,1.0,tiingo_historical_seed,
2010-01-21,BIL,45.85,45.86,45.85,45.85,73.8867862133,73.9029011067,73.8867862133,73.8867862133,188900,377800,0.0,1.0,tiingo_historical_seed,
2010-01-22,BIL,45.86,45.86,45.85,45.85,73.9029011067,73.9029011067,73.8867862133,73.8867862133,103850,207700,0.0,1.0,tiingo_historical_seed,
2010-01-25,BIL,45.86,45.86,45.8326,45.86,73.9029011067,73.9029011067,73.8587462988,73.9029011067,132000,264000,0.0,1.0,tiingo_historical_seed,
2010-01-26,BIL,45.86,45.86,45.84,45.86,73.9029011067,73.9029011067,73.8706713199,73.9029011067,136000,272000,0.0,1.0,tiingo_historical_seed,
2010-01-27,BIL,45.84,45.87,45.84,45.87,73.8706713199,73.9190160001,73.8706713199,73.9190160001,406850,813700,0.0,1.0,tiingo_historical_seed,
2010-01-28,BIL,45.85,45.87,45.85,45.86,73.8867862133,73.9190160001,73.8867862133,73.9029011067,117500,235000,0.0,1.0,tiingo_historical_seed,
2010-01-29,BIL,45.86,45.87,45.85,45.87,73.9029011067,73.9190160001,73.8867862133,73.9190160001,190750,381500,0.0,1.0,tiingo_historical_seed,
2010-02-01,BIL,45.85,45.87,45.85,45.86,73.8867862133,73.9190160001,73.8867862133,73.9029011067,364350,728700,0.0,1.0,tiingo_historical_seed,
2010-02-02,BIL,45.86,45.87,45.85,45.85,73.9029011067,73.9190160001,73.8867862133,73.8867862133,170950,341900,0.0,1.0,tiingo_historical_seed,
2010-02-03,BIL,45.87,45.88,45.86,45.87,73.9190160001,73.9351308934,73.9029011067,73.9190160001,739400,1478800,0.0,1.0,tiingo_historical_seed,
2010-02-04,BIL,45.86,45.87,45.86,45.87,73.9029011067,73.9190160001,73.9029011067,73.9190160001,155750,311500,0.0,1.0,tiingo_historical_seed,
2010-02-05,BIL,45.85,45.87,45.85,45.87,73.8867862133,73.9190160001,73.8867862133,73.9190160001,685400,1370800,0.0,1.0,tiingo_historical_seed,
2010-02-08,BIL,45.86,45.87,45.86,45.87,73.9029011067,73.9190160001,73.9029011067,73.9190160001,215150,430300,0.0,1.0,tiingo_historical_seed,
