time,bar_i,type,side,pnl,balance
2023-02-09 06:15:00,271,final,BUY,-100.80713347850747,9899.192866521493
2023-02-10 03:00:00,350,partial,BUY,127.33000000000054,10026.522866521493
2023-02-10 09:45:00,377,final,BUY,0.0,10026.522866521493
2023-02-14 05:15:00,543,final,BUY,-101.29726258457276,9925.22560393692
2023-02-14 09:15:00,559,final,BUY,-98.34742406155556,9826.878179875364
2023-02-16 03:30:00,720,final,BUY,-98.39597735309326,9728.482202522271
2023-02-17 09:45:00,837,final,BUY,-98.89170076036748,9629.590501761904
2023-03-01 20:00:00,1396,final,BUY,-94.75894044782443,9534.83156131408
2023-03-03 13:45:00,1519,partial,BUY,106.12419999999825,9640.955761314079
2023-03-03 15:00:00,1520,final,BUY,58.719771546224365,9699.675532860303
2023-03-05 19:00:00,1524,final,BUY,-97.66367011737748,9602.011862742926
2023-03-08 10:15:00,1701,partial,BUY,86.86741892383854,9688.879281666765
2023-03-08 13:30:00,1706,final,BUY,0.0,9688.879281666765
2023-03-10 15:45:00,1847,partial,BUY,95.96160000000171,9784.840881666767
2023-03-12 17:00:00,1848,final,BUY,66.69007615591454,9851.53095782268
2023-03-15 07:00:00,2028,partial,BUY,140.18900000000062,9991.719957822681
2023-03-15 07:45:00,2031,final,BUY,60.18099020373621,10051.900948026418
2023-03-15 14:00:00,2040,final,BUY,-99.6145794464296,9952.286368579988
2023-03-17 12:45:00,2171,partial,BUY,96.03719999999993,10048.323568579988
2023-03-17 13:15:00,2173,final,BUY,68.00821373085182,10116.331782310841
2023-03-19 20:00:00,2184,final,BUY,-102.65534802275624,10013.676434288085
2023-03-20 02:15:00,2209,partial,BUY,111.32100000000047,10124.997434288085
2023-03-20 04:45:00,2219,final,BUY,0.0,10124.997434288085
2023-03-23 08:45:00,2427,partial,BUY,94.699122766777,10219.696557054862
2023-03-23 11:15:00,2433,final,BUY,60.878007492927736,10280.57456454779
2023-03-23 19:00:00,2448,final,BUY,-105.52827649790015,10175.046288049889
2023-03-27 08:45:00,2559,partial,SELL,115.68479999999943,10290.731088049888
2023-03-27 11:00:00,2564,final,SELL,0.0,10290.731088049888
2023-03-28 21:30:00,2658,final,BUY,-103.2661744880279,10187.46491356186
2023-04-03 06:00:00,2896,partial,BUY,127.05630000000158,10314.521213561862
2023-04-03 06:45:00,2899,final,BUY,59.75863816980905,10374.279851731671
2023-04-03 21:45:00,2931,final,BUY,-102.45872437552225,10271.82112735615
2023-04-10 09:00:00,3164,final,BUY,-102.59077156092644,10169.230355795224
2023-04-12 04:45:00,3287,final,BUY,-100.60615789810983,10068.624197897114
2023-04-13 10:30:00,3370,final,BUY,-99.73191563336172,9968.892282263752
2023-04-14 04:15:00,3421,final,BUY,-97.72518001626213,9871.167102247491
2023-04-14 14:45:00,3447,final,SELL,-103.39559156567704,9767.771510681814
2023-04-20 06:15:00,3701,partial,BUY,98.33879999999898,9866.110310681814
2023-04-20 13:15:00,3713,final,BUY,62.56233941856044,9928.672650100374
2023-04-25 00:00:00,3872,final,BUY,-99.02853903292112,9829.644111067453
2023-04-26 11:00:00,3968,final,BUY,-98.9174061960198,9730.726704871433
2023-05-01 10:00:00,4172,final,BUY,-96.51626165247194,9634.21044321896
2023-05-03 10:45:00,4311,partial,BUY,98.55999999999965,9732.77044321896
