fold_id,test_start_i,test_end_i,test_start_time,test_end_time,train_count,test_count,purged_count,embargoed_count,initial_balance,final_balance,net_profit,total_return_pct,closed_trades,cashflows,win_rate_pct,loss_rate_pct,profit_factor,expectancy,avg_win,avg_loss,payoff_ratio,largest_win,largest_loss,max_consecutive_wins,max_consecutive_losses,max_drawdown_money,max_drawdown_pct,max_drawdown_bars,sharpe_ratio,period_sharpe_ratio,sortino_ratio,deflated_sharpe_probability,deflated_sharpe_z,dsr_trials,recovery_factor,mean_cashflow,std_cashflow
0,0,24478,2021-01-03 18:15:00,2022-01-23 19:15:00,97798,24479,0,120,10000.0,15243.341925298304,5243.341925298304,52.433419252983036,168,255,51.78571428571429,48.214285714285715,1.5309987546157984,31.210368602966117,173.76818376010635,-121.90728471396227,1.4254126336078123,388.3803000000006,-155.41718370569652,7,6,-776.5957594618958,-6.380320292669486,3250,2.7990982005790346,0.017996259550925355,21.000498223605238,0.9985422027863453,2.9764996209144776,1,6.751700432837056,20.56212519724826,110.60164720568478
1,24479,48957,2022-01-23 19:30:00,2023-02-06 07:15:00,97678,24479,120,120,10000.0,9771.33332628131,-228.6666737186897,-2.286666737186893,188,266,41.48936170212766,58.51063829787234,0.9795286210661879,-1.2163120942483738,140.27436281027067,-101.54606339018011,1.3813865168882138,326.9270512896931,-115.51385796265549,5,11,-2086.8987296634386,-18.300570911735033,22005,-0.08179489994992578,-0.0005258844613369872,-0.5070532961291647,0.4672252476938497,-0.08224675356346225,1,-0.10957248210868746,-0.8596491493184012,90.31634952517565
2,48958,73437,2023-02-06 07:30:00,2024-05-02 22:15:00,97677,24480,120,120,10000.0,9365.211161441594,-634.7888385584065,-6.347888385584066,200,280,40.0,60.0,0.9424540933424952,-3.173944192792053,129.95262696705612,-91.92499163269082,1.4136811400137428,207.7364958429747,-105.52827649790015,5,7,-2005.0882886116215,-19.32749373708993,21549,-0.3393815757338841,-0.002181988085464655,-2.2417544563710905,0.3666345893228732,-0.34078003885292707,1,-0.3165889712507133,-2.2671029948514665,83.31387741172239
3,73438,97916,2024-05-02 22:30:00,2025-05-16 01:45:00,97678,24479,120,120,10000.0,17115.665802658303,7115.665802658303,71.15665802658302,239,362,51.46443514644351,48.53556485355649,1.4707340749408437,29.772660262168653,180.7461057925967,-130.3112518088887,1.387033761732828,347.53712247249587,-175.0978366810132,8,5,-774.124814037199,-6.861931165735295,2447,3.290430449660298,0.021155185049994016,20.951621093823853,0.999600592469473,3.3532050387093184,1,9.191884401106892,19.656535366459416,112.33888930929707
4,97917,122396,2025-05-16 02:00:00,2026-05-29 16:45:00,97797,24480,120,0,10000.0,11680.104193560572,1680.1041935605717,16.80104193560572,226,326,44.24778761061947,55.75221238938053,1.1246552867659976,7.4340893520379465,151.58106107065134,-106.96826915479808,1.417065661325157,263.3667964614303,-149.89546072488884,5,6,-1167.4983623451353,-11.352260991727984,9283,1.031772396026748,0.006633580712722558,1.8631870786418292,0.8509566575188675,1.0405451803056545,1,1.439063426338152,5.153693845277838,95.27651929177536
