threshold,min_strength,vol_multiplier,reward_risk,kalman_gate,score,initial_balance,final_balance,net_profit,total_return_pct,closed_trades,cashflows,win_rate_pct,loss_rate_pct,profit_factor,expectancy,avg_win,avg_loss,payoff_ratio,largest_win,largest_loss,max_consecutive_wins,max_consecutive_losses,max_drawdown_money,max_drawdown_pct,max_drawdown_bars,sharpe_ratio,period_sharpe_ratio,sortino_ratio,deflated_sharpe_probability,deflated_sharpe_z,dsr_trials,recovery_factor,mean_cashflow,std_cashflow
0.65,0.35,2.5,2.5,True,3.776183634328402,10000.0,12013.860793473477,2013.8607934734773,20.138607934734765,495,689,39.1919191919192,60.80808080808081,1.0533542647943828,4.068405643380814,204.94297450372522,-125.39892445265511,1.6343280087789134,304.67598304087744,-184.70486948468533,6,14,-2970.6126626319856,-21.146715449992094,18063,0.6051604771904874,0.0038907620372979294,1.9810190507412793,0.046529635254149125,-1.6794762152711993,81,0.677927761773284,2.92287488167417,119.8825476317307
