direction,window_ny,days,volatility,median_pf,min_pf,median_return,min_return,worst_dd,total_trades,median_dsr,fold_pfs,score
both,03_17,mon_thu,high,1.8250921358668664,0.5827279227288998,2.6561782359089903,-0.8800431704290679,-3.1713498618578253,38,0.055662741029280725,2.155|1.495|3.045|0.583,1.6063738933049774
buy,07_17,mon_thu,all,1.5672067636038292,0.726379943049641,2.916694811199183,-1.8344156867922679,-5.417171580814913,52,0.09217033766001875,5.164|0.726|1.374|1.761,1.6026725748730182
buy,all,mon_thu,all,0.9707491207801147,0.8362283535338255,-0.5834448005334947,-2.5447653756641375,-7.3560289812111295,131,0.007547559274244666,0.956|0.836|1.459|0.985,1.5819716687271204
both,all,all,all,0.9621839979281565,0.8631526164659535,-0.9286855809430061,-3.279022382390573,-8.61253817410491,174,0.006632950154223054,0.863|0.957|1.219|0.968,1.5590002033923769
buy,all,all,all,0.9301894232790966,0.9268931795835893,-1.5519566656838402,-1.859323777380728,-9.560255258077525,166,0.005046622849119898,0.933|0.928|1.219|0.927,1.5557647030333457
both,03_17,all,high,1.646794450943962,0.5827279227288998,2.298382091899176,-0.8800431704290679,-4.636794650419572,50,0.06744715446071245,2.155|1.464|1.829|0.583,1.5268917859714088
both,08_17,mon_thu,all,1.7913639721612153,0.5570709399692065,3.2460185429858734,-2.5406495464859624,-6.226419095945875,42,0.11611698473760955,3.603|0.557|1.700|1.883,1.5213259216294257
buy,all,all,high,1.4443180891199128,0.6579495040846645,2.0234145810093196,-1.7314651790487967,-4.963728100354886,61,0.03966862569184636,0.658|1.165|1.724|2.144,1.5135236211423932
buy,all,mon_thu,high,1.619189757328546,0.6579495040846645,1.1796967903337507,-1.7314651790487967,-4.909727933267787,47,0.03254907886739736,0.658|1.094|2.429|2.144,1.5121542070919936
both,07_17,mon_thu,high,1.6997079430367519,0.8421344464666843,0.9918949741506866,-1.0748393787664234,-4.661019733276203,24,0.04216392076242948,inf|0.842|2.182|1.217,1.5083635313991435
both,07_17,all,all,1.0915622576250446,0.822746492617754,0.9420993171514791,-1.921088103247881,-5.697186511305821,78,0.016340147164152122,3.677|0.823|1.091|1.093,1.4920821775079693
buy,07_17,all,all,1.0921476775740486,0.7827315066762656,0.9014310159902061,-2.2831673462520685,-6.057605839529772,75,0.016195373712108104,3.677|0.783|1.091|1.094,1.4054043939667444
buy,08_17,all,high,2.0354929828150397,0.49512640436609284,0.7174564577603126,-4.332734131730554,-8.45324093065895,24,0.03449168137252481,inf|0.495|1.071|inf,1.379095060113472
both,all,all,high,1.142468957498001,0.560261834220051,1.729632895862998,-2.6140821003660664,-5.28910599076563,66,0.023958314589726432,0.560|1.181|1.724|1.104,1.1581456038716582
both,08_17,mon_thu,high,1.7010610323246123,0.5570709399692065,0.684530982982956,-2.5406495464859624,-6.226419095945875,19,0.0353651138734528,inf|0.557|2.182|1.220,1.1132577320199628
both,09_16,mon_thu,all,1.448430871987558,0.44454417429721893,1.960709618741996,-2.6645476035198623,-5.464538822127779,36,0.04513006579413413,4.337|0.445|1.678|1.219,0.9896719909671905
