time,type,side,pnl,balance
2024-05-07 09:32:44.293,partial,BUY,64.707523433709,10064.70752343371
2024-05-07 13:32:36.679,final,BUY,48.65064257528021,10113.35816600899
2024-05-10 08:42:38.764,final,BUY,-105.41019999999219,10007.947966008996
2024-05-15 13:15:02.405,partial,BUY,63.32576371779927,10071.273729726796
2024-05-15 13:55:14.697,final,BUY,47.61432278835011,10118.888052515145
2024-05-16 10:59:03.331,partial,BUY,64.09568398088943,10182.983736496035
2024-05-16 13:21:59.048,final,BUY,-0.44279999999896974,10182.540936496036
2024-05-23 09:31:11.722,final,BUY,-103.79819999999468,10078.742736496042
2024-05-23 10:54:56.311,partial,SELL,71.88986027486447,10150.632596770907
2024-05-23 10:57:00.328,final,SELL,36.02493013743195,10186.657526908339
2024-05-27 18:24:42.447,final,BUY,-108.1079999999859,10078.549526908353
2024-06-03 10:02:03.948,final,BUY,-102.18319999998845,9976.366326908364
2024-06-05 10:23:52.327,partial,BUY,68.87071583570928,10045.237042744075
2024-06-05 10:24:24.596,final,BUY,47.15730625162105,10092.394348995696
2024-06-05 13:02:56.743,partial,BUY,67.15411624582367,10159.54846524152
2024-06-05 14:32:05.809,final,BUY,50.52558718436572,10210.074052425885
2024-06-06 09:58:49.076,final,BUY,-107.49199999998686,10102.582052425898
2024-06-12 15:19:33.120,partial,BUY,68.30466301863562,10170.886715444534
2024-06-12 15:25:17.787,final,BUY,-0.9527999999994062,10169.933915444535
2024-06-17 14:01:11.885,partial,BUY,76.3684322973818,10246.302347741917
2024-06-17 14:08:13.008,final,BUY,43.07724316727573,10289.379590909193
2024-06-19 23:45:30.475,partial,BUY,69.81732785418833,10359.196918763382
2024-06-19 23:45:34.544,final,BUY,47.02488523612381,10406.221803999506
2024-06-20 01:04:54.096,partial,BUY,71.07491142776082,10477.296715427266
2024-06-20 02:33:29.963,final,BUY,-0.8979999999879511,10476.398715427278
2024-06-20 04:03:47.596,final,BUY,-107.17919999999388,10369.219515427285
2024-06-28 08:55:44.156,final,BUY,-105.78439999998795,10263.435115427297
2024-07-03 12:45:18.965,final,BUY,-108.39619999999499,10155.038915427302
2024-07-08 11:23:32.843,partial,BUY,75.38168003354104,10230.420595460842
2024-07-08 12:11:55.019,final,BUY,-0.6293999999998777,10229.791195460843
2024-07-10 09:33:28.569,final,BUY,-105.88799999998011,10123.903195460862
2024-07-15 11:18:05.602,partial,BUY,69.66600351491478,10193.569198975776
2024-07-15 11:30:00.705,final,BUY,-0.4619999999985157,10193.107198975778
2024-07-31 13:41:50.669,final,BUY,-104.78859999999362,10088.318598975784
2024-07-31 15:19:53.271,final,BUY,-102.25679999999643,9986.061798975788
2024-08-05 05:36:53.617,final,BUY,-114.50399999999834,9871.55779897579
2024-08-08 13:30:33.455,partial,BUY,81.44400578704982,9953.00180476284
2024-08-08 16:00:51.728,final,BUY,40.76200289352549,9993.763807656365
2024-08-13 11:28:15.498,partial,BUY,73.7540423252096,10067.517849981576
2024-08-13 12:20:54.151,final,BUY,44.332425395125476,10111.8502753767
2024-08-13 15:59:12.921,partial,BUY,74.34039046887047,10186.190665845572
2024-08-13 21:35:58.346,final,BUY,44.68423428132199,10230.874900126893
2024-08-13 22:16:11.709,final,BUY,-110.80799999999712,10120.066900126896
2024-08-23 10:00:24.360,partial,BUY,71.64452110338651,10191.711421230282
2024-08-23 10:01:20.400,final,BUY,46.17719213789198,10237.888613368174
2024-08-29 10:17:13.520,final,BUY,-109.68999999999899,10128.198613368175
2024-08-29 13:48:14.337,final,BUY,-107.58119999999849,10020.617413368176
2024-09-04 09:48:41.781,partial,BUY,69.86287342792436,10090.4802867961
2024-09-04 10:00:11.404,final,BUY,-2.987999999999302,10087.492286796101
2024-09-09 10:19:06.300,final,BUY,-104.8805999999991,9982.611686796103
2024-09-19 13:48:22.025,partial,BUY,75.8370471855771,10058.44873398168
2024-09-19 14:18:58.735,final,BUY,-0.8103999999994994,10057.63833398168
2024-09-26 07:32:52.552,partial,BUY,69.38949937365891,10127.02783335534
2024-09-26 09:07:06.146,final,BUY,52.162124530245926,10179.189957885586
2024-09-26 09:31:53.819,final,BUY,-109.24759999999138,10069.942357885595
2024-10-04 09:53:39.857,final,BUY,-97.9439999999998,9971.998357885595
2024-10-09 14:28:32.753,partial,BUY,72.85124728927505,10044.84960517487
2024-10-09 15:33:57.107,final,BUY,41.09882660021569,10085.948431775085
2024-10-14 09:35:31.884,partial,BUY,70.10203732253692,10156.050469097621
2024-10-14 09:45:05.107,final,BUY,44.013773326583035,10200.064242424205
2024-10-15 15:02:03.955,partial,SELL,68.55984041127029,10268.624082835475
2024-10-15 15:07:22.422,final,SELL,51.49988030845241,10320.123963143928
2024-10-17 09:33:32.311,final,BUY,-103.54799999999668,10216.57596314393
2024-10-25 11:52:34.753,final,BUY,-107.20619999999676,10109.369763143934
2024-10-29 13:41:21.578,partial,BUY,69.56773047355702,10178.93749361749
2024-10-29 14:23:26.286,final,BUY,52.33579785516718,10231.273291472657
2024-10-29 14:57:17.763,final,BUY,-106.54799999999406,10124.725291472663
2024-10-31 07:27:34.176,partial,BUY,69.06756587878162,10193.792857351445
2024-10-31 08:30:01.515,final,BUY,-1.0499999999982537,10192.742857351448
2024-11-05 13:37:56.680,final,BUY,-103.81279999999796,10088.93005735145
2024-11-06 00:10:49.127,final,BUY,-124.04559999999505,9964.884457351454
2024-11-06 09:33:36.429,partial,BUY,54.89336707930517,10019.77782443076
2024-11-06 09:39:17.172,final,BUY,54.97336707930488,10074.751191510064
2024-11-07 11:00:25.928,partial,BUY,68.92871843893998,10143.679909949004
2024-11-07 11:54:06.219,final,BUY,44.431318996459886,10188.111228945463
2024-11-07 14:59:59.077,partial,BUY,72.53590506387016,10260.647134009334
2024-11-08 00:40:44.577,final,BUY,46.75022468391718,10307.397358693252
2024-11-17 22:00:04.891,partial,BUY,77.03753170977434,10384.434890403027
2024-11-18 04:41:29.551,final,BUY,-0.20999999999796273,10384.22489040303
2024-12-02 10:52:11.023,final,BUY,-105.74639999999664,10278.478490403033
2024-12-02 14:13:29.759,final,BUY,-102.40999999999768,10176.068490403035
2024-12-04 08:38:46.231,partial,BUY,72.9943987284918,10249.062889131526
2024-12-04 09:12:53.177,final,BUY,43.95663923709595,10293.019528368623
2024-12-04 09:38:43.291,final,BUY,-106.17719999997979,10186.842328368642
2024-12-04 11:41:41.142,final,BUY,-106.33319999999047,10080.509128368652
2024-12-04 15:50:02.376,partial,BUY,66.9034543447764,10147.412582713428
2024-12-04 18:00:00.654,final,BUY,-2.511999999995896,10144.900582713433
2024-12-11 09:47:31.594,partial,BUY,74.09172043442086,10218.992303147854
2024-12-11 09:53:00.560,final,BUY,44.615032260654836,10263.60733540851
2024-12-11 10:29:10.873,final,BUY,-110.71719999998763,10152.890135408521
2024-12-11 15:16:26.592,partial,BUY,67.81621278624866,10220.70634819477
2024-12-11 16:08:14.373,final,BUY,-0.5351999999981489,10220.171148194771
2024-12-16 10:21:03.310,final,BUY,-103.58039999999806,10116.590748194772
2024-12-16 11:19:49.746,partial,BUY,73.21985691282171,10189.810605107594
2024-12-16 12:00:08.061,final,BUY,44.09191414769389,10233.902519255287
2024-12-16 14:15:12.637,partial,BUY,69.48909878997249,10303.39161804526
2024-12-16 18:18:50.895,final,BUY,-0.51039999999688,10302.881218045262
2024-12-20 15:30:19.949,final,BUY,-98.90879999999655,10203.972418045265
2024-12-24 11:12:48.158,partial,BUY,70.60264014795422,10274.575058193219
2024-12-24 12:28:14.361,final,BUY,39.833985083223816,10314.409043276442
2024-12-26 03:20:09.192,final,BUY,-111.51799999999056,10202.891043276451
2025-01-06 06:25:13.165,partial,BUY,77.59763410469371,10280.488677381145
2025-01-06 06:38:39.110,final,BUY,38.878817052347294,10319.367494433493
2025-01-06 12:41:26.110,final,BUY,-104.46879999999773,10214.898694433496
2025-01-17 09:12:38.675,partial,BUY,71.92594181892841,10286.824636252424
2025-01-17 09:27:40.168,final,BUY,36.04297090946464,10322.867607161888
2025-01-17 10:06:16.701,partial,BUY,72.82045597418386,10395.688063136073
2025-01-17 10:21:30.529,final,BUY,-0.1707999999987078,10395.517263136075
2025-01-27 05:52:21.362,partial,SELL,76.01962281505139,10471.536885951125
2025-01-27 06:07:17.670,final,SELL,-0.11619999999980792,10471.420685951125
2025-01-27 09:48:07.768,partial,BUY,61.196588231977955,10532.617274183103
2025-01-27 10:33:19.211,final,BUY,45.93744117398367,10578.554715357088
2025-01-31 10:56:37.236,partial,BUY,73.61997664985873,10652.174692006947
2025-01-31 11:39:54.751,final,BUY,-0.48239999999830613,10651.692292006948
2025-02-10 18:25:53.180,final,BUY,-103.87199999999807,10547.82029200695
2025-03-11 01:20:45.183,partial,BUY,73.16685809609436,10620.987150103045
2025-03-11 03:25:53.467,final,BUY,36.623429048046674,10657.61057915109
2025-03-12 08:33:45.157,partial,BUY,78.02070514486623,10735.631284295958
2025-03-12 08:44:11.843,final,BUY,-0.27279999999911525,10735.358484295959
2025-03-14 08:35:49.460,partial,BUY,74.0040037856574,10809.362488081617
2025-03-14 08:37:48.100,final,BUY,55.6230028392437,10864.98549092086
2025-04-10 13:02:16.581,final,SELL,-101.09039999999979,10763.895090920862
2025-04-21 20:01:59.914,partial,BUY,77.02671888383281,10840.921809804695
2025-04-22 02:46:18.871,final,BUY,57.850039162873585,10898.771848967568
2025-04-22 11:04:19.836,partial,BUY,69.32898317231681,10968.100832139884
2025-04-22 12:00:19.253,final,BUY,52.076737379237315,11020.17756951912
2025-04-25 00:16:27.027,partial,BUY,64.9271155253543,11085.104685044475
2025-04-25 03:34:06.712,final,BUY,-1.010799999999581,11084.093885044475
2025-05-02 09:36:42.091,final,BUY,-106.9669999999994,10977.126885044476
2025-05-14 07:30:20.744,partial,BUY,80.92223092770583,11058.049115972182
2025-05-14 09:48:17.900,final,BUY,-0.4371999999991385,11057.611915972184
2025-06-03 14:03:00.537,final,BUY,-115.56539999999062,10942.046515972193
2025-06-06 10:29:03.030,final,BUY,-108.76139999999272,10833.285115972201
2025-06-16 18:32:53.912,final,BUY,-105.5069999999911,10727.77811597221
2025-06-18 11:29:34.280,final,BUY,-111.68879999999365,10616.089315972216
2025-06-20 10:23:47.419,final,BUY,-109.67399999999326,10506.415315972223
2025-07-03 11:37:46.379,partial,BUY,75.79247813916155,10582.207794111384
2025-07-03 12:52:16.277,final,BUY,-0.412799999997369,10581.794994111386
2025-07-17 14:00:00.165,partial,BUY,71.79777440257472,10653.59276851396
2025-07-17 14:15:24.297,final,BUY,-0.3231999999965774,10653.269568513962
2025-07-21 12:09:32.049,final,BUY,-117.69119999999413,10535.578368513969
2025-07-22 19:54:26.457,final,SELL,-100.27199999999807,10435.306368513971
2025-07-29 09:30:32.541,partial,BUY,71.25575895428875,10506.56212746826
2025-07-29 09:34:17.413,final,BUY,49.57091004527814,10556.133037513539
2025-08-04 16:05:00.272,partial,BUY,79.06368435082608,10635.196721864364
2025-08-04 20:46:56.383,final,BUY,39.611842175412754,10674.808564039777
2025-08-06 13:42:25.272,partial,BUY,69.31090926098172,10744.119473300758
2025-08-06 14:30:31.342,final,BUY,52.10318194573585,10796.222655246494
2025-08-07 06:15:24.246,partial,BUY,76.06981651339912,10872.292471759894
2025-08-07 09:40:16.720,final,BUY,42.909271788786576,10915.201743548681
2025-08-13 10:02:56.268,final,BUY,-113.84779999999314,10801.35394354869
2025-08-20 09:44:25.737,final,BUY,-111.56939999998853,10689.7845435487
2025-08-22 11:15:35.603,final,BUY,-106.11120000000024,10583.6733435487
2025-08-22 14:19:38.930,final,BUY,-109.75199999999545,10473.921343548705
2025-09-03 10:40:40.672,partial,BUY,79.72202622811513,10553.64336977682
