vol_multiplier,reward_risk,median_pf,min_pf,median_return,min_return,worst_dd,total_trades,median_dsr,fold_pfs,score
2.5,1.5,1.371500934822465,0.9678693934828823,3.7121540476847015,-0.604942485373372,-7.131872313383475,110,0.10666997505541254,1.328|1.415|1.450|0.968,2.1838696943917726
1.5,2.5,1.3516664955160378,0.9399386077704449,5.562551987806064,-1.1609178899835038,-8.835049707365386,115,0.1225419729359927,0.940|1.499|2.405|1.204,2.1066875265307803
3.0,3.0,1.3159394526404449,1.0079528352731248,4.036688904094787,0.1559697431722018,-6.869869554936499,84,0.09103977065379279,1.327|1.305|1.670|1.008,2.016371044437181
1.5,2.0,1.1615141807832805,1.0091444358385735,2.309587407599889,0.15983382666442392,-8.849749194987664,120,0.06748416673982649,1.009|1.309|2.253|1.014,1.941758848196188
1.5,1.5,1.1648621610455825,0.9731797543158165,2.436000356235968,-0.5760016727978323,-7.788549489496738,130,0.060773211166277756,1.181|1.149|3.055|0.973,1.940900076472112
2.5,3.0,1.2024128831892746,1.0118703607077242,2.7886199090513597,0.17839246239592654,-7.11202308664726,89,0.057480643545801076,1.012|1.402|1.205|1.200,1.9303048790972548
2.5,2.5,1.1755437059848926,1.0171653402680072,2.7892946668484075,0.2564018417837266,-7.505687857945631,92,0.06735577146761267,1.017|1.064|2.480|1.288,1.9289025114765375
1.5,3.0,1.291713807358509,0.8738635496876518,5.091022968841575,-2.437941382126396,-10.246888882011742,103,0.09115487743934722,0.874|1.321|3.267|1.262,1.927311895762094
2.0,2.0,1.0762350557112994,0.9960480594602348,1.5834722854169703,-0.05338682546471851,-6.948449032303062,110,0.046396218039498,0.999|0.996|1.750|1.154,1.8889436106645117
2.0,2.5,1.1637762596429897,0.9132782850006113,2.938521626330648,-1.3367296427280628,-7.695665299397378,98,0.07731343058767895,0.986|0.913|2.516|1.341,1.8710324880425218
2.5,2.0,1.1551389724040135,0.9550717566887357,2.4944235767250356,-0.6711014260861847,-8.193442597844843,96,0.06966973285975381,0.955|1.023|2.059|1.288,1.8632856334966048
2.0,1.5,1.0803002417373584,0.9602031750832114,1.0340850348511677,-0.7184407444084551,-7.1624334536619205,118,0.042112992528186774,1.198|0.960|2.110|0.963,1.8443938620648614
3.0,2.5,1.1147830153674654,1.0038223880843762,1.6744953060916723,0.05488738707881691,-7.823136300659761,89,0.04605542817626516,1.004|1.141|2.149|1.089,1.799867353128218
2.0,3.0,1.17411667122396,0.8065281529235201,3.113586457417555,-3.2519813962243127,-7.560358341061274,93,0.07574452366670929,0.807|0.985|2.809|1.364,1.7301188432231593
3.5,1.0,1.2029479322098102,0.740400717970521,1.6962575034986882,-4.6166549486126085,-8.9561496921052,110,0.06065133448111258,1.297|1.109|1.428|0.740,1.7037570013483845
2.5,1.0,1.1255336027465996,0.7945550229294297,1.3551748099744576,-3.8742460876048823,-9.174136666564051,123,0.04848037620765567,1.202|1.049|2.833|0.795,1.6681123490203835
3.0,1.5,0.9947683027004502,0.9122448220559172,-0.03189911121954658,-1.494742438144736,-8.812407439614912,99,0.025560857090832303,1.077|0.913|2.991|0.912,1.6374340818738913
3.0,2.0,1.0588486745957586,0.871639295943261,0.7742821481524387,-1.7251430546389557,-8.03715072566745,92,0.034184027867736444,1.114|0.872|3.611|1.004,1.623953075824068
3.5,2.5,1.1728874187438851,0.8488079565955629,2.0413190711851215,-2.7700613229068805,-8.658279610035462,82,0.05512878836525304,1.260|1.086|1.372|0.849,1.6133859354232858
2.0,1.0,1.0366084041085113,0.821874124381607,0.478757869950186,-3.360290590788828,-8.881522195062997,135,0.030775372556453427,1.064|1.009|1.933|0.822,1.602979515849021
1.5,1.0,1.0895388233007564,0.7433996411724084,0.9985814850182351,-5.1218296751258325,-8.470807492373883,142,0.042977660284998255,1.007|1.172|1.520|0.743,1.5973955866091303
3.5,2.0,1.063948884399571,0.8845944645339342,0.7801105023084731,-1.5009665674445616,-8.403276239290749,88,0.03563908501807262,1.127|0.885|3.083|1.001,1.5913739837814815
3.0,1.0,1.1108773938291872,0.7193124700329276,0.9055644361458226,-4.997974660435755,-8.864162932888313,116,0.05527204426494075,1.336|0.886|1.746|0.719,1.584375029089912
3.5,3.0,1.089031566182057,0.8857567795903073,1.1282227009140944,-2.2363798603782237,-9.297753296355861,81,0.04670627071248277,1.394|1.219|0.959|0.886,1.526479228033326
3.5,1.5,1.0499888738108947,0.770831385438249,0.3506891615735974,-2.980571316407332,-8.952996356427938,94,0.034482163798712696,1.184|0.771|3.801|0.916,1.502633692931784
