entry_time,exit_time,entry_i,exit_i,side,entry_price,exit_price,initial_lot,final_lot,pnl,reason,bars_held,partial_done,balance
2024-12-13 04:00:00,2024-12-13 07:00:00,14858,14870,BUY,2674.8399999999997,2663.0894751037467,0.09,0.09,-106.2947240662766,SL,12,False,10099.976622129254
2025-01-19 18:30:00,2025-01-19 20:30:00,17015,17023,BUY,2692.21,2692.16,0.09,0.05,12.116441773139703,BE_AFTER_PARTIAL,8,True,10112.093063902394
2025-01-23 04:30:00,2025-01-23 05:45:00,17321,17326,BUY,2743.73,2749.8713295686753,0.12,0.06,56.53465385010557,TP,5,True,10168.627717752499
2025-03-05 08:45:00,2025-03-05 09:45:00,19996,20000,BUY,2899.83,2914.205,0.06,0.03,60.194012818400225,TP,4,True,10228.821730570899
2025-03-06 19:15:00,2025-03-06 20:30:00,20126,20131,BUY,2899.453,2908.5479975921585,0.07,0.03,49.679328128862,TP,5,True,10278.501058699761
2025-04-24 18:30:00,2025-04-24 19:45:00,23247,23252,SELL,3363.09,3347.720727940948,0.05,0.03,63.334123708501195,TP,5,True,10341.835182408262
2025-04-25 00:00:00,2025-04-25 01:45:00,23269,23276,BUY,3323.39,3294.7165316013347,0.04,0.04,-114.93387359466054,SL,7,False,10226.901308813602
2025-04-30 04:15:00,2025-04-30 08:15:00,23562,23578,BUY,3285.0299999999997,3284.3973247729427,0.04,0.04,-2.7707009082280276,TP,16,False,10224.130607905374
2025-05-12 03:15:00,2025-05-12 03:45:00,24294,24296,BUY,3246.18,3215.885894803493,0.03,0.03,-91.06231558952021,SL,2,False,10133.068292315853
2025-05-20 10:00:00,2025-05-20 10:15:00,24873,24874,SELL,3260.94,3285.2859343806144,0.04,0.04,-97.62373752245752,SL,1,False,10035.444554793396
2025-07-10 20:45:00,2025-07-10 21:15:00,28280,28282,SELL,3335.67,3325.3931321459772,0.09,0.05,72.24732523989812,TP,2,True,10107.691880033293
2025-07-17 08:45:00,2025-07-17 10:00:00,28696,28701,BUY,3312.8199999999997,3323.0289836026172,0.06,0.03,48.968333952524645,TP,5,True,10156.660213985819
2025-08-21 06:45:00,2025-08-21 07:30:00,30988,30991,BUY,3330.23,3330.18,0.1,0.05,15.463184013362387,BE_AFTER_PARTIAL,3,True,10172.123397999181
2025-09-05 08:45:00,2025-09-05 10:30:00,31998,32005,SELL,3583.4300000000003,3583.4800000000005,0.05,0.03,14.235829266008478,BE_AFTER_PARTIAL,7,True,10186.35922726519
2025-10-13 19:45:00,2025-10-13 20:30:00,34430,34433,SELL,4128.070000000001,4128.120000000001,0.04,0.02,15.990389539559837,SL,3,True,10202.349616804748
2025-10-13 21:15:00,2025-10-14 00:00:00,34436,34447,SELL,4140.173,4166.324298446247,0.04,0.04,-104.84519378498793,SL,11,False,10097.50442301976
2025-10-21 03:45:00,2025-10-21 04:00:00,34922,34923,BUY,4300.5599999999995,4259.775874443374,0.02,0.02,-81.68825111325089,SL,1,False,10015.816171906508
2025-10-24 02:15:00,2025-10-24 03:30:00,35188,35193,BUY,4083.223,4083.173,0.03,0.01,25.891626103962444,SL,5,True,10041.70779801047
2025-10-30 04:15:00,2025-10-30 05:30:00,35568,35573,SELL,4004.79,3978.94023345539,0.02,0.01,39.63226648923763,TP,5,True,10081.340064499705
2025-10-31 11:15:00,2025-10-31 12:45:00,35688,35694,BUY,3978.7,4001.4313543024828,0.02,0.01,34.8517091589755,TP,6,True,10116.191773658682
2025-11-24 13:45:00,2025-11-24 16:30:00,37166,37177,SELL,4112.43,4138.854768149602,0.04,0.04,-105.93907259840694,SL,11,False,10010.252701060275
2026-01-04 18:15:00,2026-01-04 20:00:00,39608,39615,SELL,4369.56,4402.559687334349,0.03,0.03,-99.17906200304668,SL,7,False,9911.07363905723
2026-01-15 08:45:00,2026-01-15 09:30:00,40402,40405,BUY,4589.82,4606.999646958704,0.04,0.02,52.024200062219975,TP,3,True,9963.097839119448
2026-01-25 18:15:00,2026-01-25 20:15:00,40978,40986,SELL,5020.49,5062.149497575899,0.02,0.02,-83.43899515179794,SL,8,False,9879.658843967649
2026-01-27 15:15:00,2026-01-27 16:45:00,41154,41160,SELL,5141.360000000001,5188.686250004213,0.02,0.02,-94.77250000842571,SL,6,False,9784.886343959222
2026-02-17 09:00:00,2026-02-17 09:30:00,42499,42501,BUY,4870.599999999999,4870.549999999999,0.02,0.01,24.927775474997258,SL,2,True,9809.814119434219
2026-02-23 09:45:00,2026-02-23 11:00:00,42870,42875,SELL,5190.45,5190.5,0.03,0.01,19.904087778584035,BE_AFTER_PARTIAL,5,True,9829.718207212802
2026-04-26 18:15:00,2026-04-26 20:45:00,46848,46858,BUY,4685.28,4685.23,0.03,0.01,8.040884618690434,BE_AFTER_PARTIAL,10,True,9837.75909183149
2026-04-28 01:15:00,2026-04-28 01:30:00,46968,46969,BUY,4652.23,4630.624184799976,0.05,0.05,-108.32907600011622,SL,1,False,9729.430015831374
2026-05-10 18:15:00,2026-05-10 20:00:00,47768,47775,BUY,4687.16,4687.11,0.03,0.01,20.659367064015278,SL,7,True,9750.089382895389
2026-05-24 18:15:00,2026-05-24 23:30:00,48688,48709,SELL,4554.973,4559.270380892646,0.03,0.03,-13.072142677938864,TP,21,False,9737.01724021745
