entry_time,exit_time,entry_i,exit_i,side,entry_price,exit_price,initial_lot,final_lot,pnl,reason,bars_held,partial_done,balance
2024-05-26 23:00:00,2024-05-27 00:15:00,1652,1657,SELL,2345.96,2341.070487290305,0.11,0.05,39.84655372999973,TP,5,True,10039.84655373
2024-05-31 08:45:00,2024-05-31 09:45:00,2049,2053,SELL,2352.413,2352.463,0.11,0.05,15.587870565078301,BE_AFTER_PARTIAL,4,True,10055.434424295077
2024-06-05 21:15:00,2024-06-05 21:30:00,2371,2372,SELL,2363.489,2371.0842791600717,0.13,0.13,-99.51862908093133,SL,1,False,9955.915795214147
2024-06-12 08:45:00,2024-06-12 09:00:00,2785,2786,SELL,2329.3,2340.4049622871917,0.09,0.09,-100.48466058472334,SL,1,False,9855.431134629423
2024-07-12 08:45:00,2024-07-12 09:15:00,4789,4791,BUY,2392.4199999999996,2403.935,0.09,0.05,76.45882990581592,TP,2,True,9931.88996453524
2024-07-28 18:15:00,2024-07-28 21:15:00,5743,5755,SELL,2396.9230000000002,2396.9730000000004,0.08,0.04,5.0957791408523185,BE_AFTER_PARTIAL,12,True,9936.985743676092
2024-08-21 09:45:00,2024-08-21 10:00:00,7369,7370,BUY,2498.6299999999997,2498.5799999999995,0.08,0.04,18.888072160103114,BE_AFTER_PARTIAL,1,True,9955.873815836196
2024-09-09 01:45:00,2024-09-09 02:30:00,8523,8526,BUY,2490.74,2490.6899999999996,0.14,0.07,15.113826845593088,BE_AFTER_PARTIAL,3,True,9970.98764268179
2024-09-24 23:00:00,2024-09-24 23:30:00,9616,9618,SELL,2669.88,2660.733919810226,0.08,0.04,55.01155771779078,TP,2,True,10025.999200399581
2024-10-14 02:30:00,2024-10-14 04:00:00,10823,10829,SELL,2665.389,2659.0284528373327,0.1,0.05,49.60598982021739,TP,6,True,10075.6051902198
2024-11-04 21:45:00,2024-11-04 22:30:00,12276,12279,BUY,2726.23,2733.4522708435215,0.11,0.05,60.09584653788565,TP,3,True,10135.701036757684
2024-11-12 20:30:00,2024-11-12 23:45:00,12823,12836,SELL,2608.05,2608.1000000000004,0.11,0.05,2.519172076575014,BE_AFTER_PARTIAL,13,True,10138.220208834258
2024-11-18 20:15:00,2024-11-18 21:00:00,13190,13193,SELL,2617.57,2617.6200000000003,0.14,0.07,19.049167784924663,SL,3,True,10157.269376619184
2024-11-27 00:45:00,2024-11-27 01:45:00,13760,13764,SELL,2644.869,2644.9190000000003,0.1,0.05,18.116042801818274,SL,4,True,10175.385419421002
2024-11-27 04:00:00,2024-11-27 06:00:00,13773,13781,SELL,2653.29,2646.4735307619367,0.09,0.05,50.265393981499955,TP,8,True,10225.650813402503
2024-11-27 20:15:00,2024-11-27 22:15:00,13834,13842,BUY,2628.06,2628.0099999999998,0.1,0.05,8.508183666278363,BE_AFTER_PARTIAL,8,True,10234.15899706878
2024-11-28 21:15:00,2024-11-29 02:30:00,13920,13941,SELL,2656.2400000000002,2659.278627874806,0.09,0.09,-27.887650873250127,TP,21,False,10206.27134619553
