InpPBull,InpPBear,InpSlopeT,InpLambdaJ,InpNu,WConf,WVol,WSlope,WAccel,WInter,MuConf,MuVol,MuSlope,MuAccel,StdConf,StdVol,StdSlope,StdAccel
0.9715609353556521,0.75,0.0273,0.018289153837249682,4.1748593524638355,0.5,0.5,0.5,0.0,0.0,0.482,1.0,1.0,0.0,0.2215,0.5,2.0,1.0
