timestamp_utc,date,status,max_weight,tracking_error,alerts
2026-06-23T17:33:54.361547+00:00,2026-06-22,OK,0.15,0.0,none
2026-06-23T18:12:34.460984+00:00,2026-06-22,OK,0.15,0.0,none
2026-06-23T18:21:09.410334+00:00,2026-06-22,OK,0.15,0.0,none
2026-06-24T23:30:23.539159+00:00,2026-06-24,WARN,0.0,0.9999999999999999,TRACKING_ERROR
