threshold,min_strength,vol_multiplier,reward_risk,kalman_gate,folds,mean_score,median_score,mean_pf,min_pf,mean_return,min_return,worst_dd,mean_dsr,total_trades,robust_score
0.7,0.35,3.0,1.5,True,4,-3.382360704355855,-2.803215594223087,0.9473585817489322,0.7227704763639143,-0.8686728196576232,-5.827684711706393,-15.1695475062256,0.010372108224176507,252,-2.662239126678322
0.7,0.4,3.0,1.5,True,4,-3.382360704355855,-2.803215594223087,0.9473585817489322,0.7227704763639143,-0.8686728196576232,-5.827684711706393,-15.1695475062256,0.010372108224176507,252,-2.662239126678322
0.7,0.3,3.0,1.5,True,4,-3.382360704355855,-2.803215594223087,0.9473585817489322,0.7227704763639143,-0.8686728196576232,-5.827684711706393,-15.1695475062256,0.010372108224176507,252,-2.662239126678322
0.6,0.4,2.5,2.5,True,4,-2.5933731253713552,-2.631649458827247,0.9962958199547003,0.8931321772583363,1.0135295219606073,-8.317100114562459,-20.32791056823787,0.01760614979567433,724,-2.7173140186343905
0.6,0.3,2.5,2.5,True,4,-2.6006228861499445,-2.6469050347379595,0.9960554010284133,0.8931321772583363,0.9702107386532406,-8.317100114562459,-21.23694677153165,0.017787929420953516,724,-2.7780800440108
0.6,0.3,2.5,1.5,True,4,-2.698869478562424,-2.638532157038158,0.9919048926950218,0.9098182069590713,-0.2618444942573852,-12.668441458630209,-20.492997331793482,0.019709317967961482,1037,-2.7782522275511514
0.6,0.4,2.5,1.5,True,4,-2.6889365206787317,-2.6492809132532007,0.9931616345686959,0.9128204531326725,-0.049299901737304364,-12.134645169832748,-20.55036248207663,0.02099566087674619,1033,-2.783988193609918
0.6,0.35,2.5,1.5,True,4,-2.7026732627093546,-2.6492809132532007,0.9911757909088688,0.9098182069590713,-0.3751961239868762,-12.668441458630209,-20.47378509943475,0.01963325615355796,1036,-2.7888455357488136
0.6,0.3,2.0,1.5,True,4,-2.5767489855251413,-2.666159149489011,1.0119223103145232,0.9406837940669533,3.683549278025058,-10.447345620776428,-21.466383783415864,0.03196252130022682,1255,-2.8000669632528186
0.6,0.35,2.0,1.5,True,4,-2.587262085394828,-2.6662316753872832,1.0110536040266855,0.9406837940669533,3.4804481100747764,-10.447345620776428,-21.466383783415864,0.030679527047829686,1254,-2.8022911896913256
0.6,0.35,2.5,2.5,True,4,-2.6130021475544423,-2.672115249991257,0.9942868940899389,0.8931321772583363,0.7408952389480947,-8.317100114562459,-21.23694677153165,0.01736559922980371,725,-2.8054810963937213
0.65,0.4,3.0,2.5,True,4,-2.4966174808708637,-2.5379535362995767,1.001535497793797,0.6624379423204618,0.6945376902007974,-16.271320432939827,-23.336114049285843,0.055376064618637214,364,-2.8105608806808333
0.6,0.3,2.0,2.5,True,4,-2.6772070063241653,-2.7043126514525895,1.0175448776807536,0.9627245892660746,3.473028324893948,-4.408305283347403,-23.364578099839804,0.0194498104301868,912,-2.8796299211671137
0.6,0.4,2.0,1.5,True,4,-2.6362527693821303,-2.752108831496581,1.0074177065307577,0.9361871529282236,2.8707399473485635,-11.038283709185093,-21.75834778234678,0.028598005430101714,1252,-2.914393345744912
0.6,0.4,2.0,2.5,True,4,-2.680710501388553,-2.7565877839605064,1.0167139409654307,0.9627245892660746,3.276093862792542,-4.408305283347403,-23.407154175891467,0.019322505832025366,912,-2.934992098791098
0.65,0.3,2.5,1.5,True,4,-2.38855627963549,-2.61269108774263,1.0055528924564041,0.7277138790375038,2.429732980206772,-14.925119849237568,-25.503233561392523,0.09463619431222647,545,-2.936914877536001
0.65,0.35,2.5,1.5,True,4,-2.38855627963549,-2.61269108774263,1.0055528924564041,0.7277138790375038,2.429732980206772,-14.925119849237568,-25.503233561392523,0.09463619431222647,545,-2.936914877536001
0.6,0.35,2.0,2.5,True,4,-2.7120909818724717,-2.7740069065833444,1.0128114219496727,0.9627245892660746,2.6369500962413275,-4.408305283347403,-23.364578099839804,0.017247694748656672,913,-2.9562597477104795
