initial_balance,final_balance,net_profit,total_return_pct,closed_trades,cashflows,win_rate_pct,loss_rate_pct,profit_factor,expectancy,avg_win,avg_loss,payoff_ratio,largest_win,largest_loss,max_consecutive_wins,max_consecutive_losses,max_drawdown_money,max_drawdown_pct,max_drawdown_bars,sharpe_ratio,period_sharpe_ratio,sortino_ratio,deflated_sharpe_probability,deflated_sharpe_z,dsr_trials,recovery_factor,mean_cashflow,std_cashflow
10000.0,9667.930678050705,-332.06932194929504,-3.320693219492954,63,89,41.269841269841265,58.730158730158735,0.9101562986381585,-5.270941618242823,129.38494654751656,-99.8939981671548,1.2952224249850717,151.80263535311576,-104.84995779996034,4,6,-1083.0190882650131,-10.671704703298884,71811,-0.16889785699589333,-0.0010858960473285283,-0.024560154845206867,0.0029914272001337976,-2.7487195947424925,81,-0.3066144683389349,-3.7311159769584057,84.70811458161778
