initial_balance,final_balance,net_profit,total_return_pct,closed_trades,cashflows,win_rate_pct,loss_rate_pct,profit_factor,expectancy,avg_win,avg_loss,payoff_ratio,largest_win,largest_loss,max_consecutive_wins,max_consecutive_losses,max_drawdown_money,max_drawdown_pct,max_drawdown_bars,sharpe_ratio,period_sharpe_ratio,sortino_ratio,deflated_sharpe_probability,deflated_sharpe_z,dsr_trials,recovery_factor,mean_cashflow,std_cashflow
10000.0,9435.980688310914,-564.019311689086,-5.640193116890857,62,87,40.32258064516129,59.67741935483871,0.843789737485007,-9.09708567240456,121.86490164842449,-97.58491494323499,1.2488088114778102,161.4065486102875,-106.40223552068632,4,8,-1579.1607624928074,-15.231966057385108,44701,-0.44184432295899606,-0.002840752466429397,-0.06941558138229897,0.0010321290616408713,-3.0808280621104496,81,-0.3571639601776484,-6.482980594127387,83.07094636530834
