fold_id,closed_trades,net_profit,return_pct,profit_factor,expectancy,win_rate_pct,daily_sharpe,dsr_probability,dsr_z,max_drawdown_money,max_drawdown_pct,worst_quarter_profit_factor,top5_winner_share_pct
0,3,-106.7967875000058,-0.1067967875000058,0.4791894129384564,-35.598929166668604,33.33333333333333,-0.719494714531157,0.0004989412557590439,-3.2911230566924923,-205.05878750000556,-0.20485749043275653,0.0,100.0
1,1,212.25599999999943,0.21225599999999942,inf,212.25599999999943,100.0,1.173477388076936,0.2503690793109363,-0.6733287618285883,0.0,0.0,inf,100.0
2,1,-23.752399999996417,-0.023752399999996416,0.0,-23.752399999996417,0.0,-1.173477388076936,1.829388901330764e-06,-4.629879957172682,-23.75239999999758,-0.023752399999997578,0.0,100.0
3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
5,1,29.058400000005786,0.02905840000000579,inf,29.058400000005786,100.0,1.1671170301911293,0.2504433248075004,-0.6730953223421593,0.0,0.0,inf,100.0
6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
