candidate_id,cpcv_splits,eligible_splits,median_test_pf,positive_split_fraction,minimum_split_trades,training_trades,complexity,error
TREND_06_LONG_T30,28,28,0.9534368703121933,0.39285714285714285,176,734,5,
TREND_05_LONG_T10,28,28,0.9718798998901022,0.35714285714285715,196,844,5,
TREND_07_SHORT_P55,28,28,0.9483844933648564,0.32142857142857145,88,499,5,
TREND_03_LONG_P55,28,28,0.9149873885845499,0.32142857142857145,191,803,5,
TREND_08_SHORT_P65,28,28,0.9055394747603611,0.2857142857142857,84,492,5,
TREND_02_MOM_SHORT,28,28,0.8479802202998066,0.17857142857142858,576,2503,1,
TREND_04_LONG_P65,28,28,0.8802513748728316,0.10714285714285714,187,803,5,
TREND_01_MOM_LONG,28,28,0.8801669966097478,0.10714285714285714,669,2902,1,
