candidate_id,cpcv_splits,eligible_splits,median_test_pf,positive_split_fraction,minimum_split_trades,training_trades,complexity,error
TREND_04_LONG_P65,28,28,0.979160009031682,0.4642857142857143,181,819,5,
TREND_03_LONG_P55,28,28,0.9572809592097551,0.4642857142857143,184,829,5,
TREND_06_LONG_T30,28,28,0.9178519091607563,0.39285714285714285,155,731,5,
TREND_07_SHORT_P55,28,28,0.9673814136020719,0.35714285714285715,158,685,5,
TREND_08_SHORT_P65,28,28,0.8981563445456913,0.32142857142857145,157,695,5,
TREND_05_LONG_T10,28,28,0.8815503809593048,0.2857142857142857,206,921,5,
TREND_02_MOM_SHORT,28,28,0.849937347014772,0.21428571428571427,594,2570,1,
TREND_01_MOM_LONG,28,28,0.8625919438207414,0.03571428571428571,645,2800,1,
