candidate_id,cpcv_splits,eligible_splits,median_test_pf,positive_split_fraction,minimum_split_trades,training_trades,complexity,error
TREND_07_SHORT_P55,28,28,1.0136758765289633,0.5357142857142857,139,636,5,
TREND_08_SHORT_P65,28,28,0.9806721552020996,0.42857142857142855,134,636,5,
TREND_06_LONG_T30,28,28,0.870554324575971,0.25,149,672,5,
TREND_03_LONG_P55,28,28,0.8354456790287198,0.21428571428571427,177,769,5,
TREND_04_LONG_P65,28,28,0.8255884838405243,0.21428571428571427,180,783,5,
TREND_01_MOM_LONG,28,28,0.8736993429270221,0.17857142857142858,634,2868,1,
TREND_02_MOM_SHORT,28,28,0.8493617616112414,0.03571428571428571,608,2599,1,
TREND_05_LONG_T10,28,28,0.7961113466428206,0.03571428571428571,195,854,5,
