fold_id,selected_candidate,inner_median_test_pf,inner_positive_split_fraction,inner_cpcv_splits
0,TREND_03_LONG_P55,0.9511864765433657,0.35714285714285715,28
1,TREND_08_SHORT_P65,0.9558797577918908,0.42857142857142855,28
2,TREND_04_LONG_P65,0.979160009031682,0.4642857142857143,28
3,TREND_08_SHORT_P65,1.000345796927785,0.5,28
4,TREND_08_SHORT_P65,1.0743425059848923,0.8571428571428571,28
5,TREND_07_SHORT_P55,1.0136758765289633,0.5357142857142857,28
6,TREND_06_LONG_T30,0.9534368703121933,0.39285714285714285,28
