entry_time,exit_time,net_pnl,return_pct,pnl,entry_i,exit_i,side,units,entry_reference,entry_price,exit_reference,exit_price,stop_reference,bars_held,exit_reason,reference_pnl,price_pnl,spread_slippage_cost,commission_cost,costs,cash_after,fold_id,candidate_id
2023-01-03 09:15:00+00:00,2023-01-03 11:30:00+00:00,-189.77971874999804,-0.18977971874999808,-189.77971874999804,41,50,1,0.19,11062.917,11064.817,11017.07496875,11015.17496875,11017.07496875,9,atr_stop,-174.19971875000084,-188.63971874999805,14.439999999997212,1.1400000000000001,15.579999999997213,99810.22028124999,0,TREND_03_LONG_P55
2023-01-04 03:00:00+00:00,2023-01-04 05:45:00+00:00,45.03600000000668,0.04512163170575327,45.03600000000668,105,116,1,0.27,10873.689,10875.589,10886.129,10884.229000000001,10816.40009375,11,signal_exit,67.17600000000276,46.656000000006685,20.519999999996074,1.62,22.139999999996075,99855.25628125,0,TREND_03_LONG_P55
2023-01-04 08:45:00+00:00,2023-01-04 09:00:00+00:00,-183.14690624999452,-0.18341238415546918,-183.14690624999452,128,129,1,0.27,10952.829,10954.729,10923.01290625,10921.11290625,10923.01290625,1,atr_stop,-161.00690624999842,-181.5269062499945,20.519999999996088,1.62,22.13999999999609,99672.109375,0,TREND_03_LONG_P55
2023-01-05 12:00:00+00:00,2023-01-05 13:00:00+00:00,-102.01359999999637,-0.10234919340995072,-102.01359999999637,230,234,1,0.26,10938.327,10940.226999999999,10922.809,10920.909,10895.05059375,4,signal_exit,-80.69360000000016,-100.45359999999637,19.75999999999621,1.56,21.31999999999621,99570.09577500001,0,TREND_03_LONG_P55
2023-01-06 20:00:00+00:00,2023-01-09 05:00:00+00:00,150.94000000000597,0.15159169911926898,150.94000000000597,351,380,1,0.25,11060.409,11062.309,11094.697,11092.797,10939.193374999999,29,signal_exit,171.44000000000233,152.44000000000597,18.999999999996362,1.5,20.499999999996362,99721.03577500001,0,TREND_03_LONG_P55
2023-01-10 21:00:00+00:00,2023-01-11 01:00:00+00:00,33.03360000000379,0.03312600971628223,33.03360000000379,533,542,1,0.31,11209.149,11211.048999999999,11218.577,11216.677,11106.38134375,9,signal_exit,58.45359999999927,34.89360000000379,23.559999999995483,1.8599999999999999,25.419999999995483,99754.06937500002,0,TREND_03_LONG_P55
2023-01-11 01:45:00+00:00,2023-01-11 04:00:00+00:00,-23.231999999995676,-0.02328927546069413,-23.231999999995676,545,554,1,0.33,11201.819,11203.719,11202.399,11200.499,11146.396656249999,9,signal_exit,3.8279999999995207,-21.25199999999568,25.0799999999952,1.98,27.0599999999952,99730.83737500002,0,TREND_03_LONG_P55
2023-01-11 15:30:00+00:00,2023-01-11 15:30:00+00:00,-371.35299999999575,-0.37235524114137686,-371.35299999999575,600,600,1,0.32,11311.729,11313.628999999999,11257.80509375,11255.90509375,11257.80509375,0,atr_stop,-345.1130000000005,-369.4329999999958,24.319999999995275,1.92,26.239999999995277,99359.48437500001,0,TREND_03_LONG_P55
2023-01-12 00:15:00+00:00,2023-01-12 04:15:00+00:00,-12.347999999984676,-0.01242760072443731,-12.347999999984676,628,644,1,0.45,11388.399,11390.298999999999,11391.127,11389.227,11323.608375,16,signal_exit,24.55200000000878,-9.647999999984677,34.19999999999345,2.7,36.899999999993454,99347.13637500003,0,TREND_03_LONG_P55
2023-01-12 04:45:00+00:00,2023-01-12 06:45:00+00:00,14.764799999997484,0.014861827465530188,14.764799999997484,646,654,1,0.48,11394.199,11396.099,11399.837,11397.937,11367.10790625,8,signal_exit,54.1247999999905,17.644799999997485,36.47999999999301,2.88,39.359999999993015,99361.90117500002,0,TREND_03_LONG_P55
2023-01-13 20:15:00+00:00,2023-01-13 20:30:00+00:00,200.19999999999362,0.20148567774220996,200.19999999999362,797,798,1,0.44,11503.049,11504.949,11529.899,11527.999,11427.5443125,1,signal_exit,236.2799999999872,202.8399999999936,33.4399999999936,2.64,36.0799999999936,99562.101175,0,TREND_03_LONG_P55
2023-01-16 00:15:00+00:00,2023-01-16 06:15:00+00:00,29.478000000005196,0.02960765155828904,29.478000000005196,806,830,1,0.51,11524.609,11526.509,11531.599,11529.699,11454.6824375,24,signal_exit,71.29799999999777,32.5380000000052,38.75999999999257,3.06,41.819999999992575,99591.579175,0,TREND_03_LONG_P55
2023-01-18 14:30:00+00:00,2023-01-18 15:30:00+00:00,-355.858125,-0.35731748401608765,-355.858125,1028,1032,1,0.38,11626.329,11628.229,11583.605562499999,11581.7055625,11583.605562499999,4,atr_stop,-324.6981250000055,-353.578125,28.87999999999448,2.2800000000000002,31.159999999994483,99235.72105000001,0,TREND_03_LONG_P55
2023-01-20 13:30:00+00:00,2023-01-20 13:45:00+00:00,-61.08799999998461,-0.06155847849304725,-61.08799999998461,1198,1199,1,0.46,11367.719,11369.618999999999,11365.179,11363.279,11329.679624999999,1,signal_exit,-23.367999999991298,-58.327999999984605,34.95999999999331,2.7600000000000002,37.719999999993306,99174.63305000002,0,TREND_03_LONG_P55
2023-01-23 01:30:00+00:00,2023-01-23 06:00:00+00:00,-6.067200000003213,-0.00611769341959084,-6.067200000003213,1239,1257,1,0.48,11600.849,11602.749,11604.317,11602.417,11544.6080625,18,signal_exit,33.2927999999898,-3.1872000000032132,36.47999999999302,2.88,39.35999999999302,99168.56585000001,0,TREND_03_LONG_P55
2023-01-23 23:30:00+00:00,2023-01-24 01:15:00+00:00,-66.53399999998241,-0.06709182433939817,-66.53399999998241,1320,1327,1,0.39,11857.309,11859.208999999999,11852.879,11850.979000000001,11774.947437499999,7,signal_exit,-34.553999999988086,-64.19399999998241,29.639999999994323,2.34,31.979999999994323,99102.03185000003,0,TREND_03_LONG_P55
2023-01-26 00:30:00+00:00,2023-01-26 07:30:00+00:00,73.65600000000626,0.07432340046417145,73.65600000000626,1502,1530,1,0.33,11852.649,11854.548999999999,11867.909,11866.009,11762.4718125,28,signal_exit,100.71600000000144,75.63600000000625,25.079999999995195,1.98,27.059999999995195,99175.68785000003,0,TREND_03_LONG_P55
2023-01-26 09:30:00+00:00,2023-01-26 09:45:00+00:00,-109.11999999998663,-0.11002696564608358,-109.11999999998663,1538,1539,1,0.4,11874.407,11876.306999999999,11864.867,11862.967,11843.1204375,1,signal_exit,-76.31999999999243,-106.71999999998663,30.399999999994193,2.4000000000000004,32.79999999999419,99066.56785000005,0,TREND_03_LONG_P55
