candidate_id,cpcv_splits,eligible_splits,median_test_pf,positive_split_fraction,minimum_split_trades,training_trades,complexity,error
TREND_08_SHORT_P65,28,28,0.9558797577918908,0.42857142857142855,106,539,5,
TREND_06_LONG_T30,28,28,0.9322625650526732,0.42857142857142855,175,777,5,
TREND_05_LONG_T10,28,28,0.9474206918138115,0.35714285714285715,192,835,5,
TREND_07_SHORT_P55,28,28,0.9439803209159363,0.35714285714285715,110,561,5,
TREND_04_LONG_P65,28,28,0.9090692274248675,0.35714285714285715,183,812,5,
TREND_03_LONG_P55,28,28,0.9523728896454986,0.32142857142857145,182,808,5,
TREND_02_MOM_SHORT,28,28,0.7767039535346165,0.10714285714285714,587,2573,1,
TREND_01_MOM_LONG,28,28,0.8756619313901639,0.07142857142857142,657,2848,1,
