exit_reason,trades,avg_pnl,avg_mae_money,avg_mfe_money,median_mfe_to_mae
SL,588,-62.62788798426958,97.09215986394568,73.13026700680277,0.5060230161221806
TP,240,161.7025018375197,48.3381958333334,217.4239624999999,5.017935531891547
