segment,start_time,end_time,trades,return_pct_on_initial,win_rate_pct,profit_factor,expectancy,max_drawdown_pct,max_consecutive_wins,max_consecutive_losses,sharpe_trade,gross_profit,gross_loss,net_pnl
0_8,2024-05-13 09:30:00,2026-05-29 11:41:51.693,281,-123.68118401180593,24.91103202846975,0.4543909464839878,-44.01465623195941,-123.70922920135658,5,20,-6.598525296272703,10300.34415727221,-22668.462558452804,-12368.118401180593
25_48,2024-05-09 10:30:00,2026-05-28 09:05:26.535,169,77.4027753892477,62.1301775147929,2.134767478880729,45.80045881020573,-4.15171708564697,9,4,4.872285473667361,14561.302711905002,-6821.025172980234,7740.277538924769
49_96,2024-05-06 04:00:00,2026-05-29 10:53:29.962,100,69.65452083839881,71.0,3.2604641005690738,69.65452083839881,-1.8932005899088107,9,2,5.956077556983093,10046.877744210386,-3081.4256603705057,6965.452083839881
97_plus,2024-06-07 15:00:00,2026-04-29 09:40:53.491,14,7.108134458864248,71.42857142857143,2.5823452183160276,50.772388991887475,-2.2327771411490103,6,2,1.7064160367653274,1160.0285967009168,-449.21515081449206,710.8134458864247
9_24,2024-05-10 05:30:00,2026-05-27 18:00:02.812,264,-10.650223612162716,42.04545454545455,0.9354053098913689,-4.034175610667695,-26.19201776344373,6,6,-0.5263273591045114,15422.747135396941,-16487.76949661321,-1065.0223612162715
