InpPBull,InpPBear,InpSlopeT,InpLambdaJ,InpNu,WConf,WVol,WSlope,WAccel,WInter,MuConf,MuVol,MuSlope,MuAccel,StdConf,StdVol,StdSlope,StdAccel
0.7809594167127899,0.75,0.0273,0.01852476001448027,4.117945496911454,0.5,0.5,0.5,0.0,0.0,0.482,1.0,1.0,0.0,0.2215,0.5,2.0,1.0
