initial_balance,final_balance,net_profit,total_return_pct,closed_trades,cashflows,win_rate_pct,loss_rate_pct,profit_factor,expectancy,avg_win,avg_loss,payoff_ratio,largest_win,largest_loss,max_consecutive_wins,max_consecutive_losses,max_drawdown_money,max_drawdown_pct,max_drawdown_bars,sharpe_ratio,period_sharpe_ratio,sortino_ratio,deflated_sharpe_probability,deflated_sharpe_z,dsr_trials,recovery_factor,mean_cashflow,std_cashflow
10000.0,8807.073204499611,-1192.9267955003888,-11.929267955003887,190,280,47.368421052631575,52.63157894736842,0.9044196119751355,-6.278562081581016,125.42163742960608,-124.80874164164938,1.0049106799723728,171.26194384654747,-155.46669893189252,6,6,-2853.432099942409,-24.470912927378937,56680,-0.306713142091252,-0.00197195272091997,-0.0640321033634365,0.0010439024641110235,-3.0774490973606428,81,-0.4180673496749636,-4.260452841072832,95.23357531685085
