initial_balance,final_balance,net_profit,total_return_pct,closed_trades,cashflows,win_rate_pct,loss_rate_pct,profit_factor,expectancy,avg_win,avg_loss,payoff_ratio,largest_win,largest_loss,max_consecutive_wins,max_consecutive_losses,max_drawdown_money,max_drawdown_pct,max_drawdown_bars,sharpe_ratio,period_sharpe_ratio,sortino_ratio,deflated_sharpe_probability,deflated_sharpe_z,dsr_trials,recovery_factor,mean_cashflow,std_cashflow
10000.0,8971.657852498456,-1028.3421475015439,-10.283421475015441,139,199,43.16546762589928,56.83453237410072,0.8754013035941969,-7.398144946054319,120.41485751608927,-104.47131137299884,1.152611716399026,161.16435076317265,-125.788064965583,4,6,-2257.280318663701,-20.82059081015166,48723,-0.46039028411657,-0.002959990130382751,-0.112469900779795,0.0008969423935914443,-3.1223910653932285,81,-0.4555668779809844,-5.167548479907287,84.46338400474242
