initial_balance,final_balance,net_profit,total_return_pct,closed_trades,cashflows,win_rate_pct,loss_rate_pct,profit_factor,expectancy,avg_win,avg_loss,payoff_ratio,largest_win,largest_loss,max_consecutive_wins,max_consecutive_losses,max_drawdown_money,max_drawdown_pct,max_drawdown_bars,sharpe_ratio,period_sharpe_ratio,sortino_ratio,deflated_sharpe_probability,deflated_sharpe_z,dsr_trials,recovery_factor,mean_cashflow,std_cashflow
10000.0,9408.60794301026,-591.39205698974,-5.913920569897401,62,87,40.32258064516129,59.67741935483871,0.8368985145752574,-9.538581564350727,121.38090164842632,-97.9976918432541,1.2386098015713811,160.80654861029078,-107.408000955219,4,8,-1600.9835077934658,-15.44655697372134,44701,-0.4645525344708847,-0.0029867505125932368,-0.07280018355398464,0.000926437432764054,-3.1128542669071284,81,-0.3693929725764747,-6.79760985045684,83.13793416625296
