profile,symbol,timeframe,hmm_params_file,threshold,min_strength,vol_multiplier,reward_risk,kalman_gate,risk_percent,max_lot,use_partials,magic,indicator_path,source,robust_score,nested_mean_pf,nested_min_pf,nested_mean_return_pct,nested_worst_dd_pct,tick_profit_factor,tick_dsr,status,use_layer_filters,session1_start_hour,session1_end_hour,session2_start_hour,session2_end_hour,layer_min_strength,min_sigma_projected,max_sigma_projected,max_spread_points,max_recent_losses,loss_lookback_days,exit_on_regime_flip,max_bars_in_trade,layer_source,layer_status,min_bars_before_partial,exit_on_weak_strength,weak_exit_strength,weak_partial_factor
DEMO_50001_LAYERED_MODEL_V1,XAUUSD,M15,HMM_Params_15M_50001.csv,0.60,0.50,3.00,2.00,true,1.00,10.00,true,50001,Sovereign\\Sovereign_50001_Signal,tick_oos_layers_50001,1.0906829618978735,1.0428313984208277,0.9029652651686125,6.278157655656974,-16.8233444695717,1.3238523416044277,0.04032545556206801,DEMO_LAYERED_V1_NOT_REAL,true,7,13,20,24,0.50,0.0008412616967549172,0.0032338662645819277,80,4,30,true,96,Capa_4/tick_oos_layers_50001,LONDON_LATE_STRENGTH_SIGMA_SPREAD_LOSS_PAUSE_EXIT_GUARDS,12,true,0.45,0.70
