BotId,Symbol,Timeframe,UseLayerFilters,Session1StartHour,Session1EndHour,Session2StartHour,Session2EndHour,LayerMinStrength,MinSigmaProjected,MaxSigmaProjected,MaxSpreadPoints,MaxRecentLosses,LossLookbackDays,ExitOnRegimeFlip,MaxBarsInTrade,MinBarsBeforePartial,ExitOnWeakStrength,WeakExitStrength,WeakPartialFactor,Source,ValidationMode,Notes
50001,XAUUSD,M15,true,7,13,20,24,0.50,0.0008412616967549172,0.0032338662645819277,80,4,30,true,96,12,true,0.45,0.70,Capa_4/tick_oos_layers_50001,TICK_BID_ASK_OOS_202405,Layered V1 London/Late strength sigma spread loss-streak pause regime-flip weak-strength exit delayed partial time stop
