entry_time,exit_time,entry_i,exit_i,side,entry_price,exit_price,exit_reason,initial_lot,bars_held,partial_done,pnl,return_on_initial_balance,balance
2022-02-28 11:00:00,2022-03-01 13:15:00,64,162,BUY,14225.449,13983.134988223965,SL,0.02,98,False,-97.04560471041434,-0.009704560471041434,9902.954395289586
2022-03-03 09:15:00,2022-03-03 09:30:00,324,325,BUY,14393.409,14338.408826727706,SL,0.09,1,False,-99.54031189012916,-0.009954031189012917,9803.414083399457
2022-03-07 09:45:00,2022-03-07 10:00:00,504,505,BUY,13760.759,13687.428537245882,SL,0.07,1,False,-103.08264785576569,-0.010308264785576568,9700.33143554369
2022-03-09 09:45:00,2022-03-09 12:30:00,682,693,BUY,13553.339,13695.262083985917,TP,0.05,11,True,113.21846718873385,0.011321846718873386,9813.549902732426
2022-03-09 13:00:00,2022-03-10 03:15:00,695,745,BUY,13726.459,13623.595743952685,SL,0.05,50,False,-103.1632560473161,-0.01031632560473161,9710.38664668511
2022-03-10 14:15:00,2022-03-10 22:15:00,789,814,BUY,13565.439,13482.060135108562,SL,0.06,25,False,-100.41463786972541,-0.010041463786972541,9609.972008815384
2022-03-15 10:00:00,2022-03-15 11:00:00,1043,1047,BUY,13292.237,13292.136999999999,SL,0.06,4,True,64.2325428532537,0.006423254285325371,9674.204551668638
2022-03-15 14:15:00,2022-03-16 00:30:00,1060,1094,BUY,13389.919,13527.523914019457,TP,0.05,34,True,109.76393121556575,0.010976393121556575,9783.968482884202
2022-03-16 09:30:00,2022-03-16 11:30:00,1130,1138,BUY,13824.319,13761.854569059495,SL,0.08,8,False,-100.42308950480772,-0.010042308950480772,9683.545393379394
2022-03-16 14:15:00,2022-03-16 17:00:00,1149,1153,BUY,13782.809,13986.092583111182,TP,0.04,4,True,121.71014986670974,0.012171014986670975,9805.255543246103
2022-03-22 09:45:00,2022-03-22 11:00:00,1487,1492,BUY,14618.639,14618.538999999999,SL,0.08,5,True,76.3406999532973,0.00763406999532973,9881.596243199401
2022-03-22 13:15:00,2022-03-23 05:30:00,1501,1559,BUY,14636.629,14564.096135418267,SL,0.07,58,False,-101.96601041442695,-0.010196601041442694,9779.630232784973
2022-03-24 10:45:00,2022-03-24 11:30:00,1669,1672,BUY,14661.679,14595.846337857975,SL,0.07,3,False,-92.58572699883584,-0.009258572699883583,9687.044505786138
2022-03-24 14:45:00,2022-03-25 03:00:00,1685,1727,BUY,14723.979,14723.878999999999,SL,0.07,42,True,67.44828396089987,0.006744828396089987,9754.492789747039
2022-03-28 15:15:00,2022-03-29 05:15:00,1857,1906,BUY,14936.589,15059.104196971559,TP,0.06,49,True,113.9608505067887,0.011396085050678871,9868.453640253829
2022-03-29 08:15:00,2022-03-29 08:45:00,1918,1920,BUY,15091.139,15159.459382291798,TP,0.11,2,True,113.15397048633261,0.01131539704863326,9981.60761074016
