exit_time,A_2.5_1.5,B_1.5_2.0,C_3.0_3.0,D_2.5_2.5,portfolio_pnl,equity
2022-02-28,0.0,-21.859261059843192,0.0,0.0,-21.859261059843192,9978.140738940157
2022-03-01,-24.261401177603585,0.0,-29.105681413124223,-24.261401177603585,-77.62848376833139,9900.512255171825
2022-03-03,-24.88507797253229,-25.005077972532128,-26.51208317070152,-24.88507797253229,-101.28731708829822,9799.224938083527
2022-03-07,-25.77066196394142,-24.386052708859133,-26.48296659148258,-25.77066196394142,-102.41034322822455,9696.814594855303
2022-03-09,28.304616797183463,8.359622345204453,0.0,47.24102799530592,83.90526713769384,9780.719861992997
2022-03-10,-50.89447347926038,23.118082169602438,8.921880689189162,-25.103659467431353,-43.95817008790013,9736.761691905096
2022-03-15,16.058135713313426,12.026786373320654,0.0,0.0,28.08492208663408,9764.846613991731
2022-03-16,32.76274789436694,51.640183372739074,31.80822757291645,21.960456787629152,138.17161562765162,9903.018229619382
2022-03-17,0.0,-26.436826297877488,0.0,50.76589577779572,24.329069479918232,9927.3472990993
2022-03-18,0.0,0.0,56.88740327113126,0.0,56.88740327113126,9984.234702370431
2022-03-22,19.085174988324326,-3.4816212634348638,0.0,0.0,15.603553724889462,9999.838256095321
2022-03-23,-25.491502603606737,-24.400883006025598,-27.08324498365426,-25.820233317766107,-102.7958639110527,9897.042392184268
2022-03-24,-23.14643174970896,11.948900782713736,0.0,-26.453064856810236,-37.65059582380546,9859.391796360464
2022-03-25,16.862070990224968,0.0,31.43167782817142,28.19678498370852,76.4905338021049,9935.882330162567
2022-03-29,31.972661524698793,112.8539694046139,58.75529454634879,22.216817520770668,225.79874299643214,10161.681073159
2022-03-30,15.561825555562573,24.87092088890009,-23.968065463154016,-23.64273833334413,-7.178057352035481,10154.503015806964
2022-04-04,29.588569655680914,39.4047595409086,0.0,0.0,68.99332919658951,10223.496345003554
2022-04-05,-25.19320507541223,22.665787497519993,-23.918855724545246,32.8939662840902,6.447692981652715,10229.944037985206
2022-04-06,-24.248918253220637,-27.124223196445946,-24.917744489026916,-24.248918253220637,-100.53980419191413,10129.404233793293
2022-04-07,0.0,-25.91015029598875,0.0,0.0,-25.91015029598875,10103.494083497304
2022-04-08,-25.8301502959885,0.0,-25.810150295988205,-25.8301502959885,-77.4704508879652,10026.023632609338
2022-04-13,0.0,-25.693554406753393,0.0,0.0,-25.693554406753393,10000.330078202585
2022-04-14,15.318517822274552,-26.333805436810813,-23.257776733412083,-23.2777767334121,-57.550841081360446,9942.779237121225
2022-04-18,-24.15233780240262,-25.471954692523617,-25.331954692522853,-24.15233780240262,-99.10858498985172,9843.670652131374
2022-04-19,-24.52113942898162,-50.329204061870584,-24.501139428981517,-24.52113942898162,-123.87262234881533,9719.798029782558
2022-04-28,3.568200004033411,16.151287479167433,-23.486937227808955,24.282226278967666,20.514776534359555,9740.312806316917
2022-05-05,-6.404464581690807,-25.74086817092545,-26.99988076261921,24.700676743696206,-34.44453677153926,9705.868269545377
2022-05-06,-23.34309490062384,0.0,58.323569793770446,-23.34309490062384,11.637379992522767,9717.505649537901
2022-05-10,-17.50976712873097,-1.3853912944186462,-47.04611553114907,-19.270181287486153,-85.21145524178483,9632.294194296115
2022-05-17,-29.39065456936929,-74.501907898344,-46.79227016691108,-75.10827246931422,-225.7931051039386,9406.501089192177
2022-05-18,0.0,0.0,-25.43970913863672,0.0,-25.43970913863672,9381.061380053541
2022-05-19,27.41923085270175,21.807384682161427,32.95107702324199,45.792051421169816,127.969743979275,9509.031124032816
2022-05-23,-26.136381989921304,-25.154926710324364,-25.074926710324654,-26.136381989921304,-102.50261740049162,9406.528506632323
2022-05-26,26.83986109437801,13.22010006822973,0.0,0.0,40.059961162607735,9446.588467794933
2022-05-27,13.308725257721836,0.0,48.4117499698805,44.79976849062996,106.5202437182323,9553.108711513163
2022-06-01,-22.95049758241105,-24.210022461531448,-24.070022461531956,-22.95049758241105,-94.1810400878855,9458.92767142528
2022-06-03,13.87573922900201,22.1811827664032,-22.441182766403433,-23.392898715003593,-9.777159486001814,9449.150511939277
2022-06-06,-47.33452642203535,-49.35978192829182,-46.401898668906895,-47.33452642203535,-190.4307334412694,9258.719778498007
